docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
MARCO_6054939,A1IBKP5PBH5EHC,3Z2R0DQ0JMUPDKLIS70HJDFHFLJE2N,83000,0,1,0,0
MARCO_605962,A1IBKP5PBH5EHC,3Z2R0DQ0JMUPDKLIS70HJDFHFLJE2N,83000,0,0,0,0
MARCO_6198456,A1IBKP5PBH5EHC,3Z2R0DQ0JMUPDKLIS70HJDFHFLJE2N,83000,0,0,0,0
MARCO_6224746,A1IBKP5PBH5EHC,3Z2R0DQ0JMUPDKLIS70HJDFHFLJE2N,83000,0,0,0,0
MARCO_6254035,A1IBKP5PBH5EHC,3Z2R0DQ0JMUPDKLIS70HJDFHFLJE2N,83000,0,0,0,0
MARCO_7647517,A1IBKP5PBH5EHC,3WJ1OXY92FWX9M6VSJ7WXL2TGIV8AV,38000,0,0,0,0
MARCO_7647518,A1IBKP5PBH5EHC,3WJ1OXY92FWX9M6VSJ7WXL2TGIV8AV,38000,0,0,0,0
MARCO_7647519,A1IBKP5PBH5EHC,3WJ1OXY92FWX9M6VSJ7WXL2TGIV8AV,38000,0,0,0,0
CAR_1e48f7d0a1d51aa602b661031d9fc8f624d63a04,A1IBKP5PBH5EHC,3WJ1OXY92FWX9M6VSJ7WXL2TGIV8AV,38000,0,0,0,0
MARCO_769046,A1IBKP5PBH5EHC,3WJ1OXY92FWX9M6VSJ7WXL2TGIV8AV,38000,0,0,0,0
MARCO_8465561,A1IBKP5PBH5EHC,3NGMS9VZTQY1KSXQBDZULEU60Q4FFR,53000,0,0,0,0
CAR_249ac932a0880efe317ae760a0c3070b9fc45578,A1IBKP5PBH5EHC,3NGMS9VZTQY1KSXQBDZULEU60Q4FFR,53000,0,0,0,0
MARCO_8465570,A1IBKP5PBH5EHC,3NGMS9VZTQY1KSXQBDZULEU60Q4FFR,53000,0,0,0,0
MARCO_8673066,A1IBKP5PBH5EHC,3NGMS9VZTQY1KSXQBDZULEU60Q4FFR,53000,0,0,0,0
MARCO_8686732,A1IBKP5PBH5EHC,3NGMS9VZTQY1KSXQBDZULEU60Q4FFR,53000,0,0,0,0
MARCO_8026127,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUAXZGPW1,76000,0,0,0,0
MARCO_8065014,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUAXZGPW1,76000,0,4,0,1
MARCO_8344507,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUAXZGPW1,76000,0,0,0,0
MARCO_8367094,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUAXZGPW1,76000,0,0,0,0
MARCO_8418572,A1IBKP5PBH5EHC,3DQQ64TANL1FMR8FF55Z1WUAXZGPW1,76000,0,3,0,1
CAR_0bb6de4ef86f5e8441db2a840077accbbe0ecd7f,A1IBKP5PBH5EHC,3FPRZHYEP3NV0D3NRX3W2R8VL5Y3VR,103000,0,0,0,0
CAR_e14e12bdf8f3a24070a48e747f4f8871a3cc7475,A1IBKP5PBH5EHC,3FPRZHYEP3NV0D3NRX3W2R8VL5Y3VR,103000,0,0,0,0
CAR_e1f83799f649e8988220b7caa77d02a2f62116a8,A1IBKP5PBH5EHC,3FPRZHYEP3NV0D3NRX3W2R8VL5Y3VR,103000,0,0,0,0
CAR_e4435c9c861c621f27be383e2d3d8497c49458a7,A1IBKP5PBH5EHC,3FPRZHYEP3NV0D3NRX3W2R8VL5Y3VR,103000,0,0,0,0
CAR_e66cc11d097690ff91e6603728a9cc42d6bb766b,A1IBKP5PBH5EHC,3FPRZHYEP3NV0D3NRX3W2R8VL5Y3VR,103000,0,0,0,0
MARCO_2364387,A1IBKP5PBH5EHC,37ZHEEHM612TPN2R9Z0GWDSSZMF37L,62000,0,0,0,0
MARCO_2374226,A1IBKP5PBH5EHC,37ZHEEHM612TPN2R9Z0GWDSSZMF37L,62000,0,0,0,0
MARCO_2377983,A1IBKP5PBH5EHC,37ZHEEHM612TPN2R9Z0GWDSSZMF37L,62000,0,0,0,0
MARCO_2400725,A1IBKP5PBH5EHC,37ZHEEHM612TPN2R9Z0GWDSSZMF37L,62000,0,0,0,0
MARCO_2406908,A1IBKP5PBH5EHC,37ZHEEHM612TPN2R9Z0GWDSSZMF37L,62000,0,0,0,0
MARCO_5263626,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKGV0EOO,59000,0,0,0,0
MARCO_5301201,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKGV0EOO,59000,0,0,0,0
MARCO_5331867,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKGV0EOO,59000,0,0,0,0
MARCO_5378754,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKGV0EOO,59000,0,0,0,0
MARCO_5384014,A1IBKP5PBH5EHC,35GMH2SV3JX3KRANF5YEQQIKGV0EOO,59000,0,0,0,0
CAR_525302e1141154708277f31ebba00bb442fc4b91,A1IBKP5PBH5EHC,352YTHGRO0TB08R7MMRBXV9SRP34H5,155000,0,3,0,1
CAR_56c0d9341a8f8833e46d3731cf18c61e1e137c2f,A1IBKP5PBH5EHC,352YTHGRO0TB08R7MMRBXV9SRP34H5,155000,0,0,0,0
CAR_576667ea32b346cf6da3497ff3c990e6acc9ff02,A1IBKP5PBH5EHC,352YTHGRO0TB08R7MMRBXV9SRP34H5,155000,0,1,0,0
CAR_58593763fb240253c57a2069374d021cd773380f,A1IBKP5PBH5EHC,352YTHGRO0TB08R7MMRBXV9SRP34H5,155000,0,0,0,0
CAR_5a9d54fb6a148dbdfa93b6b43bae14fea28d5b80,A1IBKP5PBH5EHC,352YTHGRO0TB08R7MMRBXV9SRP34H5,155000,0,0,0,0
CAR_3464c0707ca4b2a35c607029ed57fac54cb851f7,A1IBKP5PBH5EHC,3907X2AHF5LTABA81LGSDPELTWS2PB,66000,0,0,0,0
CAR_3602d590e3b147206219c8dbb72e5bb3feb3ec38,A1IBKP5PBH5EHC,3907X2AHF5LTABA81LGSDPELTWS2PB,66000,0,0,0,0
CAR_3afa458420fe13bbe9d427fe7252177a2ee0657f,A1IBKP5PBH5EHC,3907X2AHF5LTABA81LGSDPELTWS2PB,66000,0,0,0,0
CAR_3c526bb5ac526b03b7fca9f5ce565f1300e3844f,A1IBKP5PBH5EHC,3907X2AHF5LTABA81LGSDPELTWS2PB,66000,0,1,0,0
CAR_403a6ea3317ecaf8f27ffb90927387bd20ae9f1f,A1IBKP5PBH5EHC,3907X2AHF5LTABA81LGSDPELTWS2PB,66000,0,0,0,0
CAR_63dea48ccf0c7c9bb0c80d5a7975bab39c760316,A1IBKP5PBH5EHC,3X4JMASXCRPKA76K3TUDZHGHF0J0B6,184000,0,2,0,1
CAR_6886da2edee53da81a7a59e6af0332b3723fdb3f,A1IBKP5PBH5EHC,3X4JMASXCRPKA76K3TUDZHGHF0J0B6,184000,0,0,0,0
CAR_6b4571f92350f939f020e1d38a56a7cb219c6c39,A1IBKP5PBH5EHC,3X4JMASXCRPKA76K3TUDZHGHF0J0B6,184000,0,0,0,0
CAR_6e6cb09d82abdc8b07fe24e5d710bf0393d50765,A1IBKP5PBH5EHC,3X4JMASXCRPKA76K3TUDZHGHF0J0B6,184000,0,2,0,1
CAR_72be8543288b2b6e7a65be92ab5086bd428a6627,A1IBKP5PBH5EHC,3X4JMASXCRPKA76K3TUDZHGHF0J0B6,184000,0,0,0,0
CAR_02d7986bbd451f51afc8a1ff4dbb8dc423567b93,A1IBKP5PBH5EHC,3IQ1VMJRYY0XNRP5XBDAXHX4Z5B9AG,73000,0,2,0,1
CAR_07142d6ac6d1dd0ecec4cd00c956b9bc5cf66c78,A1IBKP5PBH5EHC,3IQ1VMJRYY0XNRP5XBDAXHX4Z5B9AG,73000,0,3,0,1
CAR_073c7db14518d5bfd16f10bc7cd6d995ecc69950,A1IBKP5PBH5EHC,3IQ1VMJRYY0XNRP5XBDAXHX4Z5B9AG,73000,0,1,0,0
CAR_0ad500875cd2c110697e64818ac66fd40f31adec,A1IBKP5PBH5EHC,3IQ1VMJRYY0XNRP5XBDAXHX4Z5B9AG,73000,0,1,0,0
CAR_0e619d0309d88441edb33e50f8ca907bcb31a6c9,A1IBKP5PBH5EHC,3IQ1VMJRYY0XNRP5XBDAXHX4Z5B9AG,73000,0,0,0,0
CAR_724d1ab20d6f79f5663ac2c63d888300f63ccaa8,A1IBKP5PBH5EHC,3GGAI1SQE0E0NQ5X6YD68YTC0EHMCN,141000,0,0,0,0
CAR_72d3827a81f52782ae011c641a46194d2b5ad033,A1IBKP5PBH5EHC,3GGAI1SQE0E0NQ5X6YD68YTC0EHMCN,141000,0,0,0,0
CAR_74b2683617ecebce49247cedc93c79ceb9918ab0,A1IBKP5PBH5EHC,3GGAI1SQE0E0NQ5X6YD68YTC0EHMCN,141000,0,1,0,0
CAR_76ce7556d78a125ed43b61c10d4cec4169a09c98,A1IBKP5PBH5EHC,3GGAI1SQE0E0NQ5X6YD68YTC0EHMCN,141000,0,0,0,0
CAR_787a9e31b3a8f2ad96fb77a2949b89aef4c5e2ec,A1IBKP5PBH5EHC,3GGAI1SQE0E0NQ5X6YD68YTC0EHMCN,141000,0,0,0,0
MARCO_8114568,A1IBKP5PBH5EHC,3DHE4R9OC1RNXYH9Y2Q5JG0TS6N2GR,55000,0,0,0,0
MARCO_8124801,A1IBKP5PBH5EHC,3DHE4R9OC1RNXYH9Y2Q5JG0TS6N2GR,55000,0,0,0,0
CAR_1b2a659ea140e53961334047de6144125cabc74d,A1IBKP5PBH5EHC,3DHE4R9OC1RNXYH9Y2Q5JG0TS6N2GR,55000,0,0,0,0
MARCO_8253918,A1IBKP5PBH5EHC,3DHE4R9OC1RNXYH9Y2Q5JG0TS6N2GR,55000,0,0,0,0
MARCO_8456603,A1IBKP5PBH5EHC,3DHE4R9OC1RNXYH9Y2Q5JG0TS6N2GR,55000,0,0,0,0
MARCO_2388728,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6K5SDKMV,60000,0,0,0,0
MARCO_2482767,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6K5SDKMV,60000,0,0,0,0
MARCO_2497870,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6K5SDKMV,60000,0,0,0,0
MARCO_2538957,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6K5SDKMV,60000,0,0,0,0
MARCO_2615020,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6K5SDKMV,60000,0,0,0,0
CAR_4d3c60d0abbe206aa001e7d6f4e8dfe076ea17fd,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OMS2LE,233000,0,0,0,0
CAR_4ed2fa53fe00f67476b672f4eec139415122d1e8,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OMS2LE,233000,0,0,0,0
CAR_4fb09bddef14fcaa1a6849ab7f8fe6daadf340b5,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OMS2LE,233000,0,0,0,0
CAR_5a958f5cfef5ab2c1224761e9016197d860a2764,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OMS2LE,233000,0,3,0,1
CAR_5bbb08de9867bde9410f15b5f6d570e6f50d5742,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OMS2LE,233000,0,0,0,0
MARCO_2959654,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQ6NB1QX,68000,0,0,0,0
MARCO_3003488,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQ6NB1QX,68000,0,0,0,0
CAR_0efe2448e7cdc62fca9e1a5185429f658a685651,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQ6NB1QX,68000,0,0,0,0
MARCO_3117944,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQ6NB1QX,68000,0,0,0,0
MARCO_3122851,A1IBKP5PBH5EHC,3TUI152ZZG37L2TRIUV38BUQ6NB1QX,68000,0,0,0,0
CAR_e6780313ff3883f797e6274680a0f64e19624c0f,A1IBKP5PBH5EHC,308Q0PEVBDTCT9839Z5NEFLNDOEI9E,159000,0,1,0,0
CAR_e7fbc6c3963f013defc48d4caa9a6d547a6fc453,A1IBKP5PBH5EHC,308Q0PEVBDTCT9839Z5NEFLNDOEI9E,159000,0,0,0,0
CAR_e993f4d8f07ed9cc335ca004fa79d237d0fb7bcc,A1IBKP5PBH5EHC,308Q0PEVBDTCT9839Z5NEFLNDOEI9E,159000,0,0,0,0
CAR_ec1f4a21183126a2b7e4f5a2cc899f33570ce780,A1IBKP5PBH5EHC,308Q0PEVBDTCT9839Z5NEFLNDOEI9E,159000,0,0,0,0
CAR_ed0b1ff141ba7d4c9d77fbc9f05f388f4c089a41,A1IBKP5PBH5EHC,308Q0PEVBDTCT9839Z5NEFLNDOEI9E,159000,0,1,0,0
MARCO_7943987,A1IBKP5PBH5EHC,3ERET4BTVRP3Z4YR92QZRV005YX9KM,45000,0,0,0,0
MARCO_795289,A1IBKP5PBH5EHC,3ERET4BTVRP3Z4YR92QZRV005YX9KM,45000,0,0,0,0
CAR_2612b4847907b87330957edac0fe5a2c773e8635,A1IBKP5PBH5EHC,3ERET4BTVRP3Z4YR92QZRV005YX9KM,45000,0,2,0,1
MARCO_8024855,A1IBKP5PBH5EHC,3ERET4BTVRP3Z4YR92QZRV005YX9KM,45000,0,0,0,0
MARCO_8065014,A1IBKP5PBH5EHC,3ERET4BTVRP3Z4YR92QZRV005YX9KM,45000,0,4,0,1
MARCO_8065014,A1IBKP5PBH5EHC,3RGU30DZTFONV4B3GQUSV267QAFMJE,60000,0,1,0,0
CAR_22cd8f386f9cabe0e01830aed23ab4503159e3dc,A1IBKP5PBH5EHC,3RGU30DZTFONV4B3GQUSV267QAFMJE,60000,0,0,0,0
MARCO_8103177,A1IBKP5PBH5EHC,3RGU30DZTFONV4B3GQUSV267QAFMJE,60000,0,0,0,0
MARCO_8123703,A1IBKP5PBH5EHC,3RGU30DZTFONV4B3GQUSV267QAFMJE,60000,0,0,0,0
MARCO_8418574,A1IBKP5PBH5EHC,3RGU30DZTFONV4B3GQUSV267QAFMJE,60000,0,1,0,0
MARCO_6302985,A1IBKP5PBH5EHC,3NGI5ARFTYLMLQSCIHGE864G1WE1P5,83000,0,0,0,0
MARCO_6304180,A1IBKP5PBH5EHC,3NGI5ARFTYLMLQSCIHGE864G1WE1P5,83000,0,0,0,0
MARCO_6403720,A1IBKP5PBH5EHC,3NGI5ARFTYLMLQSCIHGE864G1WE1P5,83000,0,1,0,0
MARCO_6655005,A1IBKP5PBH5EHC,3NGI5ARFTYLMLQSCIHGE864G1WE1P5,83000,0,0,0,0
MARCO_6664756,A1IBKP5PBH5EHC,3NGI5ARFTYLMLQSCIHGE864G1WE1P5,83000,0,0,0,0
CAR_7c8712cde4bbdccb6af81fb68b9c8bb631bb7b14,A1IBKP5PBH5EHC,333U7HK6IEVKRA5Q3XVPCCJDHVDJDH,99000,0,0,0,0
CAR_7da5dd17721c19c3df5bd22c82f26031fa989060,A1IBKP5PBH5EHC,333U7HK6IEVKRA5Q3XVPCCJDHVDJDH,99000,0,0,0,0
CAR_815de12d33897b89f0c6b1beb4b558f0c875c6fa,A1IBKP5PBH5EHC,333U7HK6IEVKRA5Q3XVPCCJDHVDJDH,99000,0,0,0,0
CAR_82041e4bb2e9846b7f762461ff95068710712e79,A1IBKP5PBH5EHC,333U7HK6IEVKRA5Q3XVPCCJDHVDJDH,99000,0,0,0,0
CAR_82584fb946053b94d390604dd058e83db1b7144e,A1IBKP5PBH5EHC,333U7HK6IEVKRA5Q3XVPCCJDHVDJDH,99000,0,0,0,0
MARCO_4373627,A1IBKP5PBH5EHC,3X66WABAJ1YCIGDS224A2Q5LYKHG3A,52000,0,0,0,0
MARCO_4519913,A1IBKP5PBH5EHC,3X66WABAJ1YCIGDS224A2Q5LYKHG3A,52000,0,0,0,0
CAR_132b7066c899ac8f240613051b1881054bb69d38,A1IBKP5PBH5EHC,3X66WABAJ1YCIGDS224A2Q5LYKHG3A,52000,0,0,0,0
MARCO_455729,A1IBKP5PBH5EHC,3X66WABAJ1YCIGDS224A2Q5LYKHG3A,52000,0,0,0,0
MARCO_4558667,A1IBKP5PBH5EHC,3X66WABAJ1YCIGDS224A2Q5LYKHG3A,52000,0,0,0,0
MARCO_1177431,A1IBKP5PBH5EHC,3DBQWDE4YBEL6NHI3P5Y77C2DRQN59,89000,0,1,0,0
MARCO_1201157,A1IBKP5PBH5EHC,3DBQWDE4YBEL6NHI3P5Y77C2DRQN59,89000,0,0,0,0
MARCO_12800,A1IBKP5PBH5EHC,3DBQWDE4YBEL6NHI3P5Y77C2DRQN59,89000,0,1,0,0
MARCO_128463,A1IBKP5PBH5EHC,3DBQWDE4YBEL6NHI3P5Y77C2DRQN59,89000,0,0,0,0
MARCO_128470,A1IBKP5PBH5EHC,3DBQWDE4YBEL6NHI3P5Y77C2DRQN59,89000,0,0,0,0
MARCO_3213511,A1IBKP5PBH5EHC,3JV9LGBJWYU1456EL0O2QT3WTGUOG4,43000,0,0,0,0
MARCO_3228162,A1IBKP5PBH5EHC,3JV9LGBJWYU1456EL0O2QT3WTGUOG4,43000,0,0,0,0
MARCO_3248569,A1IBKP5PBH5EHC,3JV9LGBJWYU1456EL0O2QT3WTGUOG4,43000,0,0,0,0
MARCO_3261563,A1IBKP5PBH5EHC,3JV9LGBJWYU1456EL0O2QT3WTGUOG4,43000,0,0,0,0
MARCO_3262460,A1IBKP5PBH5EHC,3JV9LGBJWYU1456EL0O2QT3WTGUOG4,43000,0,0,0,0
MARCO_3649409,A1IBKP5PBH5EHC,3TPWUS5F8EHWS2ZBA0JTHWV3YRGCWB,75000,0,0,0,0
MARCO_3979530,A1IBKP5PBH5EHC,3TPWUS5F8EHWS2ZBA0JTHWV3YRGCWB,75000,0,1,0,0
MARCO_4038895,A1IBKP5PBH5EHC,3TPWUS5F8EHWS2ZBA0JTHWV3YRGCWB,75000,0,0,0,0
MARCO_4276777,A1IBKP5PBH5EHC,3TPWUS5F8EHWS2ZBA0JTHWV3YRGCWB,75000,0,0,0,0
CAR_140d4c68ce948f608ec789e3e4cca71c0b554d4e,A1IBKP5PBH5EHC,3TPWUS5F8EHWS2ZBA0JTHWV3YRGCWB,75000,0,0,0,0
MARCO_6905872,A1IBKP5PBH5EHC,3VP0C6EFSLCB79WWW703MY124X06MJ,57000,0,0,0,0
MARCO_6907588,A1IBKP5PBH5EHC,3VP0C6EFSLCB79WWW703MY124X06MJ,57000,0,0,0,0
CAR_17cc94fbda5fae198961a2c86750bc9acabf1d0b,A1IBKP5PBH5EHC,3VP0C6EFSLCB79WWW703MY124X06MJ,57000,0,0,0,0
MARCO_6909827,A1IBKP5PBH5EHC,3VP0C6EFSLCB79WWW703MY124X06MJ,57000,0,0,0,0
MARCO_7420712,A1IBKP5PBH5EHC,3VP0C6EFSLCB79WWW703MY124X06MJ,57000,0,0,0,0
CAR_913cca774a3fac2f522c3de2ffd40650264a8842,A1IBKP5PBH5EHC,34MAJL3QP93W60K87129T18I8LZ34D,74000,0,0,0,0
CAR_07f1c50fdf9916e0bd0242e8ad0e2e2904715527,A1IBKP5PBH5EHC,34MAJL3QP93W60K87129T18I8LZ34D,74000,0,0,0,0
CAR_91d09a8b7f1394eba01691daf01da3fa76b1a4ee,A1IBKP5PBH5EHC,34MAJL3QP93W60K87129T18I8LZ34D,74000,0,0,0,0
CAR_9882743b1ee15087e74ac537cff4c9d4e6e936cc,A1IBKP5PBH5EHC,34MAJL3QP93W60K87129T18I8LZ34D,74000,0,0,0,0
CAR_99da9e1e6cbd0f52ab13bca4bcbca18dfb06daf2,A1IBKP5PBH5EHC,34MAJL3QP93W60K87129T18I8LZ34D,74000,0,0,0,0
MARCO_2180198,A1IBKP5PBH5EHC,3E1QT0TDFUPCF4PT47Z9EJQCTJZ8IK,61000,0,0,0,0
MARCO_2192343,A1IBKP5PBH5EHC,3E1QT0TDFUPCF4PT47Z9EJQCTJZ8IK,61000,0,0,0,0
MARCO_2234731,A1IBKP5PBH5EHC,3E1QT0TDFUPCF4PT47Z9EJQCTJZ8IK,61000,0,0,0,0
MARCO_2245733,A1IBKP5PBH5EHC,3E1QT0TDFUPCF4PT47Z9EJQCTJZ8IK,61000,0,0,0,0
MARCO_2280029,A1IBKP5PBH5EHC,3E1QT0TDFUPCF4PT47Z9EJQCTJZ8IK,61000,0,0,0,0
CAR_b139ea1865c92d298d5a3509641d49ad6ede2f89,A1IBKP5PBH5EHC,37Z929RLGEOK72KDCH4I9HSMGP1STQ,129000,0,4,0,1
CAR_b260ca2bdaf4ca704965fc8822079841dc8c57d0,A1IBKP5PBH5EHC,37Z929RLGEOK72KDCH4I9HSMGP1STQ,129000,0,0,0,0
CAR_b2f972362788b1b789bc794074f1ae2825dd6d23,A1IBKP5PBH5EHC,37Z929RLGEOK72KDCH4I9HSMGP1STQ,129000,0,0,0,0
CAR_b4f91785e85e508f2702f1005f530fb444bbd675,A1IBKP5PBH5EHC,37Z929RLGEOK72KDCH4I9HSMGP1STQ,129000,0,1,0,0
CAR_b6bdf92f549fbab70cabc1d47dc1dbb7d34c9799,A1IBKP5PBH5EHC,37Z929RLGEOK72KDCH4I9HSMGP1STQ,129000,0,1,0,0
CAR_5da32aa217cf7ccd85b5f2e738866c54a4a48e96,A1IBKP5PBH5EHC,3QAVNHZ3ERKSOTQEM8G02QOZ0HKLAI,108000,0,0,0,0
CAR_5de457de53a3dd3432fb194b8a9702aac8e03cde,A1IBKP5PBH5EHC,3QAVNHZ3ERKSOTQEM8G02QOZ0HKLAI,108000,0,0,0,0
CAR_5e2c200df38f5f6caa20f5f0e98b1d70cf135ed4,A1IBKP5PBH5EHC,3QAVNHZ3ERKSOTQEM8G02QOZ0HKLAI,108000,0,0,0,0
CAR_6113486fd8447b87e87703be6ec13450373ff4b6,A1IBKP5PBH5EHC,3QAVNHZ3ERKSOTQEM8G02QOZ0HKLAI,108000,0,0,0,0
CAR_6118a3f24501ba087eec2486e09d71c8904fb87a,A1IBKP5PBH5EHC,3QAVNHZ3ERKSOTQEM8G02QOZ0HKLAI,108000,0,0,0,0
MARCO_6433586,A1IBKP5PBH5EHC,3NPFYT4IZHKOYEK6MRBY96UP5FMGXE,46000,0,0,0,0
MARCO_6443624,A1IBKP5PBH5EHC,3NPFYT4IZHKOYEK6MRBY96UP5FMGXE,46000,0,0,0,0
MARCO_645674,A1IBKP5PBH5EHC,3NPFYT4IZHKOYEK6MRBY96UP5FMGXE,46000,0,0,0,0
MARCO_6527637,A1IBKP5PBH5EHC,3NPFYT4IZHKOYEK6MRBY96UP5FMGXE,46000,0,0,0,0
MARCO_6843305,A1IBKP5PBH5EHC,3NPFYT4IZHKOYEK6MRBY96UP5FMGXE,46000,0,0,0,0
MARCO_2702402,A1IBKP5PBH5EHC,34J10VATJKEIL8PPQ1G90ABCNPLIQ5,90000,0,0,0,0
MARCO_2752261,A1IBKP5PBH5EHC,34J10VATJKEIL8PPQ1G90ABCNPLIQ5,90000,0,0,0,0
MARCO_28489,A1IBKP5PBH5EHC,34J10VATJKEIL8PPQ1G90ABCNPLIQ5,90000,0,0,0,0
MARCO_2855011,A1IBKP5PBH5EHC,34J10VATJKEIL8PPQ1G90ABCNPLIQ5,90000,0,0,0,0
MARCO_2939422,A1IBKP5PBH5EHC,34J10VATJKEIL8PPQ1G90ABCNPLIQ5,90000,0,0,0,0
CAR_61fd6e60311c194170b4daeae6b4626e2b6bcb97,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OIEL2B,124000,0,0,0,0
CAR_62158c7ed3c728d80d166d9f5dd335e283c84979,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OIEL2B,124000,0,0,0,0
CAR_68ed3d8b871d9a1f22c340e6130f49ffe4bdb7aa,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OIEL2B,124000,0,0,0,0
CAR_6dfb50243c0a381f687021efb110b669dfa3ca35,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OIEL2B,124000,0,0,0,0
CAR_71134cc0f519d0fb8f7fc64d6291ad9a1a474065,A1IBKP5PBH5EHC,3JNQLM5FT923JQVA9TNLW851OIEL2B,124000,0,0,0,0
CAR_02d7986bbd451f51afc8a1ff4dbb8dc423567b93,A1IBKP5PBH5EHC,3C2NJ6JBKFXT7QYVL630909QS6ZN2L,277000,0,2,0,1
CAR_07142d6ac6d1dd0ecec4cd00c956b9bc5cf66c78,A1IBKP5PBH5EHC,3C2NJ6JBKFXT7QYVL630909QS6ZN2L,277000,0,3,0,1
CAR_073c7db14518d5bfd16f10bc7cd6d995ecc69950,A1IBKP5PBH5EHC,3C2NJ6JBKFXT7QYVL630909QS6ZN2L,277000,0,2,0,1
CAR_0ad500875cd2c110697e64818ac66fd40f31adec,A1IBKP5PBH5EHC,3C2NJ6JBKFXT7QYVL630909QS6ZN2L,277000,0,1,0,0
CAR_0e619d0309d88441edb33e50f8ca907bcb31a6c9,A1IBKP5PBH5EHC,3C2NJ6JBKFXT7QYVL630909QS6ZN2L,277000,0,0,0,0
