hitId,queryId,docId,workerId,assignmentId,time,trecScore,workerScore,trecBinaryScore,workerBinaryScore
44,66_2,MARCO_1589945,A1IBKP5PBH5EHC,3OS4RQUCREVB7BLA6BDY2O3L77BFBO,52000,0,0,0,0
44,66_2,MARCO_1646407,A1IBKP5PBH5EHC,3OS4RQUCREVB7BLA6BDY2O3L77BFBO,52000,0,0,0,0
44,66_2,MARCO_1673048,A1IBKP5PBH5EHC,3OS4RQUCREVB7BLA6BDY2O3L77BFBO,52000,0,0,0,0
140,66_4,MARCO_2955566,A1IBKP5PBH5EHC,3EJPLAJKERWB6GVFBWQXU0XB5KJZ6I,46000,0,0,0,0
140,66_4,MARCO_3042571,A1IBKP5PBH5EHC,3EJPLAJKERWB6GVFBWQXU0XB5KJZ6I,46000,0,0,0,0
140,66_4,MARCO_3054225,A1IBKP5PBH5EHC,3EJPLAJKERWB6GVFBWQXU0XB5KJZ6I,46000,0,0,0,0
140,66_4,MARCO_311204,A1IBKP5PBH5EHC,3EJPLAJKERWB6GVFBWQXU0XB5KJZ6I,46000,0,0,0,0
140,66_4,MARCO_311208,A1IBKP5PBH5EHC,3EJPLAJKERWB6GVFBWQXU0XB5KJZ6I,46000,0,0,0,0
17,66_1,MARCO_3240921,A1IBKP5PBH5EHC,3UN61F00H156LL9AWWMFGRHCZC25RZ,83000,0,1,0,0
17,66_1,CAR_17eebe7e7b0d0506a4fffef07d8658fbe20077ee,A1IBKP5PBH5EHC,3UN61F00H156LL9AWWMFGRHCZC25RZ,83000,0,0,0,0
17,66_1,MARCO_3270446,A1IBKP5PBH5EHC,3UN61F00H156LL9AWWMFGRHCZC25RZ,83000,0,0,0,0
17,66_1,MARCO_3643973,A1IBKP5PBH5EHC,3UN61F00H156LL9AWWMFGRHCZC25RZ,83000,0,1,0,0
17,66_1,MARCO_3643975,A1IBKP5PBH5EHC,3UN61F00H156LL9AWWMFGRHCZC25RZ,83000,0,1,0,0
108,66_3,MARCO_5084376,A1IBKP5PBH5EHC,34Q075JO12TJX9OS1W1OT538F1Y106,62000,0,0,0,0
108,66_3,MARCO_5100845,A1IBKP5PBH5EHC,34Q075JO12TJX9OS1W1OT538F1Y106,62000,0,0,0,0
108,66_3,MARCO_5116168,A1IBKP5PBH5EHC,34Q075JO12TJX9OS1W1OT538F1Y106,62000,0,0,0,0
108,66_3,MARCO_5133497,A1IBKP5PBH5EHC,34Q075JO12TJX9OS1W1OT538F1Y106,62000,0,0,0,0
108,66_3,MARCO_5170261,A1IBKP5PBH5EHC,34Q075JO12TJX9OS1W1OT538F1Y106,62000,0,0,0,0
27,66_1,MARCO_6192385,A1IBKP5PBH5EHC,3DYGAII7PQOA2UCT3W6T97COUQ7PQA,86000,0,3,0,1
27,66_1,MARCO_6192386,A1IBKP5PBH5EHC,3DYGAII7PQOA2UCT3W6T97COUQ7PQA,86000,0,4,0,1
27,66_1,MARCO_6211374,A1IBKP5PBH5EHC,3DYGAII7PQOA2UCT3W6T97COUQ7PQA,86000,0,0,0,0
27,66_1,MARCO_6214358,A1IBKP5PBH5EHC,3DYGAII7PQOA2UCT3W6T97COUQ7PQA,86000,0,3,0,1
27,66_1,MARCO_6214365,A1IBKP5PBH5EHC,3DYGAII7PQOA2UCT3W6T97COUQ7PQA,86000,0,0,0,0
192,66_5,MARCO_4374377,A1IBKP5PBH5EHC,3RXCAC0YIW5YJDJYEJZ6T7DW0XJ8G8,64000,0,0,0,0
192,66_5,MARCO_4374379,A1IBKP5PBH5EHC,3RXCAC0YIW5YJDJYEJZ6T7DW0XJ8G8,64000,0,0,0,0
192,66_5,MARCO_4379840,A1IBKP5PBH5EHC,3RXCAC0YIW5YJDJYEJZ6T7DW0XJ8G8,64000,0,0,0,0
192,66_5,MARCO_4480612,A1IBKP5PBH5EHC,3RXCAC0YIW5YJDJYEJZ6T7DW0XJ8G8,64000,0,0,0,0
192,66_5,MARCO_4555539,A1IBKP5PBH5EHC,3RXCAC0YIW5YJDJYEJZ6T7DW0XJ8G8,64000,0,0,0,0
294,66_7,MARCO_4294727,A1IBKP5PBH5EHC,3TVRFO09GPV4K6Y7XI8EMYZXOWRXL7,47000,0,0,0,0
294,66_7,MARCO_4294950,A1IBKP5PBH5EHC,3TVRFO09GPV4K6Y7XI8EMYZXOWRXL7,47000,0,0,0,0
294,66_7,MARCO_4334324,A1IBKP5PBH5EHC,3TVRFO09GPV4K6Y7XI8EMYZXOWRXL7,47000,0,0,0,0
294,66_7,CAR_1ee11d7246cf8e5f2fabf04010a86f635f06b001,A1IBKP5PBH5EHC,3TVRFO09GPV4K6Y7XI8EMYZXOWRXL7,47000,0,0,0,0
294,66_7,MARCO_4357928,A1IBKP5PBH5EHC,3TVRFO09GPV4K6Y7XI8EMYZXOWRXL7,47000,0,0,0,0
112,66_3,MARCO_6214357,A1IBKP5PBH5EHC,34X6J5FLPYEEGJ9V8J19CBQCMMWJQQ,71000,0,0,0,0
112,66_3,MARCO_6301909,A1IBKP5PBH5EHC,34X6J5FLPYEEGJ9V8J19CBQCMMWJQQ,71000,0,0,0,0
112,66_3,MARCO_6442470,A1IBKP5PBH5EHC,34X6J5FLPYEEGJ9V8J19CBQCMMWJQQ,71000,0,0,0,0
112,66_3,MARCO_6509663,A1IBKP5PBH5EHC,34X6J5FLPYEEGJ9V8J19CBQCMMWJQQ,71000,0,0,0,0
112,66_3,MARCO_6543200,A1IBKP5PBH5EHC,34X6J5FLPYEEGJ9V8J19CBQCMMWJQQ,71000,0,0,0,0
151,66_4,MARCO_4675435,A1IBKP5PBH5EHC,3B837J3LDTC7RN7L8SZN92R4ES1SR8,66000,0,4,0,1
151,66_4,MARCO_4675439,A1IBKP5PBH5EHC,3B837J3LDTC7RN7L8SZN92R4ES1SR8,66000,0,4,0,1
151,66_4,MARCO_4675441,A1IBKP5PBH5EHC,3B837J3LDTC7RN7L8SZN92R4ES1SR8,66000,0,4,0,1
151,66_4,MARCO_4823980,A1IBKP5PBH5EHC,3B837J3LDTC7RN7L8SZN92R4ES1SR8,66000,0,0,0,0
151,66_4,CAR_1ec2f26fd7a38cb2813421f8dbcc87a1e044a36a,A1IBKP5PBH5EHC,3B837J3LDTC7RN7L8SZN92R4ES1SR8,66000,0,0,0,0
18,66_1,MARCO_3700712,A1IBKP5PBH5EHC,3HRMW88U1B6GTYAHUIKMDXRBCHSM07,89000,0,2,0,1
18,66_1,MARCO_3828964,A1IBKP5PBH5EHC,3HRMW88U1B6GTYAHUIKMDXRBCHSM07,89000,0,2,0,1
18,66_1,MARCO_3828965,A1IBKP5PBH5EHC,3HRMW88U1B6GTYAHUIKMDXRBCHSM07,89000,0,4,0,1
18,66_1,MARCO_4254600,A1IBKP5PBH5EHC,3HRMW88U1B6GTYAHUIKMDXRBCHSM07,89000,0,1,0,0
18,66_1,MARCO_4254605,A1IBKP5PBH5EHC,3HRMW88U1B6GTYAHUIKMDXRBCHSM07,89000,0,1,0,0
110,66_3,MARCO_5966665,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULFFPL7,60000,0,0,0,0
110,66_3,MARCO_5974537,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULFFPL7,60000,0,0,0,0
110,66_3,MARCO_6054351,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULFFPL7,60000,0,0,0,0
110,66_3,MARCO_60699,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULFFPL7,60000,0,0,0,0
110,66_3,MARCO_6099092,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULFFPL7,60000,0,0,0,0
199,66_5,MARCO_5982018,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULO8LPE,46000,0,0,0,0
199,66_5,MARCO_600328,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULO8LPE,46000,0,0,0,0
199,66_5,MARCO_6012636,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULO8LPE,46000,0,0,0,0
199,66_5,MARCO_6014152,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULO8LPE,46000,0,0,0,0
199,66_5,MARCO_6054351,A1IBKP5PBH5EHC,3H7Z272LXCNZBXWGBRYXSLDULO8LPE,46000,0,0,0,0
230,66_6,MARCO_2642485,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6KRJ9KMV,53000,0,4,0,1
230,66_6,MARCO_2642486,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6KRJ9KMV,53000,0,4,0,1
230,66_6,MARCO_2825675,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6KRJ9KMV,53000,0,0,0,0
230,66_6,MARCO_2955566,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6KRJ9KMV,53000,0,0,0,0
230,66_6,MARCO_2956102,A1IBKP5PBH5EHC,35LDD5557FKI6OHLYBU4WH6KRJ9KMV,53000,0,0,0,0
312,66_7,MARCO_7686680,A1IBKP5PBH5EHC,3LUY3GC634G0WC7E7XXN9GVTRDK7PR,77000,0,0,0,0
312,66_7,MARCO_7936656,A1IBKP5PBH5EHC,3LUY3GC634G0WC7E7XXN9GVTRDK7PR,77000,0,0,0,0
312,66_7,MARCO_801936,A1IBKP5PBH5EHC,3LUY3GC634G0WC7E7XXN9GVTRDK7PR,77000,0,0,0,0
312,66_7,MARCO_8023836,A1IBKP5PBH5EHC,3LUY3GC634G0WC7E7XXN9GVTRDK7PR,77000,0,1,0,0
312,66_7,CAR_31445d22da53626e94d4bac49ea6c8767fb1d258,A1IBKP5PBH5EHC,3LUY3GC634G0WC7E7XXN9GVTRDK7PR,77000,0,0,0,0
198,66_5,MARCO_560398,A1IBKP5PBH5EHC,39OWYR0EPP77KJELG3RIAZ1MSXPFYX,40000,0,0,0,0
198,66_5,MARCO_5669388,A1IBKP5PBH5EHC,39OWYR0EPP77KJELG3RIAZ1MSXPFYX,40000,0,0,0,0
198,66_5,MARCO_5761197,A1IBKP5PBH5EHC,39OWYR0EPP77KJELG3RIAZ1MSXPFYX,40000,0,0,0,0
198,66_5,CAR_24707cda95bce007ece519bf58c43cc166150358,A1IBKP5PBH5EHC,39OWYR0EPP77KJELG3RIAZ1MSXPFYX,40000,0,0,0,0
198,66_5,MARCO_5865037,A1IBKP5PBH5EHC,39OWYR0EPP77KJELG3RIAZ1MSXPFYX,40000,0,0,0,0
160,66_4,MARCO_6565666,A1IBKP5PBH5EHC,3IOEN3P9SCZEBKA73LH526DZS5D617,46000,0,0,0,0
160,66_4,MARCO_6591982,A1IBKP5PBH5EHC,3IOEN3P9SCZEBKA73LH526DZS5D617,46000,0,0,0,0
160,66_4,MARCO_6790205,A1IBKP5PBH5EHC,3IOEN3P9SCZEBKA73LH526DZS5D617,46000,0,0,0,0
160,66_4,MARCO_688794,A1IBKP5PBH5EHC,3IOEN3P9SCZEBKA73LH526DZS5D617,46000,0,0,0,0
160,66_4,MARCO_6918632,A1IBKP5PBH5EHC,3IOEN3P9SCZEBKA73LH526DZS5D617,46000,0,0,0,0
66,66_2,MARCO_6565666,A1IBKP5PBH5EHC,3O7L7BFSHJ5TO5ZKHAL96TMYQWOIEQ,111000,0,2,0,1
66,66_2,MARCO_6565667,A1IBKP5PBH5EHC,3O7L7BFSHJ5TO5ZKHAL96TMYQWOIEQ,111000,0,4,0,1
66,66_2,MARCO_6565668,A1IBKP5PBH5EHC,3O7L7BFSHJ5TO5ZKHAL96TMYQWOIEQ,111000,0,1,0,0
66,66_2,MARCO_6565670,A1IBKP5PBH5EHC,3O7L7BFSHJ5TO5ZKHAL96TMYQWOIEQ,111000,0,1,0,0
66,66_2,MARCO_6691756,A1IBKP5PBH5EHC,3O7L7BFSHJ5TO5ZKHAL96TMYQWOIEQ,111000,0,0,0,0
24,66_1,MARCO_5337977,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VLPVB5JA,73000,0,0,0,0
24,66_1,MARCO_53963,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VLPVB5JA,73000,0,0,0,0
24,66_1,MARCO_5441174,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VLPVB5JA,73000,0,0,0,0
24,66_1,MARCO_5974540,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VLPVB5JA,73000,0,4,0,1
24,66_1,MARCO_5974542,A1IBKP5PBH5EHC,3180JW2OT9SPNXQXORD6E0VLPVB5JA,73000,0,1,0,0
139,66_4,MARCO_25849,A1IBKP5PBH5EHC,3PS7W85Z84I22NOE3B4RSMNWAP5T97,90000,0,0,0,0
139,66_4,MARCO_2640151,A1IBKP5PBH5EHC,3PS7W85Z84I22NOE3B4RSMNWAP5T97,90000,0,0,0,0
139,66_4,MARCO_2696682,A1IBKP5PBH5EHC,3PS7W85Z84I22NOE3B4RSMNWAP5T97,90000,0,0,0,0
139,66_4,MARCO_294795,A1IBKP5PBH5EHC,3PS7W85Z84I22NOE3B4RSMNWAP5T97,90000,0,0,0,0
139,66_4,MARCO_294933,A1IBKP5PBH5EHC,3PS7W85Z84I22NOE3B4RSMNWAP5T97,90000,0,0,0,0
103,66_3,MARCO_3828965,A1IBKP5PBH5EHC,3N4BPTXIOD81JWMU7DLQNRNE4WZUK2,84000,0,1,0,0
103,66_3,MARCO_3838689,A1IBKP5PBH5EHC,3N4BPTXIOD81JWMU7DLQNRNE4WZUK2,84000,0,0,0,0
103,66_3,CAR_1578f6831ea0b4a3a697bd0c8931659f64d4af3e,A1IBKP5PBH5EHC,3N4BPTXIOD81JWMU7DLQNRNE4WZUK2,84000,0,4,0,1
103,66_3,MARCO_3921064,A1IBKP5PBH5EHC,3N4BPTXIOD81JWMU7DLQNRNE4WZUK2,84000,0,2,0,1
103,66_3,MARCO_3938046,A1IBKP5PBH5EHC,3N4BPTXIOD81JWMU7DLQNRNE4WZUK2,84000,0,0,0,0
258,66_6,MARCO_7646844,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9TBHI27,44000,0,1,0,0
258,66_6,MARCO_7662222,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9TBHI27,44000,0,0,0,0
258,66_6,MARCO_769719,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9TBHI27,44000,0,0,0,0
258,66_6,MARCO_769720,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9TBHI27,44000,0,0,0,0
258,66_6,MARCO_769722,A1IBKP5PBH5EHC,30LSNF239ZB1TPN4OQQ84SD9TBHI27,44000,0,0,0,0
129,66_4,CAR_b9345c82908b3741359328c7c80df2c5ccd8c8e6,A1IBKP5PBH5EHC,3Z3ZLGNNSNA3V5765Y9MW49NQQSQ35,60000,0,0,0,0
129,66_4,CAR_c16d1676b943deb949b25e1b4d643b49ce400414,A1IBKP5PBH5EHC,3Z3ZLGNNSNA3V5765Y9MW49NQQSQ35,60000,0,0,0,0
129,66_4,CAR_d65f48fd72e91e0bdef3ac7989db14e53637acc9,A1IBKP5PBH5EHC,3Z3ZLGNNSNA3V5765Y9MW49NQQSQ35,60000,0,0,0,0
129,66_4,CAR_e24aa7c3ddab9da8ec8cac9da5fe1fa82f7bab44,A1IBKP5PBH5EHC,3Z3ZLGNNSNA3V5765Y9MW49NQQSQ35,60000,0,0,0,0
129,66_4,CAR_e2e4dff27dd3d27d8432e931cfbbd62549898b2b,A1IBKP5PBH5EHC,3Z3ZLGNNSNA3V5765Y9MW49NQQSQ35,60000,0,1,0,0
88,66_3,CAR_a0de57db1c7977a783e17ba74cc31b281315c2b4,A1IBKP5PBH5EHC,3TE22NPXPGSHOW3C7F7S360O8XA44O,101000,0,2,0,1
88,66_3,CAR_a1637df6dbf286f5781a4eed0ecaaba77a0afa7b,A1IBKP5PBH5EHC,3TE22NPXPGSHOW3C7F7S360O8XA44O,101000,0,0,0,0
88,66_3,CAR_a591344bbbdae3d0e7fd273305182de1a63511e8,A1IBKP5PBH5EHC,3TE22NPXPGSHOW3C7F7S360O8XA44O,101000,0,0,0,0
88,66_3,CAR_a6e6efaf9538facb633b0a0945fe657fbb529839,A1IBKP5PBH5EHC,3TE22NPXPGSHOW3C7F7S360O8XA44O,101000,0,2,0,1
88,66_3,CAR_a72f782721d26219772c4e3798eb4a9f554326f1,A1IBKP5PBH5EHC,3TE22NPXPGSHOW3C7F7S360O8XA44O,101000,0,0,0,0
57,66_2,MARCO_450049,A1IBKP5PBH5EHC,3E13VNJ1NSBU44585MQUZ9341NGI13,130000,0,0,0,0
57,66_2,MARCO_4564072,A1IBKP5PBH5EHC,3E13VNJ1NSBU44585MQUZ9341NGI13,130000,0,0,0,0
57,66_2,MARCO_4594210,A1IBKP5PBH5EHC,3E13VNJ1NSBU44585MQUZ9341NGI13,130000,0,0,0,0
57,66_2,MARCO_4675439,A1IBKP5PBH5EHC,3E13VNJ1NSBU44585MQUZ9341NGI13,130000,0,2,0,1
57,66_2,MARCO_4823987,A1IBKP5PBH5EHC,3E13VNJ1NSBU44585MQUZ9341NGI13,130000,0,3,0,1
169,66_5,CAR_0ff1e29597956651edafe7125a2a0611e7d8fd00,A1IBKP5PBH5EHC,3WRFBPLXRF4IS8UEP6H5SAEILN2N3S,108000,0,1,0,0
169,66_5,CAR_12fd5d8edf3c84f47fbf63bf9259647862cc4b49,A1IBKP5PBH5EHC,3WRFBPLXRF4IS8UEP6H5SAEILN2N3S,108000,0,0,0,0
169,66_5,CAR_15481e40d57ec2fd0a54cced9f88de87b5f0792c,A1IBKP5PBH5EHC,3WRFBPLXRF4IS8UEP6H5SAEILN2N3S,108000,0,0,0,0
