queryNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5
31_4,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Cancers - Night sweats are an early symptom of some cancers. The most common type of cancer associated with night sweats is lymphoma. However, people who have an undiagnosed cancer frequently have other symptoms as well, such as unexplained weight loss and fevers.",MARCO_542653,2," The early stages of lung cancer may produce symptoms such as a cough, chest pain, and wheezing. Read more to learn about what to be aware of. The early stages of lung cancer may produce symptoms such as a cough, chest pain, and wheezing.",MARCO_580156,3," Non-small-cell lung cancer (NSCLC) is the most common type of lung cancer. NSCLC with anaplastic lymphoma kinase (ALK) rearrangement is a rare form of this cancer. Understanding the basics can help you better manage your health. It will also make it easier to talk to your doctors about your care and treatment.hile someone who smokes one pack of cigarettes per day has a risk for the development of lung cancer that is 25 times higher than a nonsmoker, pipe and cigar smokers have a risk of lung cancer that is about five times that of a nonsmoker. Recommended Related to Lung Cancer.",MARCO_6153309,0," Lung cancer (small cell) Small cell lung cancer is the least common type of lung cancer and can cause a cough, chest pain, and more. Swallowed object Symptoms of swallowing an object include coughing, choking, vomiting, throat pain, breathing trouble, and more.",MARCO_6472757,4," Lung cancer symptoms. Early symptoms and signs of lung cancer. There may be no symptoms at the onset of the disease. When present, common symptoms of lung cancer may include: 1  Coughing: This includes a persistent cough that doesn't go away or changes to a chronic smoker's cough, such as more coughing or pain.2  Coughing up blood: Coughing up blood or rust-colored sputum (spit or phlegm) should always be discussed with your doctor.ung cancer symptoms. Early symptoms and signs of lung cancer. There may be no symptoms at the onset of the disease. When present, common symptoms of lung cancer may include: 1  Coughing: This includes a persistent cough that doesn't go away or changes to a chronic smoker's cough, such as more coughing or pain.",MARCO_6661768,4
31_4,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," 1 Lung congestion AND Lung sound symptoms: Causes of All Symptoms. 2  Lung congestion OR Lung sound symptoms: 740 causes. 3  Lung congestion: Causes. 4  Lung congestion: Introduction. 5  Lung sound symptoms: 735 causes. 6  Lung sound symptoms: Introduction.ung sound symptoms: 1  735 causes: Lung sound symptoms. 2  Introduction: Lung sound symptoms. 3  Lung sound symptoms: Add a 3rd symptom.",MARCO_6897879,0," What Are the Symptoms of Inflammation? The symptoms of inflammation include: Redness; Joint swelling; Joint pain; Joint stiffness; Loss of joint function; Often, only a few of these symptoms are present. Inflammation may also be associated with general flu-like symptoms including: Fever; Chills; Fatigueloss of energy; Headaches ; Loss of appetite; Muscle stiffness; What Causes the Symptoms of Inflammation? When inflammation occurs, chemicals from the body are released into the blood or affected tissues. This release of chemicals increases the blood flow to the area of injury or infection and may result in redness and warmth.",MARCO_6995279,0," Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat.5  persistent cough (may cough up blood).6  swollen lymph nodes in the neck. 7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035860,0," Throat cancer symptoms and signs include hoarseness, a lump in the neck, sore throat, cough, problems breathing, bad breath, earache, and weight loss. Learn about the causes of throat cancer, including smoking and excess alcohol consumption. Read about throat cancer treatment, types, survival rates, and prognosis.",MARCO_7069065,0," Cancer gives most people no symptoms or signs that exclusively indicate the disease. Unfortunately, every complaint or symptom of cancer can be explained by a harmless condition as well. If certain symptoms occur or persist, however, a doctor should be seen for further evaluation. Some common symptoms that may occur with cancer are as follows: Persistent cough or blood-tinged saliva. These symptoms usually represent simple infections such as bronchitis or sinusitis. They could be symptoms of cancer of the lung, head, and neck.",MARCO_7242148,4
31_4,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Symptoms of lung cancer that may occur elsewhere in the body 1  : Loss of appetite or unexplained weight loss. 2  Muscle wasting (also known as cachexia). 3  Fatigue. 4  Headaches, bone or joint pain. 5  Bone fractures not related to accidental injury. 6  Neurological symptoms, such as unsteady gait or memory loss. 7  Neck or facial swelling.",MARCO_7471773,4," Several types of cancer, including leukemia and lung tumors, can cause symptoms that mimic a bad cough or bronchitis. One way to tell the difference: The problems persist, or go away and come back again in a repeating cycle. Some lung cancer patients report chest pain that extends up into the shoulder or down the arm.",MARCO_7562357,4," How does cancer cause signs and symptoms? Cancer is a group of diseases that can cause almost any sign or symptom. The signs and symptoms will depend on where the cancer is, how big it is, and how much it affects the organs or tissues. If a cancer has spread (metastasized), signs or symptoms may appear in different parts of the body. As a cancer grows, it can begin to push on nearby organs, blood vessels, and nerves. This pressure causes some of the signs and symptoms of cancer. If the cancer is in a critical area, such as certain parts of the brain, even the smallest tumor can cause symptoms. But sometimes cancer starts in places where it wont cause any signs or symptoms until it has grown quite large.",MARCO_8180905,1," Heart cancer: Symptom Checkers. Review the available symptom checkers for these symptoms of Heart cancer: 1  Cardiomegaly -- Symptom Checker. 2  Irregular heart beat -- Symptom Checker. 3  Arrhythmias -- Symptom Checker. 4  Heart failure -- Symptom Checker. 5  Dyspnea -- Symptom Checker. 6  Angina -- Symptom Checker. 7  Cachexia -- Symptom Checker.",MARCO_8492193,0," Signs and Symptoms of Small Cell Lung Cancer. Most lung cancers do not cause any symptoms until they have spread, but some people with early lung cancer do have symptoms. If you go to your doctor when you first notice symptoms, your cancer might be diagnosed at an earlier stage, when treatment is more likely to be effective.",MARCO_8628539,1
31_4,4," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/><span>What are its symptoms? </span>"," Common Symptoms of Most Common Cancers. Common Symptoms of Most Common Cancers. This article discusses common symptoms associated with the most common cancers (i.e. tumors of the lung, breast, prostate and colon).According to the American Cancer Society and National Institutes of Health, the most common cancers in the US for men and women are: Men.",MARCO_962771,0," Lung Cancer Epidemiology: Smoking is the biggest risk factor for lung cancer. What else is a risk factor for lung cancer?",MARCO_1244907,0," Small cell lung cancer staging. Small cell lung cancer stages are classified in one of two ways: 1  Limited stage: Cancer is in one lung, sometimes including nearby lymph nodes. 2  Extensive stage: Cancer has spread to the other lung, the fluid around the lung (the pleura) or to other organs in the body.ung cancer stages. Making an educated treatment decision begins with the stage, or progression, of the disease. Using the results from your diagnostic tests, your care team at Cancer Treatment Centers of America (CTCA) will develop an appropriate treatment plan for you.",MARCO_1278954,1," Signs and symptoms caused by cancer will vary depending on what part of the body is affected. Some general signs and symptoms associated with, but not specific to, cancer, include: 1  Fatigue. 2  Lump or area of thickening that can be felt under the skin. 3  Weight changes, including unintended loss or gain. 4  Skin changes, such as yellowing, darkening or redness of the skin, sores that won't heal, or changes to existing moles.",MARCO_3940917,2," 1 There are two main types of small cell lung cancer. 2  Smoking increases the risk of small cell lung cancer. 3  Signs and symptoms of small cell lung cancer include coughing, shortness of breath, and chest pain. 4  Tests and procedures that examine the lungs are used to detect (find), diagnose, and stage small cell lung cancer. Signs and symptoms of small cell lung cancer include coughing, shortness of breath, and chest pain. 2  Tests and procedures that examine the lungs are used to detect (find), diagnose, and stage small cell lung cancer. 3  Certain factors affect prognosis (chance of recovery) and treatment options.",MARCO_1826636,3
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," About Lung Cancer. Non-Small Cell Lung Cancer. A group of lung cancers that are named for the kinds of cells found in the cancer and how the cells look under a microscope. The three main types of non-small cell lung cancer are squamous cell carcinoma, large cell carcinoma, and adenocarcinoma.on-small cell lung cancer is the most common kind of lung cancer... Read more about Non-Small Cell Lung Cancer. Small Cell Lung Cancer. An aggressive (fast-growing) cancer that forms in tissues of the lung and can spread to other parts of the body.",MARCO_1058736,1," dark furry appearacne due to an overgrwoth of bacteria in the mouth caused by smoking effects continued lung cancer, mouth cancer, throat cancer (13 of all cancers)",MARCO_1139939,0," 1 The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC).  The stage of lung cancer refers to the extent to which the cancer has spread in the body.",MARCO_1273979,1," Also called: Hypopharyngeal cancer, Laryngeal cancer, Laryngopharyngeal cancer, Nasopharyngeal cancer, Oropharyngeal cancer, Pharyngeal cancer. Throat cancer is a type of head and neck cancer. Throat cancer has different names, depending on which part of the throat is affected.",MARCO_1462317,0," For other uses, see Sore throat (disambiguation) . A sore throat (or throat pain) is pain or irritation of the throat. A common physical symptom, it is usually caused by acute pharyngitis (inflammation of the throat), although it can also appear as a result of trauma, diphtheria, or other conditions.or other uses, see Sore throat (disambiguation) . A sore throat (or throat pain) is pain or irritation of the throat. A common physical symptom, it is usually caused by acute pharyngitis (inflammation of the throat), although it can also appear as a result of trauma, diphtheria, or other conditions.",MARCO_1560875,0
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," There are two major types of lung cancer, non-small cell lung cancer (NSCLC) and small cell lung cancer (SCLC) . Staging lung cancer is based on whether the cancer is local or has spread from the lungs to the lymph nodes or other organs.tage I: The cancer is located only in the lungs and has not spread to any lymph nodes. Stage II: The cancer is in the lung and nearby lymph nodes. Stage III: Cancer is found in the lung and in the lymph nodes in the middle of the chest, also described as locally advanced disease.",MARCO_1734122,1," This type of throat cancer is the most common in the United States. Adenocarcinoma begins in the glandular cells of the throat. Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: Nasopharynx cancer forms in the upper part of the throat. Oropharynx cancer forms in the middle part of the throat. Hypopharynx cancer forms in the bottom part of the throat.",MARCO_191050,0," All forms of smoking are linked to these cancers, including cigarettes, cigars, and pipes. Tobacco smoke can cause cancer anywhere in the mouth and throat as well as in the lungs, the bladder, and many other organs in the body. Pipe smoking is particularly linked with lesions of the lips, where the pipe comes in direct contact with the tissue.",MARCO_2231506,1," 1 Complications of lung cancer  Complications such as blood clots can lower stage 4 lung cancer life expectancy.  Where your lung cancer has spread - Lung cancer can spread to nearly any region of the body, but most commonly spreads to the brain, the bones, the liver, and the adrenal glands.",MARCO_2509296,3," There are two major types of lung cancer, non-small cell lung cancer (NSCLC) and small cell lung cancer (SCLC) . Staging lung cancer is based on whether the cancer is local or has spread from the lungs to the lymph nodes or other organs.",MARCO_2750366,1
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," Types of Cancer: Throat Cancer. Throat cancer refers to cancerous tumors that develop in your throat (pharynx) or voice box (larynx). Throat cancer includes cancer of the nasopharynx (the upper part of the throat behind the nose), the oropharynx (the middle part of the pharynx), and the hypopharynx (the bottom part of the pharynx). Cancer of the larynx (voice box) may also be included as a type of throat cancer, and is also called pharyngeal cancer.",MARCO_291004,0," Passive exposure to tobacco smoke (passive smoking) also can cause lung cancer. The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC). The stage of lung cancer refers to the extent to which the cancer has spread in the body. Treatment of lung cancer can involve a combination of surgery, chemotherapy, targeted therapy, immunotherapy, and radiation therapy as well as newer experimental methods.",MARCO_3061642,1," Viral Conjunctivitis. Viral conjunctivitis is caused by infection of the eye with a virus. Viral conjunctivitis. 1  Can be caused by a number of different viruses, many of which may be associated with an upper respiratory tract infection, cold, or sore throat.2  Usually begins in one eye and may progress to the second eye within days. 3  Spreads easily and rapidly between people and can result in epidemics.iral conjunctivitis. 1  Can be caused by a number of different viruses, many of which may be associated with an upper respiratory tract infection, cold, or sore throat. 2  Usually begins in one eye and may progress to the second eye within days. 3  Spreads easily and rapidly between people and can result in epidemics.",MARCO_3498379,0," There are two main types of throat cancer: Squamous cell carcinoma develops in the thin, flat cells that line much of the throat. These cells look scale-like when checked under a microscope. This type of throat cancer is the most common in the United States. Adenocarcinoma begins in the glandular cells of the throat. Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: 1  Nasopharynx cancer forms in the upper part of the throat.  Oropharynx cancer forms in the middle part of the throat.",MARCO_3878348,0," Tumors in the mouth (oral cancer) and throat (oropharyngeal cancer) include both benign (not cancer) and malignant types. Benign tumors, although they may grow and penetrate below the surface layer of tissue, do not spread by metastasis to other parts of the body.",MARCO_396242,0
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," Small cell lung cancer accounts for 10%15% of all lung cancers. It usually starts in the bronchi in the centre of the lungs. Small cell lung cancer is the most aggressive of all types of lung cancer.In many cases, it has spread to other parts of the body by the time it is diagnosed. Small cell lung cancer is also known as oat cell carcinoma or small cell undifferentiated carcinoma. Stage is the most important prognostic factor for small cell lung cancer. 2  Limited stage cancers have a much better prognosis than extensive stage cancers. 3  Most people with small cell lung cancer are diagnosed with extensive stage cancer because the cancer spreads early and quickly, before it causes symptoms.",MARCO_4149970,1," Oropharyngeal cancer is a type of head and neck cancer. Sometimes more than one cancer can occur in the oropharynx and in other parts of the oral cavity, nose, throat, larynx (vocal cords), trachea, or esophagus at the same time.reatment of stage IV oropharyngeal cancer that has spread to other parts of the body or that has recurred (come back) may include the following: 1  Radiation therapy. 2  Surgery. 3  Chemotherapy for patients with cancer that has spread to other parts of the body or recurrent cancer that cannot be removed by surgery.",MARCO_4239407,0," Throat cancer is classified into several stages according to the severity of the tumor and its spread throughout the body. Stage 1:-. At this stage, the size of the tumor is very small and it is in a developing phase. It has not damaged the lymph nodes or any other area of the throat.efore understanding throat cancer stages it is very important to have a brief idea about the symptoms, diagnosis and treatment of the disease. Symptoms of this tumor include:-. 1  Constant cough. 2  Fever. 3  Coughing up of blood.",MARCO_4976183,0," Respiratory viral infections affect the lungs, nose, and throat. These viruses are most commonly spread by inhaling droplets containing virus particles. Examples include: 1  Rhinovirus is the virus that most often causes the common cold, but there are more than 200 different viruses that can cause colds.2  Cold symptoms like coughing, sneezing, mild headache, and sore throat typically last for up to 2 weeks.hese viruses are most commonly spread by inhaling droplets containing virus particles. Examples include: 1  Rhinovirus is the virus that most often causes the common cold, but there are more than 200 different viruses that can cause colds.",MARCO_5101398,0," Throat cancers may not cause any symptoms if they are very small and have not spread at the time of diagnosis. Sometimes, an area of irritation or discoloration on the lining issues of the throat is the only sign of an abnormality. Depending upon the extent of spread of the cancer, other symptoms can include: 1  swelling of nearby tissues,  enlarged lymph nodes,",MARCO_5295407,0
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," These cancers are sometimes not found until they have spread to the lymph nodes and the person notices a growing mass in the neck. Other symptoms. Cancers that start in the area of the larynx above the vocal cords (supraglottis), the area below the vocal cords (subglottis), or the hypopharynx do not usually cause voice changes, and are therefore more often found at later stages. Symptoms of these cancers may include: 1  A sore throat that does not go away. 2  Constant coughing. 3  Pain when swallowing. 4  Trouble swallowing. 5  Ear pain. 6  Trouble breathing. 7  Weight loss. 8  A lump or mass in the neck (due to spread of the cancer to nearby lymph nodes) Many of these symptoms are more likely to be caused by conditions other than laryngeal or hypopharyngeal cancer. Still, if you have any of these symptoms, it is very important to have them checked by a doctor so that the cause can be found and treated, if needed.",MARCO_5544647,0," Droplet spread. 1  Germs that cause colds, strep throats etc. are found in the saliva and secretions of the nose. 2  When people cough, sneeze, have runny noses, or do anything that spreads droplets of secretions from the respiratory tract, the germs can spread.",MARCO_5727566,0," When cancer spreads to lymph nodes, the cancer cells in the nodes will look like cells from the primary tumour when theyre examined under the microscope. For example, when a lung cancer  has spread to the lymph nodes, the cells in the lymph nodes look like lung cancer cells.This affects the way they are treated.hen cancer spreads to lymph nodes, the cancer cells in the nodes will look like cells from the primary tumour when theyre examined under the microscope. For example, when a lung cancer  has spread to the lymph nodes, the cells in the lymph nodes look like lung cancer cells.",MARCO_6338452,1," most people are known to develop strep throat after about three days of incubating the illness after contact people who are infected by strep throat even when it s dormant can potentially infect others during the incubation period with or without noticeable symptomspeople that end up receiving antibiotic treatment medication for strep throat will no longer be contagious about 24 hours after receiving the medicationwithout antibiotic treatment however a person infected with strep throat will remain contagious for as long as three weeksduring the incubation period people can unknowingly spread the bacteria from place to placeost people are known to develop strep throat after about three days of incubating the illness after contact people who are infected by strep throat even when it s dormant can potentially infect others during the incubation period with or without noticeable symptoms",MARCO_6848828,0," Strep throat is spread by direct person-to-person contact via nasal and salivary secretions. Crowding is a significant risk factor that increases the likelihood of disease spread. Diagnosis. The diagnosis of strep throat is based on symptoms, physical findings and a variety of diagnostic procedures.",MARCO_6943665,0
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," Depending upon the extent of spread of the cancer, other symptoms can include swelling of nearby tissues, enlarged lymph nodes, trouble breathing, difficulty speaking, neck or throat pain, ear pain, painful swallowing, and headache.Pain or ringing in the ears may occur in some cases.edical Author: Melissa Conrad Stoeppler, STPPLER. Md throat cancers may not cause any symptoms if they are very small and have not spread at the time of. Diagnosis, sometimes an area of irritation or discoloration on the lining issues of the throat is the only sign of an. abnormality",MARCO_7035856,1," It can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035861,0," Symptoms of this cancer may depend on where the cancer develops and how it spreads. For example, tumors in the larynx or pharynx may be discovered as a lump in the throat. Cancer in the mouth may cause sores in the mouth or swelling of the jaw. In addition to physical signs of head and neck cancer, these diseases often cause symptoms that are similar to less serious conditions, like the common cold. Changes in voice, headaches, sore throat or a cough may be symptoms of throat cancer.",MARCO_7070843,0," Most throat cancer begins on the vocal cords. Later, it spreads to the voice box (larynx); to the back of the throat, including part of the tongue and the tonsils (this whole area is called the pharynx); or below the voice box to the subglottis and trachea (windpipe). An early symptom of throat cancer is unexplained hoarseness or a raspy voice.",MARCO_7364332,0," Strep throat is an infection in the throat and tonsils caused by group A Streptococcus bacteria (called group A strep). Group A strep bacteria can also live in a person's nose and throat without causing illness. The bacteria are spread through contact with droplets after an infected person coughs or sneezes.trep Throat. Caused by a group A streptococcal infection. Common symptoms include fever, sore throat, and enlarged lymph nodes. Strep throat is a contagious infection, spread through close contact with an infected individual. PubMed Health Glossary. (Source: Wikipedia). Symptoms Treatments.",MARCO_7424528,0
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," Most commonly associated with esophageal or throat cancer, having trouble swallowing is sometimes one of the first signs of lung cancer, too. 5. Swollen lymph nodes or lumps on the neck, underarm, or groin. Enlarged lymph nodes indicate changes in the lymphatic system, which can be a sign of cancer.",MARCO_7670963,0," What is throat cancer? Throat cancer is any cancer that forms in the throat. The throat, also called the pharynx, is a 5-inch-long tube that runs from your nose to your neck. The larynx (voice box) and pharynx are the two main places throat cancer forms. Throat cancer is a type of head and neck cancer, which includes cancer of the mouth, tonsils, nose, sinuses, salivary glands and neck lymph nodes. Learn about the types of throat cancer.",MARCO_789620,0," Tongue cancer can occur: 1  In the mouth, where it may be more likely to be seen and felt (oral tongue cancer). 2  In the throat, at the base of the tongue, where tongue cancer may develop with few signs and symptoms (hypopharyngeal tongue cancer). Base of tongue cancer is usually diagnosed at an advanced stage, when the tumor is larger and the cancer has spread into the lymph nodes in the neck.",MARCO_8312790,0," Throat cancers may be cured when detected early. If the cancer has spread (metastasized) to surrounding tissues or lymph nodes in the neck, about half of patients can be cured. If the cancer has spread to parts of the body outside the head and neck, the cancer is not curable. Treatment is aimed at prolonging and improving quality of life.",MARCO_8509630,0," You can contract a streptococcal infection by coming in contact  with an infected person. Streptococcus is a bacterium that can  causes strep throat. This contagious disease  is spread when an  infected person coughs, sneezing or has contact with another  person.3 people found this useful.treptococcus is a bacterium which is commonly found in the throat. It can give you strep throat, rheumatic fever, scarlet fever, or tonsillitis. There are two groups, group A  and B. + 7 others found this useful.",MARCO_887035,0
31_5,5," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/><span>Can it spread to the throat?</span>"," dark furry appearacne due to an overgrwoth of bacteria in the mouth caused by smoking effects continued lung cancer, mouth cancer, throat cancer (13 of all cancers)",MARCO_1139939,0," About Lung Cancer. Non-Small Cell Lung Cancer. A group of lung cancers that are named for the kinds of cells found in the cancer and how the cells look under a microscope. The three main types of non-small cell lung cancer are squamous cell carcinoma, large cell carcinoma, and adenocarcinoma.on-small cell lung cancer is the most common kind of lung cancer... Read more about Non-Small Cell Lung Cancer. Small Cell Lung Cancer. An aggressive (fast-growing) cancer that forms in tissues of the lung and can spread to other parts of the body.",MARCO_1058736,1," 1 Complications of lung cancer  Complications such as blood clots can lower stage 4 lung cancer life expectancy.  Where your lung cancer has spread - Lung cancer can spread to nearly any region of the body, but most commonly spreads to the brain, the bones, the liver, and the adrenal glands.",MARCO_2509296,3," Also called: Hypopharyngeal cancer, Laryngeal cancer, Laryngopharyngeal cancer, Nasopharyngeal cancer, Oropharyngeal cancer, Pharyngeal cancer. Throat cancer is a type of head and neck cancer. Throat cancer has different names, depending on which part of the throat is affected.",MARCO_1462317,0," 1 The two types of lung cancer, which grow and spread differently, are small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC).  The stage of lung cancer refers to the extent to which the cancer has spread in the body.",MARCO_1273979,1
31_6,6," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/><span>What causes throat cancer?</span>"," A bacterial infection - eg a strep throat Cancer - eg cancer of the throat. Are SOME causes of a sore throat. IF you are concerned about your throat or health, you should go and see a qualified medical practitioner (a Doctor) for an examination, diagnosis and possible treatment. (MORE)",MARCO_1207154,1," Can you get throat cancer at age 25? A: A person can get throat cancer at age 25, but it is very rare for this to happen, according to eMedicineHealth. Throat cancer usually develops in those over the age of 45, and the risk of contracting throat cancer increases with age. Continue Reading.",MARCO_1425161,2," For other uses, see Sore throat (disambiguation) . A sore throat (or throat pain) is pain or irritation of the throat. A common physical symptom, it is usually caused by acute pharyngitis (inflammation of the throat), although it can also appear as a result of trauma, diphtheria, or other conditions.or other uses, see Sore throat (disambiguation) . A sore throat (or throat pain) is pain or irritation of the throat. A common physical symptom, it is usually caused by acute pharyngitis (inflammation of the throat), although it can also appear as a result of trauma, diphtheria, or other conditions.",MARCO_1560875,0," When squamous cell cancer spreads to lymph nodes in the neck or around the collarbone, it is called metastatic squamous neck cancer. The doctor will try to find the primary tumor (the cancer that first formed in the body), because treatment for metastatic cancer is the same as treatment for the primary tumor.igns and symptoms of metastatic squamous neck cancer with occult primary include a lump or pain in the neck or throat. Check with your doctor if you have a lump or pain in your neck or throat that doesn't go away. These and other signs and symptoms may be caused by metastatic squamous neck cancer with occult primary.",MARCO_1705594,0," This type of throat cancer is the most common in the United States. Adenocarcinoma begins in the glandular cells of the throat. Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: Nasopharynx cancer forms in the upper part of the throat. Oropharynx cancer forms in the middle part of the throat. Hypopharynx cancer forms in the bottom part of the throat.",MARCO_191050,0
31_6,6," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/><span>What causes throat cancer?</span>"," 1 Smokeless tobacco products are a major source of cancer-causing nitrosamines and a known cause of human cancer. 2  They increase the risk of developing cancer of the mouth and throat, esophagus (swallowing tube), and pancreas. Tobacco use accounts for at least 30% of all cancer deaths, causing 87% of lung cancer deaths in men, and 70% of lung cancer deaths in women. ( 2 Source: Cancer Facts & Figures 2014).",MARCO_1960907,3," Men are at greater risk to throat cancer as smoking and alcohol intake are factors that trigger this kind of cancer. However, people with severe or chronic acid reflux are at risk of throat cancer as well. The cause of throat cancer is the cell mutations within ones throat.",MARCO_2231507,3," Another reason to suspect that Douglas's throat cancer is oropharyngeal cancer is his statement that the cancer probably was caused by smoking and drinking.  Smoking is a major cause of oropharyngeal cancer, Har-El tells WebMD. Drinking alcohol, as far as the statistics can tells us, is not as bad by itself.",MARCO_2715455,3," Cervical cancer is a sexually transmitted disease (STD) caused by human papilloma virus (HPV). Cancers caused by HPV include cancer of the anus, cervix, vagina, vulva, and throat.ervical cancer is a sexually transmitted disease (STD) caused by human papilloma virus (HPV). Cancers caused by HPV include cancer of the anus, cervix, vagina, vulva, and throat.",MARCO_2934925,3," Many people with a stiff neck find taking a warm bath to be helpful. Symptoms of a cold combined with a stiff neck can be caused by neck cancer. Persistent headaches and stress can cause the neck to become stiffer. A cold with neck stiffness may be caused by tonsillitis.A heating pad can be used to treat a stiff neck when it's accompanied by a cold. In some cases, cold and flu symptoms in tandem with a stiff neck indicate meningitis or another serious ailment. Colds can cause a sore throat.any people with a stiff neck find taking a warm bath to be helpful. Symptoms of a cold combined with a stiff neck can be caused by neck cancer. Persistent headaches and stress can cause the neck to become stiffer. A cold with neck stiffness may be caused by tonsillitis.",MARCO_3102136,0
31_6,6," What is throat cancer?<br/>Is it treatable?<br/>Tell me about lung cancer.<br/>What are its symptoms? <br/>Can it spread to the throat?<br/><span>What causes throat cancer?</span>"," What is head and neck cancer? The term head and neck cancer refers to a variety of tumors that can occur in the throat, larynx (voice box), nose, sinuses and mouth. Cancer that occurs in the mouth may also be considered to be a type of head and neck cancer. More information on cancers of the mouth, oropharynx and oral cavity can be found in our section on Oral Cancer.",MARCO_3581484,0," Throat cancer includes several different cancers under the head and neck umbrella. Laryngeal cancer and pharyngeal cancer are two of the most common types of throat cancer. Pharyngeal cancer is broken into three types: Nasopharynx cancer forms in the upper part of the throat.",MARCO_3878345,0," While many sore throats will get better without treatment, some throat infectionsincluding strep throatmay need antibiotic treatment. How You Get Strep Throat. Strep throat is an infection in the throat and tonsils caused by group A Streptococcus bacteria (called group A strep).Group A strep bacteria can also live in a person's nose and throat without causing illness. The bacteria are spread through contact with droplets after an infected person coughs or sneezes.trep Throat. Caused by a group A streptococcal infection. Common symptoms include fever, sore throat, and enlarged lymph nodes. Strep throat is a contagious infection, spread through close contact with an infected individual. PubMed Health Glossary. (Source: Wikipedia). Symptoms Treatments.",MARCO_3961948,0," Causes of neck swelling include skin conditions such as acne, boils, cysts and skin infections; serious medical conditions such as throat cancer, anaphylaxis and angioedema; neck injury; and neck... Causes of neck swelling include skin conditions such as acne, boils, cysts and skin infections; serious medical conditions such as throat cancer, anaphylaxis and angioedema; neck injury; and neck... Star Gazing",MARCO_423053,0," Surgery for throat cancer. Surgery is the preferred treatment for early-stage throat cancers. The throat is comprised of the pharynx and the larynx. For advanced stage or recurrent throat cancer, we may combine surgery with other forms of treatment, such as radiation therapy and chemotherapy. These treatments may be used to shrink the tumor before surgery.",MARCO_4662511,0
