hitId,queryNum,topicNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId
39,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Several screening tests have been developed to help doctors find colorectal cancer early, when it may be more treatable. Some tests that detect adenomas and polyps can actually prevent the development of cancer because these tests allow growths that might otherwise become cancer to be detected and removed.That is, colorectal cancer screening may be a form of cancer prevention, not just early detection.everal screening tests have been developed to help doctors find colorectal cancer early, when it may be more treatable. Some tests that detect adenomas and polyps can actually prevent the development of cancer because these tests allow growths that might otherwise become cancer to be detected and removed.",MARCO_6325362,0," Oral cancer appears as a growth or sore in the mouth that does not go away. Oral cancer, which includes cancers of the lips, tongue, cheeks, floor of the mouth, hard and soft palate, sinuses, and pharynx (throat), can be life threatening if not diagnosed and treated early. Read more.",MARCO_6561204,2," Certain cancers that metastasize to the lungs can be very treatable with chemotherapy. Primary tumors in the kidney, colon, or bladder that metastasize to the lungs may sometimes be completely removed with surgery. In most cases, metastatic lung cancer cant be cured.",MARCO_6608641,0," Throat cancer survival rate may differ depending on the stages. Under this cancer, four stages can be classified. Among the most critical stage is the stage 4. Stage 4 throat cancer survival rate is around 30 percent. This is the lowest percentage of survival rate of throat cancer.This stage is widely affecting the lips, the mouth and the lymph nodes. In contrast, stage 3 throat cancer survival rate levels up to 50 to 60 percent.If stages 3 and 4 are low in survival rates, stages 1 and 2 have higher percentages. This implies that you can either have higher or lower survival rate depending on the stage of your cancer.hroat cancer survival rate may differ depending on the stages. Under this cancer, four stages can be classified. Among the most critical stage is the stage 4. Stage 4 throat cancer survival rate is around 30 percent. This is the lowest percentage of survival rate of throat cancer.",MARCO_6617627,3," Chemotherapy is a drug treatment that uses powerful chemicals to kill fast-growing cells in your body. Chemotherapy is most often used to treat cancer, since cancer cells grow and multiply much more quickly than most cells in the body.Many different chemotherapy drugs are available. Chemotherapy drugs can be used alone or in combination to treat a wide variety of cancers.Though chemotherapy is an effective way to treat many types of cancer, chemotherapy treatment also carries a risk of side effects.hemotherapy is most often used to treat cancer, since cancer cells grow and multiply much more quickly than most cells in the body. Many different chemotherapy drugs are available.",MARCO_1172370,1,
40,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Pharyngitis is primarily caused by bacteria and viruses. When evaluating a patient with a sore throat, it is important to differentiate pharyngitis caused by Group A streptococcus (GAS) from that caused by other pathogens. GAS is the most common cause of pharyngitis that is treatable with antibiotics.During the winter, approximately 15-25% of all cases of pharyngitis in children will be due to streptococcal infection. In adults this number is closer to 10%.hen evaluating a patient with a sore throat, it is important to differentiate pharyngitis caused by Group A streptococcus (GAS) from that caused by other pathogens. GAS is the most common cause of pharyngitis that is treatable with antibiotics.",MARCO_6624254,0," Head and neck cancer includes cancers of the mouth, nose, sinuses, salivary glands, throat, and lymph nodes in the neck. Most begin in the moist tissues that line the mouth, nose and throat. Using tobacco or alcohol increases your risk. In fact, 85 percent of head and neck cancers are linked to tobacco use, including smoking and smokeless tobacco.",MARCO_6624741,0," Every human beings should be treated equally according to their human rights. Humans rights is the belief that everybody should be treated equally and with dignity no matter what their circumstances which means nobody should be tortured or treated in an inhuman or degrading way. What is special about human is our humanity.",MARCO_667313,0," Testicular cancer is most often diagnosed in Caucasian men between the ages of 15-35. However, it can occur in men of any age and race. Strong connections between certain lifestyles, habits or activities, such as bike riding, have not been made with testicular cancer.very year, in the U.S., an estimated 8500 men are diagnosed with testicular cancer and 350 die from the disease. That averages to every hour of every day some man hears, You have testicular cancer.. Testicular cancer is one of the most treatable cancers, especially if caught early.",MARCO_6869171,0," Many bipolar disorder medications are available, including anticonvulsants, antipsychotics, and antidepressants. Several different medications have been approved to treat bipolar disorder, and many more are used  off-label  to treat the condition.Some are more useful for treating bipolar mania, while others are best for treating bipolar depression.everal different medications have been approved to treat bipolar disorder, and many more are used  off-label  to treat the condition. Some are more useful for treating bipolar mania, while others are best for treating bipolar depression.",MARCO_6894666,0,
41,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Lung cancer is treated in several ways, depending on the type of lung cancer and how far it has spread. People with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments.People with small cell lung cancer are usually treated with radiation therapy and chemotherapy.1  Surgery.2  An operation where doctors cut out cancer tissue.eople with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments.",MARCO_6965459,0," Signs and symptoms of throat cancer may include: 1  A cough. 2  Changes in your voice, such as hoarseness or not speaking clearly. 3  Difficulty swallowing.4  Ear pain. 5  A lump or sore that doesn't heal. 6  A sore throat. 7  Weight loss.igns and symptoms of throat cancer may include: 1  A cough. 2  Changes in your voice, such as hoarseness or not speaking clearly. 3  Difficulty swallowing. 4  Ear pain. 5  A lump or sore that doesn't heal. 6  A sore throat.",MARCO_7035854,0," Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss.5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose. 7  Chronic cough.hroat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.",MARCO_7035858,0," Throat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.7  Chronic cough.hroat cancer symptoms. Common throat cancer symptoms may include: 1  Difficulty swallowing, also known as dysphagia. 2  Changes in your voice. 3  Sore throat. 4  Unexplainable weight loss. 5  Swelling of the eyes, jaw, throat or neck. 6  Bleeding in the mouth or through the nose.",MARCO_7035859,0," Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat.5  persistent cough (may cough up blood).6  swollen lymph nodes in the neck. 7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035860,0,
42,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," It can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.7  wheezing.8  ear pain. 9  hoarseness.t can be difficult to detect throat cancer in its early stages. Common signs and symptoms of throat cancer include: 1  a change in your voice. 2  trouble swallowing. 3  weight loss. 4  sore throat. 5  persistent cough (may cough up blood). 6  swollen lymph nodes in the neck.",MARCO_7035861,0," 1 Surgery for early-stage throat cancer. 2  Throat cancer that is confined to the surface of the throat or the vocal cords may be treated surgically using endoscopy. 3  Your doctor may insert a hollow endoscope into your throat or voice box and then pass special surgical tools or a laser through the scope.ptions may include: 1  Surgery for early-stage throat cancer. 2  Throat cancer that is confined to the surface of the throat or the vocal cords may be treated surgically using endoscopy. 3  Your doctor may insert a hollow endoscope into your throat or voice box and then pass special surgical tools or a laser through the scope.",MARCO_2925881,4," Diclofenac is a non steroidal anti inflammatory drug (NSAID). This medicine works by reducing substances in the body that cause pain inflammation. Diclofenac is used to treat pain or inflammation caused by arthritis or ankylosing spondylitis.Diclofenac powder (Cambia) is used to treat a migraine headache attack. Do not use this medication to treat a cluster headache. Cambia will only treat a headache that has already begun.iclofenac is used to treat pain or inflammation caused by arthritis or ankylosing spondylitis. Diclofenac powder (Cambia) is used to treat a migraine headache attack. Do not use this medication to treat a cluster headache.",MARCO_7084181,0," Many types of anemia can be mild, short term, and easily treated. You can even prevent some types with a healthy diet. Other types can be treated with dietary supplements. However, certain types of anemia can be severe, long lasting, and even life threatening if not diagnosed and treated.",MARCO_710355,0," Skin cancer is usually a result of too much sun exposure. Skin cancer is the most common form of cancer. Many types of skin cancer are both preventable and treatable. There are 5 different types of skin cancer: Basal cell carcinoma is the most common form, accounting for 90% of all skin cancers. It starts in the basal cells, at the bottom of the outer skin layer. This skin cancer is caused by long-term exposure to sunlight.",MARCO_7165544,0,
43,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Cancer is being treated by Rick Simpson in Canada. He makes hemp oil and puts it in a toothpaste tube. His patients eat a pea-sized amount daily. Eating hemp oil takes about 90 days to remove most terminal cancers, and has been SUCESSFULLY tested on patients with lung cancer, brain cancer, etc. Skin cancer can be treated in a matter of days by putting some of the oil on a bandage and attaching it to the infected area. Rick's movie is Run FROM the Cure .",MARCO_717027,1," Testicular cancer occurs in the testicles (testes), which are located inside the scrotum, a loose bag of skin underneath the penis.The testicles produce male sex hormones and sperm for reproduction. Compared with other types of cancer, testicular cancer is rare.But testicular cancer is the most common cancer in American males between the ages of 15 and 35. Testicular cancer is highly treatable, even when cancer has spread beyond the testicle.he testicles produce male sex hormones and sperm for reproduction. Compared with other types of cancer, testicular cancer is rare. But testicular cancer is the most common cancer in American males between the ages of 15 and 35.",MARCO_7198206,0," Uronema marinum-Information on diagnosing and treating Uronema marinum. Velvet-Information on diagnosing and treating velvet. Costia is one of the many fish diseases that are caused by protozoa. It is a somewhat rare disease that is relatively easy to cure if your fish becomes infected by it.ronema marinum-Information on diagnosing and treating Uronema marinum. Velvet-Information on diagnosing and treating velvet. Costia is one of the many fish diseases that are caused by protozoa. It is a somewhat rare disease that is relatively easy to cure if your fish becomes infected by it.",MARCO_7310025,0," Here's what doctors often recommend, based on cancer stage: 1  Stage 0 throat cancers have not become invasive. They usually can be treated by removing the affected tissue. 2  Stage I or II throat cancers require surgery, radiation therapy or both.",MARCO_7364330,4," Typical signs of strep throat include: Sudden, severe sore throat; Fever higher than 101 F 38 C; Pain when swallowing; Pale colored spots on the back of a bright red throat; Some people suffering from strep throat will also get swollen lymph glands in their neck. Others experience vomiting or a red skin rash. How Long Does Strep Throat Last? Strep throat will only last 3 to 7 days with or without treatment. Doctors usually treat strep throat with antibiotics even though they will not make you well any faster. Strep throat contagiousness will continue for 24 hours once antibiotics are started. With no treatment, strep throat continues to be contagious until symptoms resolve.",MARCO_7391562,0,
44,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Types of Treatment. Lung cancer is treated in several ways, depending on the type of lung cancer and how far it has spread. People with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments.People with small cell lung cancer are usually treated with radiation therapy and chemotherapy. 1  Surgery. 2  An operation where doctors cut out cancer tissue.eople with non-small cell lung cancer can be treated with surgery, chemotherapy, radiation therapy, targeted therapy, or a combination of these treatments. People with small cell lung cancer are usually treated with radiation therapy and chemotherapy. 1  Surgery.",MARCO_7541279,0," They include cancers of the larynx (voice box), throat, lips, mouth, nose, and salivary glands. Most types of head and neck cancer begin in squamous cells that line the moist surfaces inside the head and neck (for example, the mouth, nose, and throat).o get the right information about treatment and prognosis, you need to know exactly what type of head and neck cancer you have and what stage it is. The Head and Neck Cancers fact sheet has additional basic information. Head and neck cancers are cancers that start in the tissues and organs of the head and neck.",MARCO_7632622,2," Many different chemotherapy drugs are available. Chemotherapy drugs can be used alone or in combination to treat a wide variety of cancers. Though chemotherapy is an effective way to treat many types of cancer, chemotherapy treatment also carries a risk of side effects.hemotherapy drugs can be used alone or in combination to treat a wide variety of cancers. Though chemotherapy is an effective way to treat many types of cancer, chemotherapy treatment also carries a risk of side effects.",MARCO_7635344,1," NIVOLUMAB is a monoclonal antibody. It is used to treat melanoma, lung cancer, kidney cancer, head and neck cancer, Hodgkin lymphoma, and urothelial cancer.",MARCO_1273740,3," We target throat tumors with some of the most advanced treatments and technology available. Our throat cancer program offers pioneering advances in radiation, surgery and chemotherapy, with a high quality of care.",MARCO_7672895,3,
45,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Treatment of throat cancer is multi-modality in nature. Because the throat is involved in talking, swallowing, and breathing, the type of treatment is selected to minimized impact on these important functions.",MARCO_7672899,3," One of the controversies in treatment of early stage cancer of the throat is whether or not to routinely treat the lymph nodes in the neck with surgery and radiation therapy. If left untreated, cancers of the throat ultimately spread throughout the lymph system in the neck.",MARCO_7672900,3," Early Stage Cancer of the Throat. Early stage cancers of the throat are small, localized, and highly curable when treated with surgery andor radiation therapy. Early stage disease includes stage I, II, and some stage III cancers. Stage I cancer is no more than 2 centimeters in size (about 1 inch) and has not spread to lymph nodes in the area.",MARCO_7672901,3," Surgery: The most common treatment of early stage cancer of the throat is surgery, which results in cure for over 80% of patients. In some cases, patients are unable to tolerate surgery or surgery results in significant functional defects, including difficulty in talking or swallowing.",MARCO_7672902,3," Nasopharyngeal cancer is a rare type of head and neck cancer. It starts in the upper part of your throat, behind the nose. This area is called the nasopharynx.The nasopharynx is precariously placed at the base of your skull, above the roof of your mouth.Your nostrils open into the nasopharynx.asopharyngeal cancer is a rare type of head and neck cancer. It starts in the upper part of your throat, behind the nose. This area is called the nasopharynx.",MARCO_7722004,0,
46,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," What is throat cancer? Throat cancer is any cancer that forms in the throat. The throat, also called the pharynx, is a 5-inch-long tube that runs from your nose to your neck. The larynx (voice box) and pharynx are the two main places throat cancer forms. Throat cancer is a type of head and neck cancer, which includes cancer of the mouth, tonsils, nose, sinuses, salivary glands and neck lymph nodes. Learn about the types of throat cancer.",MARCO_789620,0," Surgery for early-stage throat cancer. Throat cancer that is confined to the surface of the throat or the vocal cords may be treated surgically using endoscopy. Your doctor may insert a hollow endoscope into your throat or voice box and then pass special surgical tools or a laser through the scope.",MARCO_7972825,3," Options may include: 1  Surgery for early-stage throat cancer. Throat cancer that is confined to the surface of the throat or the vocal cords may be treated surgically using endoscopy. 2  Surgery to remove all or part of the voice box (laryngectomy). For smaller tumors, your doctor may remove the part of your voice box that is affected by cancer, leaving as much of the voice box as possible. Your doctor may be able to preserve your ability to speak and breathe normally.",MARCO_7972827,4," A ENT is a physician who treats disorders of the ear, nose and throat and an ENT treats related allergies. ENT is often used in place of Otolaryngologist and stands for Ear, Nose and Throat. What disorders does an ENT treat? An ENT treats allergies such as food allergies, allergic ear diseases and hay fever. What treatments can an ENT do? An ENT can perform procedures to determine the allergy, such as skin or blood tests.",MARCO_8039684,0," If diagnosed early, throat cancer has a high cure rate. Throat cancer may not be curable once malignant cells spread to parts of the body beyond the neck and head. However, those diagnosed can continue treatment to prolong their life and slow the progression of the disease.",MARCO_8046970,4,
47,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Jim Kelly avoids cancer surgery, doctors say it is 'treatable and potentially curable'. Jim Kelly and his daughter Erin watch a recent college basketball game at a Manhattan hospital on Saturday where the Bills great is being treated for a return of his oral cancer. (UncreditedAP) BY Ralph Vacchiano",MARCO_2504183,1," Almond Roca holiday treats Almond Roca holiday treats; Candy And Chocolate Mixes holiday treats Candy And Chocolate Mixes holiday treats; Candy And Chocolate Mixes chocolate candy Candy And Chocolate Mixes chocolate candy; Candy Bars holiday treats Candy Bars holiday treats; Christmas food gifts & baskets Christmas food gifts & baskets",MARCO_8140038,0," Head and neck cancer. Head and neck cancer is a group of cancers that starts within the mouth, nose, throat, larynx, sinuses, or salivary glands.1 Symptoms may include a lump or sore that does not heal, a sore throat that does not go away, trouble swallowing, or a change in the voice.",MARCO_8141109,0," Prognosis of Throat cancer (Squamous Cell Carcinoma of the Tonsil) How is Throat cancer (Squamous Cell Carcinoma of the Tonsil) Treated? What is Throat cancer (Squamous Cell Carcinoma of the Tonsil) Throat cancer or squamous cell carcinoma of the tonsil is a part of cancers of the head and neck. In oncology squamous cell cancers of the head and neck are often considered together because they share many similarities - in incidence, cancer type, predisposing factors, pathological features, treatment of the cancer and cancer prognosis.",MARCO_8149031,1," Inside NCI: A Conversation with Dr. Barry Kramer about Cancer Screening. Checking for cancer (or for conditions that may become cancer) in people who have no symptoms is called screening. Screening can help doctors find and treat several types of cancer early. Early detection is important because when abnormal tissue or cancer is found early, it may be easier to treat. By the time symptoms appear, cancer may have begun to spread and is harder to treat. Several screening tests have been shown to detect cancer early and to reduce the chance of dying from that cancer. These tests are described on the Screening Tests page. But it is important to keep in mind that screening tests can have potential harms as well as benefits. 1  Some screening tests may cause bleeding or other health problems. 2  Screening tests can have false-positive resultsthe test indicates that cancer may be present even though it is not.",MARCO_8163882,0,
48,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Oropharyngeal cancers (cancers of the middle part of the throat, including the soft palate, the base of the tongue, and the tonsils): About 70% of oropharyngeal cancers are caused by HPV. In the United States, more than half of cancers diagnosed in the oropharynx are linked to HPV type 16 . Rarer cancers: HPV causes about 65% of vaginal cancers, 50% of vulvar cancers, and 35% of penile cancers . Most of these are caused by HPV type 16. High-risk HPV types cause approximately 5% of all cancers worldwide .",MARCO_8168665,0," In many cases, colon cancer is treatable when caught early. How well you do depends on many things, especially the stage of the cancer. When treated at an early stage, many people survive at least 5 years after diagnosis. This is called the 5-year survival rate. If the colon cancer does not come back (recur) within 5 years, it is considered cured.",MARCO_8245894,0," Sore throat is a very common complaint for which children and adolescents seek medical care. Pharyngitis is usually caused by a bacteria or a virus.The most well-known cause of pharyngitis, or sore throat, is the bacteria known as Group A Streptococcus (GAS). This infection is the most common cause of pharyngitis that is treatable with antibiotics, but it is NOT the most common cause of sore throat.",MARCO_842106,0," They are linked to some cancers of the mouth and throat, too. Again, although HPVs have been linked to these cancers, most people infected with HPV never develop these cancers. Smoking, which is also linked with these cancers, may work with HPV to increase cancer risk.Other genital infections may also increase the risk that HPV will cause cancer.hey are linked to some cancers of the mouth and throat, too. Again, although HPVs have been linked to these cancers, most people infected with HPV never develop these cancers. Smoking, which is also linked with these cancers, may work with HPV to increase cancer risk.",MARCO_8452824,0," Throat cancers may be cured when detected early. If the cancer has spread (metastasized) to surrounding tissues or lymph nodes in the neck, about half of patients can be cured. If the cancer has spread to parts of the body outside the head and neck, the cancer is not curable. Treatment is aimed at prolonging and improving quality of life.",MARCO_8509630,4,
49,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," Oral cancer appears as a growth or sore in the mouth that does not go away. Oral cancer, which includes cancers of the lips, tongue, cheeks, floor of the mouth, hard and soft palate, sinuses, and pharynx (throat), can be life threatening if not diagnosed and treated early.ral cancer appears as a growth or sore in the mouth that does not go away. Oral cancer, which includes cancers of the lips, tongue, cheeks, floor of the mouth, hard and soft palate, sinuses, and pharynx (throat), can be life threatening if not diagnosed and treated early.",MARCO_8530121,1," Most head and neck cancers start in the cells that line the mouth, nose or throat (squamous cells). These are called squamous cell carcinomas. Some cancers start in glandular cells. Many of these are called adenocarcinomas. Squamous cell carcinomas and adenocarcinomas can also occur in other parts of the body. Mouth or oral cancer  refers to cancer that starts anywhere in the mouth, including the lips, inside cheeks, the front two-thirds of the tongue, floor of the mouth, jaw and the gums.",MARCO_8531479,0," Throat cancers may be cured when detected early. If the cancer has spread (metastasized) to surrounding tissues or lymph nodes in the neck, about half of patients can be cured. If the cancer has spread to parts of the body outside the head and neck, the cancer is not curable. Treatment is aimed at prolonging and improving quality of life. After treatment, therapy is needed to help with speech and swallowing.",MARCO_3581481,4," Outlook (Prognosis) Throat cancers may be cured when detected early. If the cancer has spread (metastasized) to surrounding tissues or lymph nodes in the neck, about half of patients can be cured. If the cancer has spread to parts of the body outside the head and neck, the cancer is not curable.",MARCO_8554833,4," Types of throat cancer. Throat cancer is a general term that applies to cancer that develops in the throat (pharyngeal cancer) or in the voice box (laryngeal cancer). The throat and the voice box are closely connected, with the voice box located just below the throat. Though most throat cancers involve the same types of cells, specific terms are used to differentiate the part of the throat where cancer originated. 1  Nasopharyngeal cancer begins in the nasopharynx  the part of your throat just behind your nose.",MARCO_8610842,0,
50,31_2,31,2," What is throat cancer?<br/><span>Is it treatable?</span>"," 1 Symptoms of throat cancer. 2  Throat cancer can spread. 3  Risk factors of throat cancer.  Diagnosis of throat 1  cancer. Treatment for throat cancer.  Side effects of cancer 1  treatment. Palliative 2  care. Where to get  help. Things to remember.",MARCO_8610846,1," Dialectical Behavior Therapy. Dialectical behavior therapy (DBT), a form of CBT, was developed by Marsha Linehan, Ph.D. At first, it was developed to treat people with suicidal thoughts and actions. It is now also used to treat people with borderline personality disorder (BPD).ialectical Behavior Therapy. Dialectical behavior therapy (DBT), a form of CBT, was developed by Marsha Linehan, Ph.D. At first, it was developed to treat people with suicidal thoughts and actions. It is now also used to treat people with borderline personality disorder (BPD).",MARCO_8675604,0," The most important fact to realize regarding cortisone injections is that  regardless of the potential of severe side effects  they do not correct the cause of the pain. They do not even treat the symptom of pain at all.Cortisone is a powerful anti-inflammatory drug that treats inflammation. Inflammation is an effect of an injury; it is not a cause of your problem or pain. Unless the underlying injury is corrected, the problem (and the pain) will not go away.hey do not even treat the symptom of pain at all. Cortisone is a powerful anti-inflammatory drug that treats inflammation. Inflammation is an effect of an injury; it is not a cause of your problem or pain. Unless the underlying injury is corrected, the problem (and the pain) will not go away.",MARCO_89756,0," treated; treated like starscream; treat em like a mushroom; Treatened; treat food; treatful; treat girlie; Treather; treat her like a prostitute; Treat Her Right; Treat Hung; Treatin; treating; treatin some tricks; treatise",MARCO_928716,0," Treated Water Definition - Treated water is any type of hydrogen dioxide H2O) that undergoes processing to serve a specific end use. The water... Treated Water Definition - Treated water is any type of hydrogen dioxide H2O) that undergoes processing to serve a specific end use. The water treatment process involves either the subtraction of components from the water, the addition of components to the water, or both. There is more than one way to produce treated water. There are also multiple types of treated water.",MARCO_928721,0,
51,31_3,31,3," What is throat cancer?<br/>Is it treatable?<br/><span>Tell me about lung cancer.</span>"," Types of Lung Cancer. There are two types of lung cancer: non-small cell lung cancer and small cell lung cancer. Most people diagnosed with lung cancer have non-small cell lung cancer. For each type of cancer, the outlook and the treatment may differ.Non-small cell lung cancer occurs in the airways of the lungs or the outer part of the lungs.he diagnosis of lung cancer is very serious; lung cancer kills more people than colon, breast, and prostate cancer combined. It is more common in men than in women, and African American men are 20 percent more likely than Caucasian men to have lung cancer. Early diagnosis and treatment are important for survival.",MARCO_1058729,4," Chest X-Ray. If your doctor thinks you have lung cancer, chances are you will have a chest X-ray to confirm the diagnosis. On a chest X-ray of someone with lung cancer, there is usually a visible mass or nodule. This mass will look like a white spot on your lungs, while the lung itself will appear black.However, an X-ray may not be able to detect all forms of cancer or smaller lesions.n a chest X-ray of someone with lung cancer, there is usually a visible mass or nodule. This mass will look like a white spot on your lungs, while the lung itself will appear black. However, an X-ray may not be able to detect all forms of cancer or smaller lesions.",MARCO_1058730,3," Cancer that forms in tissues of the lung, usually in the cells lining air passages. The two main types are small cell lung cancer and non-small cell lung cancer. These types are diagnosed based on how the cells look under a microscope.on-small cell lung cancer is the most common kind of lung cancer... Read more about Non-Small Cell Lung Cancer. Small Cell Lung Cancer. An aggressive (fast-growing) cancer that forms in tissues of the lung and can spread to other parts of the body.",MARCO_1058734,3," About Lung Cancer. Non-Small Cell Lung Cancer. A group of lung cancers that are named for the kinds of cells found in the cancer and how the cells look under a microscope. The three main types of non-small cell lung cancer are squamous cell carcinoma, large cell carcinoma, and adenocarcinoma.on-small cell lung cancer is the most common kind of lung cancer... Read more about Non-Small Cell Lung Cancer. Small Cell Lung Cancer. An aggressive (fast-growing) cancer that forms in tissues of the lung and can spread to other parts of the body.",MARCO_1058736,4," Types of Lung Cancer. There are two types of lung cancer: non-small cell lung cancer and small cell lung cancer. Most people diagnosed with lung cancer have non-small cell lung cancer. For each type of cancer, the outlook and the treatment may differ.",MARCO_108748,3,
52,31_3,31,3," What is throat cancer?<br/>Is it treatable?<br/><span>Tell me about lung cancer.</span>"," Lung cancer is a type of cancer that begins in the lungs. Your lungs are two spongy organs in your chest that take in oxygen when you inhale and release carbon dioxide when you exhale. Lung cancer is the leading cause of cancer deaths in the United States, among both men and women.",MARCO_1227211,3," Pain. Advanced lung cancer that spreads to the lining of a lung or to another area of the body, such as a bone, can cause pain. Tell your doctor if you experience pain.",MARCO_1317523,2," Secondhand smoke is smoke that is exhaled by smokers and smoke emitted from the burning end of a lit cigarette, cigar, or pipe. It causes more than 7,000 lung cancer deaths each year in persons who do not smoke. It can also lead to lung conditions and heart disease.moking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.",MARCO_1331556,2," According to the Centers for Disease Control and Prevention (CDC), diseases caused by smoking kill more than 480,000 people in the U.S. each year. In fact, smoking is directly responsible for almost 90% of lung cancer and COPD deaths.moking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.",MARCO_1331558,2," Smoking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.moking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.",MARCO_1331560,2,
53,31_3,31,3," What is throat cancer?<br/>Is it treatable?<br/><span>Tell me about lung cancer.</span>"," Smoking, including secondhand smoke, is the leading cause of lung cancer. Other cancers. Not only does smoking increase the risk of lung and oral cancer, it also increases the risk of other respiratory system cancers including cancer of the nose, sinuses, voice box, and throat.mokers not only increase their risk of lung disease, including lung cancer, but they also increase their risk of other illnesses, including heart disease, stroke, and oral (mouth) cancer. Risks from smoking, as they relate to lung disease, include the following:",MARCO_1331561,2," Smoking is a leading cause of cancer and death from cancer. It causes cancers of the lung, esophagus, larynx, mouth, throat, kidney, bladder, liver, pancreas, stomach, cervix, colon, and rectum, as well as acute myeloid leukemia (1 - 3).n the United States, exposure to secondhand smoke is thought to cause about 34,000 deaths from heart disease each year (1). Exposure to secondhand smoke also increases the risk of stroke by 20 to 30 percent (1). Pregnant women exposed to secondhand smoke are at risk of having a baby with low birth weight (2).",MARCO_1331562,2," A pleural effusion is a buildup of extra fluid in the pleural space, which is the space between the lungs and the chest wall. About half of people with cancer develop a pleural effusion.Cancer growing in the pleural space causes a malignant pleural effusion.More than 75% of people with a malignant pleural effusion have lymphoma or cancers of the breast, lung, or ovary. This condition is considered a sign of metastatic cancer, or cancer that has spread to other areas of the body.ancer growing in the pleural space causes a malignant pleural effusion. More than 75% of people with a malignant pleural effusion have lymphoma or cancers of the breast, lung, or ovary. This condition is considered a sign of metastatic cancer, or cancer that has spread to other areas of the body.",MARCO_135782,2," Uranium Miners were exposed to radon gas, a radioactive material thought to cause lung cancer. Uranium Miners were exposed to mining dust, thought to cause lung disease. NIOSH made the study to find if uranium miners have an increased risk for lung cancer and other lung disease when compared to the U.S. general public.ranium Miners were exposed to mining dust, thought to cause lung disease. NIOSH made the study to find if uranium miners have an increased risk for lung cancer and other lung disease when compared to the U.S. general public.",MARCO_1581379,2," 1 The two types of lung cancer, which grow and spread differently, are the small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC). 2  The stage of lung cancer refers to the extent to which the cancer has spread in the body. Passive exposure to tobacco smoke also can cause lung cancer. 2  The two types of lung cancer, which grow and spread differently, are the small cell lung cancers (SCLC) and non-small cell lung cancers (NSCLC). 3  The stage of lung cancer refers to the extent to which the cancer has spread in the body.",MARCO_1734125,3,
