HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,3IO1LGZLKEDWMKUS26QKHG09Z6Z68U,A1HKLHGRRSSDQN,2021-11-15T04:35:02,MONDAY,1636968902000,1636969019000,117.0,1.95,18.135,0.0," How to replace a basin tap"," Home"," clueweb09-en0008-38-12575",true," clueweb09-en0009-48-09502",false," random-clueweb09-en0007-00-09110",false," clueweb09-en0010-98-10199",true," clueweb09-en0003-68-19771",false," clueweb09-en0010-24-35597",true," nr-clueweb09-en0008-35-13071",false," clueweb09-en0003-86-26804",false," clueweb09-en0001-74-14001",false," clueweb09-en0005-67-30141",false," clueweb09-en0011-56-29240",false," clueweb09-en0010-98-10192",false," nr-clueweb09-en0003-72-10770",false,3,0
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,3OHYZ19UGHL0UETBZ0WSU7SVAUUOA6,A3DTPGXKABAFEJ,2021-11-15T04:47:32,MONDAY,1636969652000,1636969880000,228.0,3.8,38.245,0.0," cyclone"," Nature"," clueweb09-enwp02-29-07503",true," clueweb09-en0011-45-08982",false," clueweb09-en0008-31-04195",true," ",true," clueweb09-en0001-91-33499",false," clueweb09-en0008-55-09172",false," clueweb09-en0009-90-33692",false," clueweb09-en0006-47-16234",false," random-clueweb09-en0002-63-12795",false," clueweb09-en0009-90-33693",false," clueweb09-en0011-45-07603",false," clueweb09-en0006-56-06992",false," ",true,4,0
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,34X6J5FLPYEEGJ9V8J19CBQEFJDQJ5,APRZ7BR8C0ZMQ,2021-11-15T05:56:58,MONDAY,1636973818000,1636974735000,917.0,15.283333333333333,16.918,0.0," Halle Berry fitness routine"," Arts"," clueweb09-en0005-24-32107",false," clueweb09-en0010-80-04311",false," nr-clueweb09-en0004-88-10583",false," clueweb09-en0011-55-16078",true," clueweb09-en0010-25-06605",false," clueweb09-en0011-93-35994",true," clueweb09-en0004-88-10583",false," clueweb09-en0005-51-38226",false," clueweb09-en0005-51-38230",false," random-clueweb09-en0009-06-35915",false," clueweb09-en0011-35-17601",false," clueweb09-en0003-54-11981",false," nr-clueweb09-en0010-71-14952",false,2,0
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,3JNQLM5FT923JQVA9TNLW85332E2LF,A3GAQNTZ1V1VO,2021-11-15T07:09:51,MONDAY,1636978191000,1636978276000,85.0,1.4166666666666667,48.442,0.0," How should I prepare to welcome a newborn into the family"," Parenting"," clueweb09-en0004-63-31473",false," clueweb09-en0005-34-07151",false," clueweb09-en0004-31-22611",true," clueweb09-en0011-65-08920",false," clueweb09-en0008-40-06135",false," nr-clueweb09-en0003-70-04449",false," clueweb09-en0000-42-21180",false," clueweb09-en0005-96-18046",true," clueweb09-en0008-04-32853",true," random-clueweb09-en0002-63-12795",false," clueweb09-en0003-02-02834",true," clueweb09-en0000-63-17708",true," nr-clueweb09-en0001-23-30134",false,5,0
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,36W0OB37H1UR35FW7FH1RRM37U7ZHG,A1Z8TF04ZG3VRE,2021-11-15T07:39:54,MONDAY,1636979994000,1636980271000,277.0,4.616666666666666,242.876,0.0," Does people of USA  like Donald Trump ?"," Politics"," clueweb09-en0005-23-18497",false," nr-clueweb09-en0001-64-13075",false," clueweb09-en0000-97-24283",false," clueweb09-en0011-57-36691",false," clueweb09-en0008-10-26058",true," clueweb09-en0005-23-12149",false," clueweb09-en0002-11-22370",false," clueweb09-en0010-16-13095",false," clueweb09-en0006-01-14014",false," random-clueweb09-en0006-75-34429",false," clueweb09-enwp00-70-01213",false," clueweb09-enwp00-62-01287",true," nr-clueweb09-en0002-77-02404",false,2,0
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,3D3VGR7TA5V376M6IDYM1UJUF8N3R1,A14GKRTUEHBLBZ,2021-11-15T08:43:30,MONDAY,1636983810000,1636983871000,61.0,1.0166666666666666,9.477,0.0," best yarn for blankets"," Crafts &amp; Hobbies"," nr-clueweb09-en0009-38-09810",true," clueweb09-en0007-37-29663",true," clueweb09-en0000-15-35721",false," clueweb09-en0004-53-03347",true," clueweb09-en0006-46-20951",false," clueweb09-en0002-76-15187",false," clueweb09-en0005-39-19504",false," clueweb09-en0003-44-27369",false," random-clueweb09-en0006-35-27399",false," clueweb09-en0010-41-09437",true," clueweb09-en0000-87-02555",false," clueweb09-en0007-39-00048",false," nr-clueweb09-en0002-06-22079",false,3,1
30IRMPJWE3Z6GKWJDHKKUW48T6SKRL,34V1S5K3GXHW0PD27YWYHCVKJDK96R,AKA8TN8H8DQ6T,2021-11-15T08:49:16,MONDAY,1636984156000,1636984741000,585.0,9.75,23.087,0.0," Alexander"," History"," clueweb09-en0011-03-00831",false," clueweb09-en0008-68-26826",false," clueweb09-en0004-55-39768",false," random-clueweb09-en0005-85-21121",false," clueweb09-en0011-62-02099",true," clueweb09-en0000-05-06619",false," ",false," clueweb09-en0000-05-06620",false," clueweb09-en0004-92-22395",false," clueweb09-en0003-82-16451",false," clueweb09-en0003-82-16452",false," clueweb09-en0010-86-36858",false," ",false,1,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3R9WASFE24W7P9OQCPT1O6AQREUZFG,A12VDN3TJJCAQQ,2021-11-15T01:55:02,MONDAY,1636959302000,1636959465000,163.0,2.716666666666667,26.773,0.0," How did the cleveland browns get their name?"," Sports"," clueweb09-en0003-60-25249",false," clueweb09-en0007-85-06180",false," clueweb09-en0007-85-06158",false," clueweb09-en0007-28-10808",false," clueweb09-en0008-70-08576",false," clueweb09-enwp00-91-15405",true," random-clueweb09-en0007-49-03198",false," clueweb09-en0009-14-31661",false," nr-clueweb09-en0003-24-31439",false," clueweb09-en0003-95-27869",false," clueweb09-en0010-65-32703",false," clueweb09-en0009-79-32218",false," nr-clueweb09-en0003-33-23222",false,1,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3S3AMIZX3ZLXJWZKT5E3P86K6J6DCY,A1HKLHGRRSSDQN,2021-11-15T04:23:05,MONDAY,1636968185000,1636968303000,118.0,1.9666666666666666,34.395,0.0," What is Paganism?"," Spirituality"," ",true," clueweb09-en0006-18-05245",false," clueweb09-en0010-16-28004",true," clueweb09-en0007-14-09285",false," clueweb09-en0005-80-17116",true," clueweb09-en0009-54-10708",true," clueweb09-en0010-86-13207",false," random-clueweb09-en0009-64-30845",false," clueweb09-en0001-24-32792",false," clueweb09-en0011-32-28025",true," clueweb09-en0005-60-10450",false," clueweb09-en0004-83-02049",false," ",true,6,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3QEMNNSB22FR7F4O2O6S9ME658GD76,A1BI34TAR8H9R0,2021-11-15T04:32:14,MONDAY,1636968734000,1636968800000,66.0,1.1,11.334,0.0," New iPhone"," Technology"," clueweb09-en0002-95-06686",true," clueweb09-en0009-01-09309",false," clueweb09-en0008-35-20118",true," clueweb09-en0008-65-21304",false," ",false," clueweb09-en0011-37-04787",true," clueweb09-en0007-94-46837",false," clueweb09-en0002-95-06706",false," random-clueweb09-enwp00-42-07293",false," clueweb09-en0001-32-23543",false," clueweb09-en0002-06-28784",false," clueweb09-en0001-94-21825",false," ",false,3,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,326O153BMNECGUJYPWKYFW6NRVNEDW,A3DTPGXKABAFEJ,2021-11-15T05:08:50,MONDAY,1636970930000,1636971122000,192.0,3.2,35.929,0.0," coin collection"," Crafts &amp; Hobbies"," clueweb09-en0007-58-01902",false," clueweb09-en0003-28-20629",false," clueweb09-en0010-80-14405",true," clueweb09-en0009-49-12296",true," clueweb09-en0005-92-24189",true," clueweb09-en0009-67-22802",true," clueweb09-en0008-87-28557",true," nr-clueweb09-en0002-51-07684",false," clueweb09-en0006-04-40652",false," random-clueweb09-en0002-86-03239",false," clueweb09-en0007-58-00419",false," clueweb09-en0007-77-35073",true," nr-clueweb09-en0000-87-17731",false,6,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3P529IW9K31NKK7MXO2SGRZSC69FL2,APRZ7BR8C0ZMQ,2021-11-15T05:56:54,MONDAY,1636973814000,1636974583000,769.0,12.816666666666666,11.578,0.0," Mormon cult"," Spirituality"," clueweb09-en0011-12-07369",false," clueweb09-en0011-12-07769",false," clueweb09-en0002-15-22662",true," clueweb09-en0004-02-26181",true," clueweb09-en0010-92-36146",false," clueweb09-en0004-73-17933",false," nr-clueweb09-en0000-54-03482",false," clueweb09-en0011-55-38447",true," clueweb09-en0004-29-24687",false," random-clueweb09-enwp02-01-03342",false," clueweb09-en0000-54-03482",false," clueweb09-en0009-03-36060",false," nr-clueweb09-en0003-77-23394",false,3,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3E7TUJ2EGH2VLYSHHL4CNI5C0ZM9DY,A3GAQNTZ1V1VO,2021-11-15T07:08:37,MONDAY,1636978117000,1636978185000,68.0,1.1333333333333333,29.165,0.0," Marathon training guide for beginners"," Health &amp; Wellness"," nr-clueweb09-en0010-93-12473",false," clueweb09-en0010-80-04028",true," clueweb09-en0008-92-22575",true," clueweb09-en0011-13-35075",true," clueweb09-en0007-59-29199",false," clueweb09-en0003-58-07762",true," clueweb09-en0009-88-38869",false," clueweb09-en0011-12-13738",false," clueweb09-en0003-58-07553",false," random-clueweb09-en0009-77-38942",false," clueweb09-en0003-83-04476",true," clueweb09-en0007-59-29224",true," nr-clueweb09-en0002-60-05958",false,6,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3S3AMIZX3ZLXJWZKT5E3P86K6KUCDN,A1Z8TF04ZG3VRE,2021-11-15T07:47:19,MONDAY,1636980439000,1636980604000,165.0,2.75,59.18,0.0," When is it time to stop breastfeeding?"," Parenting"," nr-clueweb09-en0006-05-36148",false," clueweb09-en0010-56-30961",true," clueweb09-en0005-98-24453",true," clueweb09-en0005-32-24257",true," clueweb09-en0010-81-15878",true," clueweb09-en0003-69-16796",true," random-clueweb09-en0008-13-05976",false," clueweb09-en0008-49-29752",false," clueweb09-en0005-29-05368",true," clueweb09-en0006-52-14530",true," clueweb09-en0005-78-16473",true," clueweb09-en0005-78-16430",false," nr-clueweb09-en0006-22-37365",false,8,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,34PGFRQONTRJ0G5HKS0F40803KNWJ8,A14GKRTUEHBLBZ,2021-11-15T08:43:29,MONDAY,1636983809000,1636983846000,37.0,0.6166666666666667,10.156,0.0," what is best vet in chicago"," Pets"," clueweb09-en0010-42-34496",true," clueweb09-en0005-31-18863",false," nr-clueweb09-en0003-45-20646",false," clueweb09-en0006-18-16833",false," clueweb09-en0005-71-14528",false," random-clueweb09-en0007-00-09110",false," clueweb09-en0005-71-14533",false," clueweb09-en0004-47-05491",false," clueweb09-en0002-14-30468",false," clueweb09-en0009-73-01787",false," clueweb09-en0005-19-07868",false," clueweb09-en0010-42-35670",false," nr-clueweb09-en0003-67-02923",false,1,0
3J94SKDELM59XRSBOTLUNI4MHF65DF,3JRJSWSMQM1EY2H1W7EM2NKB0JYE30,AKA8TN8H8DQ6T,2021-11-15T08:49:10,MONDAY,1636984150000,1636984237000,87.0,1.45,19.798,0.0," How to play baseball"," Sports"," clueweb09-en0008-78-26124",true," clueweb09-en0008-78-26122",true," random-clueweb09-enwp03-08-12100",false," clueweb09-en0007-97-32651",true," clueweb09-en0003-04-10240",false," nr-clueweb09-en0005-39-02671",false," clueweb09-en0008-18-09522",true," clueweb09-en0002-62-13433",false," clueweb09-en0007-70-30421",true," clueweb09-en0000-38-16182",true," clueweb09-en0007-58-05349",true," clueweb09-en0003-97-14801",false," nr-clueweb09-en0000-74-13263",false,7,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3UNH76FOCXLDQT622QVV5PLXIL3MYK,A12VDN3TJJCAQQ,2021-11-15T01:58:04,MONDAY,1636959484000,1636959535000,51.0,0.85,22.944,0.0," Who was the first republican president"," Politics"," clueweb09-enwp01-26-20145",false," clueweb09-en0004-83-02528",false," clueweb09-en0003-04-17221",false," clueweb09-en0003-47-32615",false," clueweb09-enwp02-00-14985",false," nr-clueweb09-en0004-99-27465",false," random-clueweb09-en0004-13-04016",false," clueweb09-en0009-44-09410",false," clueweb09-en0003-02-29229",false," clueweb09-en0000-82-30072",false," clueweb09-en0000-84-30079",false," clueweb09-en0010-95-12426",true," nr-clueweb09-en0005-34-00743",false,1,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3X65QVEQI53GH8NC6MCR8LEPFS9LCN,A1HKLHGRRSSDQN,2021-11-15T04:37:08,MONDAY,1636969028000,1636969135000,107.0,1.7833333333333334,30.458,0.0," list of supreme court judges"," Politics"," clueweb09-en0004-87-15917",true," nr-clueweb09-en0004-88-10589",false," random-clueweb09-en0006-35-27399",false," clueweb09-enwp01-87-15656",true," clueweb09-en0003-60-01661",true," clueweb09-en0005-01-42436",false," clueweb09-en0011-00-06822",false," clueweb09-en0000-42-10199",false," clueweb09-en0001-05-18523",false," clueweb09-en0009-22-05376",false," clueweb09-en0003-60-01663",false," clueweb09-en0006-55-28366",true," nr-clueweb09-en0000-77-18873",false,4,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3L4D84MIL4813QASPTEF3XYDOV9HJQ,A1BI34TAR8H9R0,2021-11-15T04:38:47,MONDAY,1636969127000,1636969198000,71.0,1.1833333333333333,13.081,0.0," Most popular actors"," Entertainment"," clueweb09-en0000-52-00799",false," clueweb09-en0000-11-02324",false," clueweb09-en0011-87-02824",false," clueweb09-en0011-62-26128",false," clueweb09-en0007-33-09605",true," random-clueweb09-enwp02-01-03342",false," nr-clueweb09-en0001-21-27930",false," clueweb09-en0009-92-00582",false," clueweb09-en0007-68-37731",false," clueweb09-en0008-60-02551",false," clueweb09-en0010-63-03960",false," clueweb09-en0008-60-02546",false," nr-clueweb09-en0004-11-00957",false,1,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3A1PQ49WVMXU89UOZ489ZX2RUEB1H8,A3DTPGXKABAFEJ,2021-11-15T04:51:34,MONDAY,1636969894000,1636970052000,158.0,2.6333333333333333,79.986,0.0," Diabetes diet"," Health &amp; Wellness"," clueweb09-en0000-27-22331",false," clueweb09-en0010-73-04231",true," clueweb09-en0011-02-17920",true," clueweb09-en0004-35-05688",false," clueweb09-en0006-24-16917",false," nr-clueweb09-en0002-03-16524",false," clueweb09-en0005-99-40165",false," random-clueweb09-en0005-94-21396",false," clueweb09-en0002-78-09258",false," clueweb09-en0005-22-24476",true," clueweb09-en0007-52-07783",false," clueweb09-en0007-13-30872",true," nr-clueweb09-en0010-75-37255",false,4,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3TE22NPXPGSHOW3C7F7S360Q1U2447,A1JTIHM006U9WM,2021-11-15T05:26:37,MONDAY,1636971997000,1636972101000,104.0,1.7333333333333334,52.198,0.0," how many colleges are in georgia"," Education"," clueweb09-en0004-83-07967",false," clueweb09-en0003-05-14883",false," clueweb09-en0008-52-09127",false," clueweb09-en0006-92-33436",false," clueweb09-en0006-22-25093",false," clueweb09-en0005-67-06833",true," random-clueweb09-en0008-25-06683",false," nr-clueweb09-en0003-38-25222",false," clueweb09-en0001-68-17901",true," clueweb09-en0000-10-24977",true," clueweb09-en0006-30-10266",false," clueweb09-en0007-93-02798",true," nr-clueweb09-en0000-49-04697",true,4,1
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3PH3VY7DJQD90VAL2E31SUWQMI7ZW3,APRZ7BR8C0ZMQ,2021-11-15T05:56:43,MONDAY,1636973803000,1636974040000,237.0,3.95,18.858,0.0," Black Hole cause"," Science"," nr-clueweb09-en0010-98-13205",false," clueweb09-en0007-19-16583",false," clueweb09-en0009-62-18712",false," clueweb09-en0001-05-15249",false," clueweb09-enwp01-72-09690",true," random-clueweb09-en0007-29-30662",false," clueweb09-enwp01-21-15206",false," clueweb09-en0007-40-00892",false," clueweb09-en0003-63-02362",false," clueweb09-en0010-72-20030",false," clueweb09-en0000-10-11473",false," clueweb09-en0010-18-28561",false," nr-clueweb09-en0004-63-24607",false,1,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3B1NLC6UG4CJP5IF001HFT8OIVLPGK,A3GAQNTZ1V1VO,2021-11-15T07:20:04,MONDAY,1636978804000,1636978854000,50.0,0.8333333333333334,24.902,0.0," Top public universities ranking"," Education"," clueweb09-enwp01-78-09103",true," clueweb09-enwp01-99-12108",true," clueweb09-en0009-01-23465",false," random-clueweb09-en0004-13-04016",false," clueweb09-en0010-76-12839",false," clueweb09-en0000-11-36099",false," clueweb09-en0004-39-41551",true," clueweb09-en0002-09-03696",false," clueweb09-en0005-35-22489",false," nr-clueweb09-en0000-95-27478",false," clueweb09-en0005-33-13456",false," clueweb09-en0005-33-13477",false," nr-clueweb09-en0000-56-00649",false,3,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3TEM0PF1QADDP444HPLJU74JXVVD0T,A1Z8TF04ZG3VRE,2021-11-15T07:35:14,MONDAY,1636979714000,1636979832000,118.0,1.9666666666666666,55.045,0.0," what pet food is liked by dogs ?"," Pets"," clueweb09-en0007-38-04897",false," clueweb09-en0007-38-04896",false," clueweb09-en0010-95-08435",true," nr-clueweb09-en0004-37-01485",false," clueweb09-en0002-68-11008",true," clueweb09-en0010-21-40947",true," random-clueweb09-en0009-64-30845",false," clueweb09-en0003-23-06065",false," clueweb09-en0000-79-34279",true," clueweb09-en0006-12-18783",false," clueweb09-en0011-78-07156",true," clueweb09-en0006-57-27984",true," nr-clueweb09-en0002-92-17179",false,6,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3G2UL9A02IUSM6P9S1YE3G4EONV67B,A14GKRTUEHBLBZ,2021-11-15T08:43:36,MONDAY,1636983816000,1636984020000,204.0,3.4,8.322,0.0," best deals on electronics"," Shopping"," random-clueweb09-en0002-63-12795",false," clueweb09-en0000-50-19623",false," clueweb09-en0009-18-06803",true," clueweb09-en0002-15-25211",true," clueweb09-en0007-84-42919",true," clueweb09-en0006-24-18250",true," clueweb09-en0006-23-19867",false," clueweb09-en0001-89-28123",false," clueweb09-en0006-74-00593",false," nr-clueweb09-en0007-46-14770",false," clueweb09-en0008-78-20538",false," clueweb09-en0005-00-07935",false," nr-clueweb09-en0001-94-11173",false,4,0
3W9XHF7WHOBJWZ9BH6PFUB5QHRPKTY,3SUWZRL0M3TDVL4JF9CK9QWVAA0E66,AKA8TN8H8DQ6T,2021-11-15T08:49:23,MONDAY,1636984163000,1636984870000,707.0,11.783333333333333,25.773,0.0," how to teach a kid good habits"," Parenting"," clueweb09-en0010-81-00919",true," clueweb09-en0002-70-13152",true," clueweb09-en0008-32-06190",false," clueweb09-en0004-98-02064",false," clueweb09-en0010-73-03001",true," clueweb09-en0007-80-23626",true," clueweb09-en0005-26-19737",false," clueweb09-en0008-90-39317",true," nr-clueweb09-en0006-77-03113",false," random-clueweb09-en0008-25-06683",false," clueweb09-en0001-19-03745",false," clueweb09-en0005-33-35324",false," nr-clueweb09-en0003-52-21460",false,5,0
