HITid,AssignmentId,WorkerId,Category,Query,Num Selected,Num NR Selected,Reject
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3WSELTNVR8IG76YJVHIROHYLVLAAT7,A1E77HZO63E334," Economy &amp; Finance"," usd to euro rate",10,0,a
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3MAOD8E57VQU861S9VOTZQ3R7OXNXN,ASTY1XNJS7RSV," Shopping"," stainless steel side by side refrigerator",1,0,a
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3WQ3B2KGEDWKHWR2ZCYDDMZWLK4B1U,A2H1RXUC8XNNIW," History"," Who was don pedro II",1,0,a
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,32KTQ2V7RIVYPSYUUE3F68S9VVWM93,A17K7GPL0TSQUK," Pets"," Where to buy a puppy",4,0,a
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,39OWYR0EPP77KJELG3RIAZ1R735YFX,A2CWJRAEFZ44HU," Pets"," local dog trainer",8,0,a
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,326O153BMNECGUJYPWKYFW6QDEKDEM,A1VMPZVVVZUCS4," Recreation"," amusement parks in michigan",7,0,a
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3HVVDCPGTJ8H3OWMBNW7R3GSYCDYT5,A3RYI5HXC2MJLN," Health &amp; Wellness"," ways to lower a1c",4,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,37FMASSAYH7VH2N07JJJ5LGI2MDBIK,A1YSYI926BBOHW," Food &amp; Drink"," how many calories are in a pizza",10,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,38JBBYETQTQZGY05WLJ5CSCK01QE49,A32GQGD6EUJGDJ," Health &amp; Wellness"," arts",2,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3BF51CHDT0QU1K963L49LSJKB530HW,A2H1RXUC8XNNIW," Food &amp; Drink"," best food in brazil",4,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,31LM9EDVOQ8TDMW3SR9S8HVCWQINJZ,A1SX8IVV82M0LW," Solve a problem"," how to get rid of stains in ceramic sink",5,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3Y9N9SS8L3R96W310C32W52TMPU3DL,A1E77HZO63E334," Any"," Adam Dunn",5,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3VZLGYJEYQQOPVFBCJZNUDA0H25ZXG,A1VMPZVVVZUCS4," Spirituality"," how to clear house of negative energy",7,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3DL65MZB8IV2B2DKP0PNVQO8SE8ECN,A23KAJRDVCVGOE," Any"," Who owns Fox tv",1,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,36AHBNMV1WSAMZ0PPXWSMZY6VQPYDM,A2CWJRAEFZ44HU," Nature"," arizona scenic hiking trails",9,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3WEV0KO0OR8DQDOGQR434DA5E5WDSQ,A3DKSG1VT6L74U," Any"," List the countries with top GDP",6,0,a
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3W92K5RLWZXYESQR5GRPHO6K0SOV51,A2WQOPD3IYLITQ," Pets"," what do hamster eat",4,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3BWI6RSP7LPWZLIOYJHCF4WUR3FE7S,A1YSYI926BBOHW," Shopping"," What are the largest brick and mortar retailers in the word",0,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3TMFV4NEPDUUGZ9YTO3OFAZP9RS8WR,A1SX8IVV82M0LW," Shopping"," rancilio silvia parts",4,1,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3180JW2OT9SPNXQXORD6E0VQ55I5JR,A2H1RXUC8XNNIW," Education"," How to teach a 4 year old",3,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3WETL7AQWYOE2JO8L6LJYTE198W35D,A1E77HZO63E334," Food &amp; Drink"," cosmopolitan recipe",10,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3UWN2HHPU3LMCPFTFLI60IMZS9USNJ,A1LGGK1BGSZ1R7," Economy &amp; Finance"," What is the American dollar to Canadian dollar exchange rate",4,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,34S9DKFK785J8BR2ERAVI4A09UQYN3,A23KAJRDVCVGOE," Entertainment"," ow has entertainment changed over time",0,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3COPXFW7XGSORREYQRMWDL0KBUJKPR,A2CWJRAEFZ44HU," Crafts &amp; Hobbies"," local pottery classes",9,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3YWRV122CXFHOVKTYOONXMESOBHU8E,A1VMPZVVVZUCS4," Entertainment"," best black and white classic movies",2,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3NAPMVF0Z1V445685ZMBD3N5U0S72M,A2O0B9KWB7RSTO," Arts"," Top US movies in 2022",1,0,a
3SSN80MU9G4QDGIVMGQCJEQX9V4KX5,3XUHV3NRVPETWRV70RAL2NFBSDF5HN,A3RYI5HXC2MJLN," Sports"," all time win leader in the nba",2,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,32Z9ZLUT1Q0F411P566KBTF298HOH8,A1YSYI926BBOHW," Sports"," what is the most popular sport in germany",2,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,33M4IA01QLHFN4TK225A8A818LLXRK,A1SX8IVV82M0LW," Pets"," bulldog adoption centers",7,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,3DIP6YHAPH80ZZN78O9IT4SP2NNE8H,A23KAJRDVCVGOE," History"," What are the most important events in history",4,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,36AHBNMV1WSAMZ0PPXWSMZY6VQQDY2,A25F4VG7W3BTWV," Parenting"," Terrible twos",4,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,3KXIR214I9W7LIOP31O4AR3V3Y224X,A2O0B9KWB7RSTO," Pets"," List of the smartest dogs",8,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,3483FV8BEJZL05S3MPHJ7PN9ZP762L,A2H1RXUC8XNNIW," Politics"," Right in  party in brazil",4,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,37QW5D2ZRL219ISP9JTNILW43EW8SC,A1E77HZO63E334," Science"," covid information",8,1,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,3EQHHY4HQX8FWV0WGLS3HN3ADD25GO,A3RYI5HXC2MJLN," Economy &amp; Finance"," turn 100 dollars into 100000 dollars",1,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,32SVAV9L3KPB8P0PG2C064UN1MY3AK,A2CWJRAEFZ44HU," Crafts &amp; Hobbies"," local craft supply stores",8,0,a
3XBXDSS89CZ1XM0D7G2DYE3CYV9XLL,3LWJHTCVCH2YBHNZPTAOXDYP8UOQFM,A1VMPZVVVZUCS4," Nature"," invasive plant species florida",6,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3YGXWBAF75XKJ0GR0UDAM4CHFPC4C5,A1YSYI926BBOHW," Crafts &amp; Hobbies"," what trading cards are the most valuable",2,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3W8CV64QJ7FCXEXJ3HN2E3KDE9X9HH,A2O0B9KWB7RSTO," Recreation"," Top ski resorts in the US",3,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3J2UYBXQQQSE4VPP72D5O1UU2RO06W,A1SX8IVV82M0LW," Education"," back to school supplies january",2,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3SKEMFQBZ8L3LZFH4AKLRZ5UMKJ8KV,A1E77HZO63E334," Any"," Reds opening day",7,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3TPZPLC3M5SIVT6R5LUXWZJI08XP3L,A3RYI5HXC2MJLN," Economy &amp; Finance"," passive income",4,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3VAR3R6G1UHMBQ0W22CEYGM36PT8OF,A2H1RXUC8XNNIW," Economy &amp; Finance"," What is the best crypto to buy in 2022",8,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3QBD8R3Z26ZLSPDUQZM1H46Y43Y4O5,ASTY1XNJS7RSV," Nature"," snakes native to CT",0,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,39LOEL67OXLXP17AJ4SMADOSBYY38G,A2CWJRAEFZ44HU," Home"," local plumbers",10,1,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,326O153BMNECGUJYPWKYFW6QDEKEDN,A23KAJRDVCVGOE," Sports"," What are some of the most popular sports in the world",4,0,a
36AZSFEY08GXGO96GOC1WQAM6QNVBT,3GDTJDAPVZRYBNFKPMX16CXYBPEM8E,A1VMPZVVVZUCS4," Economy &amp; Finance"," budgeting tips for single moms",7,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3PJUZCGDJBWJ43WQ0DTW1QREBQ5980,A1YSYI926BBOHW," Nature"," How much freshwater exists on earth",3,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3VA45EW49S340QGB3H3ZJ6ZVSJMO1A,A1E77HZO63E334," Economy &amp; Finance"," Bitcoin exchange",8,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3I0BTBYZA21GNFZVDL8X7SEN11FY0S,A1SX8IVV82M0LW," Education"," texas most acclaimed high schools",0,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3KAKFY4PGZIQE7JNSQ4DN2I6EU2I32,A1VMPZVVVZUCS4," Recreation"," what can i do during a rainy day",1,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3ZDAD0O1T6TS3J6C6RA58P9JW6IXTX,A2H1RXUC8XNNIW," Sports"," Best soccer team in brazil",2,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,39LNWE0K4ZCAD1W67A0EAB86R7MIUA,A2CWJRAEFZ44HU," Entertainment"," weekend box office numbers",4,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3UNH76FOCXLDQT622QVV5PL044HYM4,A25F4VG7W3BTWV," History"," Tet Offensive",2,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3SPJ033426JNPL0HZTI3PXTJ0ALYJZ,A23KAJRDVCVGOE," Science"," Can we travel faster than the speed of light",1,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,31LVTDXBLCQKNACVOJ2MXGDE1CDRLU,ASTY1XNJS7RSV," Food &amp; Drink"," spicy chili recipe",2,0,a
3P458N04R5XVW0E5XAK8JI43SVJ2X2,3X31TUMD722WU5DEQPN7RPV1XEJ1L8,A3RYI5HXC2MJLN," Pets"," why do dogs howl when hear sirens",4,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3URFVVM16AYW8RLG7EO0A6BWNKNUZI,A2H1RXUC8XNNIW," Parenting"," How to be the best mom",2,1,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3IRIK4HM3F0YYNK5JI6PJ2WVBGJ6CT,A23KAJRDVCVGOE," Parenting"," How to make kids be kinder",0,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3SLE99ER0STHCSCA7N755GJ8YZFBZH,A1YSYI926BBOHW," Education"," what are the most common college degrees",1,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,30OG32W0SZRL26ABEQY1B1IKRIMNEE,A1SX8IVV82M0LW," Food &amp; Drink"," baskin robbins menu items",4,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3FQ5JJ512Q4OO62LAC949WVPBFINKY,A2CWJRAEFZ44HU," Food &amp; Drink"," best apertifs",4,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3GD6L00D3XDG0NVZQ1OMR2AQXJ9M1V,ARJDVHP0ACZWM," Pets"," pet toys",4,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3OXV7EAXLJ6ALNOMQPVOQZS153763W,A1E77HZO63E334," Shopping"," purses for men",3,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3TXMY6UCAJ4R853PYRKNP7DMBHWQCB,A1LGGK1BGSZ1R7," Crafts &amp; Hobbies"," Elsa from Frozen arts and crafts tutorial",4,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3L4PIM1GQYW4N9JU7YRCROFAARGYRS,A3RYI5HXC2MJLN," Food &amp; Drink"," american sushi",2,0,a
3AA88CN99TJFDL85RCCE2SX6B1YKYB,3HPZF4IVNR90H7UBP11H2TGOAQDYCM,A1VMPZVVVZUCS4," Solve a problem"," whats x2  14x  49 factored",0,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,38F5OAUN5SS8JV9QOKPI07T7JJ77H1,A1YSYI926BBOHW," Science"," what is the name of the science that focuses on marine life",2,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3B2X28YI31VFOISZ5IAU8IQDTVK6BN,A1SX8IVV82M0LW," Home"," cuisinart appliances rustic design",2,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3Z7EFSHGNEUBH241K5FFJF9F8KJXCF,A1VMPZVVVZUCS4," Crafts &amp; Hobbies"," stamp collecting tips",4,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3B4YI393VECJS27YNHZSZCW5F82SSV,A2H1RXUC8XNNIW," Sports"," What is the best volleyball team in the world",1,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3RRCEFRB7RS19VOLMUHFBK6ZX4F4B1,A25F4VG7W3BTWV," Spirituality"," Catholic THeology",3,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,358010RM5J97GBA1BMAK97X4TRYXVD,A1E77HZO63E334," Pets"," cat trees",9,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,308Q0PEVBDTCT9839Z5NEFLSEMC9IA,A23KAJRDVCVGOE," Recreation"," Best place to relax with jungle views",1,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3DOCMVPBTSUPWCNO7P1K1OCT5ANNN3,A2CWJRAEFZ44HU," Shopping"," local cheesemonger",5,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3HUTX6F6VZ3BPBY7ML3DOP90KP1O2S,A3RYI5HXC2MJLN," Entertainment"," Best movie in 2021",1,0,a
3O71U79SSF5D7NWZDIX5ZJ19JLXSMA,3SNLUL3WO93C324CSDXR2R0Y8BKUL4,A3DKSG1VT6L74U," Entertainment"," The top movies everyone should watch in their lifetime",2,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3SB4CE2TJ0BNON730RJODKJR8HWAXO,A1YSYI926BBOHW," Politics"," What political party has more house members",1,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,39GAF6DQWWGZQAP84TPDEYT3OCJV1J,A1E77HZO63E334," Shopping"," face masks for sale",9,1,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3TU5ZICBRIHPW2DCHF4INLH3LQBQ85,A1SX8IVV82M0LW," Nature"," amazon forest deforestation risks",2,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,34X6J5FLPYEEGJ9V8J19CBQH115JQI,ARJDVHP0ACZWM," Shopping"," womans sandals",1,1,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3P529IW9K31NKK7MXO2SGRZVYO1LFS,A2O0B9KWB7RSTO," Pets"," Top 10 dogs who bite",3,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3RXPCZQMQURG8DZDFYQREXQT1XWG1G,A1VMPZVVVZUCS4," Politics"," list of countries by gdp",2,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3X08E93BH0Y9I6B49RTMX24LFU9662,A2H1RXUC8XNNIW," Health &amp; Wellness"," How can i prevent problems in my back",1,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3TPWUS5F8EHWS2ZBA0JTHWV8ZICWCK,A23KAJRDVCVGOE," Health &amp; Wellness"," What are some of the best ways to improve your health and wellness",1,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,3YHH42UU5GVWNGSWU6J7DKCRSMCL0O,A2CWJRAEFZ44HU," Complete a task"," help with oil change at home",4,0,a
3DZKABX20MLGQT1CUO8W7AG4OBNVC0,33FOTY3KER13R1J8DCU8O65E3551CS,A3RYI5HXC2MJLN," Pets"," Why does a cat purr",5,0,a
