HITid,AssignmentId,WorkerId,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3BFNCI9LZO6Q234XJXUF8TW6DLP37T,3N2BF7Y2VVAR4YGDSQR7JPQU7ZHHM6,A19Z68L0RHQVWL,116.0,1.9333333333333333,56.18,0.0," How to Potty Train."," Tips for getting a child out of diapers.  Methods for getting a child to use the bathroom."," Parenting"," clueweb09-en0011-83-28272",false," clueweb09-en0005-16-14700",true," clueweb09-en0003-41-32135",true," clueweb09-en0003-41-32155",true," random-clueweb09-en0009-64-30845",false," clueweb09-en0007-58-01733",false," clueweb09-en0000-32-15817",true," clueweb09-en0007-58-04703",true," clueweb09-en0011-13-12050",false," clueweb09-en0001-09-22014",false," nr-clueweb09-en0011-13-12091",false," clueweb09-en0004-81-32704",true," nr-clueweb09-en0006-00-35182",false,6,0
3X7837UUBHEIJHSH38HAIMDZE7QJ6L,37Q970SNZJOJYI84AYK83B9TIX8S1V,A9WIOFVRSYW3L,164.0,2.7333333333333334,87.6,0.0," potty training when to start"," I would like to know when it is a good time to start potty training children. To read some articles about when kids are ready to use potty. I know it can be individual."," Parenting"," clueweb09-en0009-73-13311",true," clueweb09-en0003-41-32117",true," clueweb09-en0006-00-35182",false," clueweb09-en0004-68-08371",true," clueweb09-en0008-10-02950",true," random-clueweb09-en0009-06-35915",false," nr-clueweb09-en0011-98-07480",true," clueweb09-en0000-32-15822",true," clueweb09-en0011-13-12047",true," clueweb09-en0007-58-04977",true," clueweb09-en0002-19-10736",false," clueweb09-en0006-78-16857",true," nr-clueweb09-en0011-38-25074",true,8,2
3X7837UUBHEIJHSH38HAIMDZE7QJ6L,3NC5L260MT2VQ5AJAGIK883MMIAFO8,AHQ1CS51G68VT,258.0,4.3,163.087,0.0," Who is the fastest runner in the world"," The query intends to find out the name and biography of the man who has run the the fastest time in the world. It also intends to find out when the man broke the record."," Sports"," clueweb09-enwp01-48-12172",true," clueweb09-en0010-17-36646",true," clueweb09-enwp03-13-20415",true," clueweb09-en0004-30-27769",true," clueweb09-en0007-24-02058",false," clueweb09-en0003-28-03825",true," clueweb09-en0011-93-35265",false," nr-clueweb09-en0005-67-38191",false," clueweb09-en0003-03-36125",false," clueweb09-en0010-88-01165",false," random-clueweb09-en0008-31-37861",false," clueweb09-en0010-17-36641",true," nr-clueweb09-enwp00-21-15440",false,6,0
372AGES0J8LC0KVQC0Z9KQCALSJXRL,32XVDSJFP4DNP8DV95O0WLKSIE42MA,A9WIOFVRSYW3L,142.0,2.3666666666666667,74.33,0.0," smart home devices"," I would like to find what smart home devices are available on the market (Google nest, Amazon echo, Samsung Bixby)"," Technology"," clueweb09-en0010-28-14205",false," clueweb09-enwp00-23-00916",false," clueweb09-en0010-56-28283",false," clueweb09-en0000-43-21390",true," clueweb09-en0007-49-23384",false," clueweb09-en0001-35-32717",false," random-clueweb09-en0000-87-03924",false," clueweb09-en0005-06-19389",false," clueweb09-en0010-69-30070",false," clueweb09-en0007-35-11917",false," nr-clueweb09-en0006-19-11612",false," clueweb09-en0007-10-37055",false," nr-clueweb09-en0006-44-18937",false,1,0
372AGES0J8LC0KVQC0Z9KQCALSJXRL,3PMBY0YE2CJLG6M3HP913CNUU7XC9J,AHQ1CS51G68VT,441.0,7.35,176.245,0.0," How long does it take for one to loose 20 pounds on work out"," The query intends to find out the time one can take to loose 20 pounds of body mass"," Health &amp; Wellness"," clueweb09-en0000-37-06365",false," clueweb09-en0001-93-27980",true," clueweb09-en0001-55-04355",true," clueweb09-en0004-90-05376",false," clueweb09-en0009-74-11249",true," nr-clueweb09-en0004-60-01797",true," clueweb09-en0003-27-03448",true," clueweb09-en0008-05-29950",false," clueweb09-en0001-85-20756",true," clueweb09-en0000-94-14111",false," random-clueweb09-en0006-26-18498",false," clueweb09-en0009-45-26010",true," nr-clueweb09-en0000-16-04883",false,6,1
3P520RYKDLMVET3XAOBJXI8AZSE5UO,3QIYRE09Y8XMI5GZ223M4HZNVZTN19,AHQ1CS51G68VT,179.0,2.9833333333333334,99.773,0.0," How safe is the COVID19 vaccine"," The query intends to find out the the risks and benefits of the COVID19  vaccines"," Health &amp; Wellness"," clueweb09-en0002-28-21849",false," clueweb09-en0010-36-15554",true," clueweb09-en0003-99-33650",false," random-clueweb09-en0005-85-21121",false," clueweb09-en0002-69-17224",false," clueweb09-en0009-00-05366",false," clueweb09-en0008-73-22736",false," nr-clueweb09-en0008-18-10885",false," clueweb09-en0008-50-32053",false," clueweb09-en0004-73-16976",false," clueweb09-en0002-89-04747",false," clueweb09-en0001-80-29739",false," nr-clueweb09-en0000-62-12664",false,1,0
3P520RYKDLMVET3XAOBJXI8AZSE5UO,3A7Y0R2P2T4YPGA7UXW16JM7RX4XJE,A2IFHU3P1MF54K,586.0,9.766666666666667,489.707,0.0," Artificial intelligence interpretation of instructions"," I intend to find how artificial intelligence interpret instructions given to it and how they make fast decisions. Getting information about how artificial intelligence are used for calculation, data collection processing, and automated reasoning will make a document relevant or useful."," Technology"," clueweb09-en0011-03-26253",true," clueweb09-en0011-42-08523",true," clueweb09-en0011-54-02913",true," clueweb09-en0000-05-29413",false," clueweb09-en0004-94-32823",false," clueweb09-en0007-89-33265",false," clueweb09-en0010-80-01303",true," clueweb09-en0002-37-07494",true," clueweb09-en0006-30-01077",false," nr-clueweb09-en0002-37-33921",false," clueweb09-en0006-70-02671",false," random-clueweb09-enwp00-42-07293",false," nr-clueweb09-en0002-16-11252",false,5,0
3D1UCPY6HKPU2H9GT2MLMTS1O5V38G,3JJVG1YBEGDJ5ESL0Z0PGCCAQQH5BH,AHQ1CS51G68VT,198.0,3.3,155.506,0.0," How can one know that he or she is dating a narcissist"," The query intends to find out how one can identify narcissistic tendencies in his or her relationship partner"," Relationships"," nr-clueweb09-en0008-28-25130",false," clueweb09-en0001-33-16930",true," clueweb09-en0009-92-34077",true," clueweb09-en0006-65-33023",false," clueweb09-en0000-17-24436",true," random-clueweb09-en0011-47-15958",false," clueweb09-en0002-64-24613",true," clueweb09-en0005-84-33093",true," clueweb09-en0009-51-09807",true," clueweb09-en0005-78-13370",false," clueweb09-en0005-84-32775",true," clueweb09-en0004-33-18383",false," nr-clueweb09-en0003-71-24905",false,7,0
3G9UA71JWZA1NH6MMIM2O0DV9IAJ7K,3S06PH7KSWKDWTPMD8PJ8CNTHVPD1F,AHQ1CS51G68VT,115.0,1.9166666666666667,80.794,0.0," Who is a christian"," The query intends to identify and understand the meaning of Christianity and how one becomes a member of the faction"," Spirituality"," clueweb09-en0010-92-36225",true," clueweb09-en0009-03-35969",false," clueweb09-en0000-99-29075",false," clueweb09-en0008-67-23613",false," random-clueweb09-en0007-49-03198",false," clueweb09-en0000-22-28124",false," clueweb09-en0005-93-13347",false," clueweb09-en0007-26-05673",false," nr-clueweb09-en0001-60-08224",false," clueweb09-en0000-99-28839",false," clueweb09-en0010-92-36220",true," clueweb09-en0009-08-25089",false," nr-clueweb09-en0006-45-03013",false,2,0
3G9UA71JWZA1NH6MMIM2O0DV9IAJ7K,33OOO72IVM140LVHFVEIUCO6OF9TCB,A19Z68L0RHQVWL,223.0,3.716666666666667,175.648,0.0," What do kids learn in kindergarten?"," Kindergarten curriculum.  What kids learn in kindergarten.  How kindergartener spend their days in school."," Education"," clueweb09-en0011-73-32117",false," clueweb09-en0008-06-37765",false," clueweb09-en0011-50-07053",false," clueweb09-en0005-40-38763",false," clueweb09-en0003-80-03239",true," clueweb09-en0011-15-05206",true," clueweb09-en0004-94-00513",false," nr-clueweb09-en0011-98-07617",false," clueweb09-en0002-33-06332",false," random-clueweb09-en0006-75-34429",false," clueweb09-en0011-21-03176",true," clueweb09-en0002-42-02722",false," nr-clueweb09-en0007-04-39129",false,3,0
