HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Category,FilteredDocs,doc1id,doc1selected,doc1score,doc2id,doc2selected,doc2score,doc3id,doc3selected,doc3score,doc4id,doc4selected,doc4score,doc5id,doc5selected,doc5score,doc6id,doc6selected,doc6score,doc7id,doc7selected,doc7score,doc8id,doc8selected,doc8score,doc9id,doc9selected,doc9score,doc10id,doc10selected,doc10score,doc11id,doc11selected,doc11score,doc12id,doc12selected,doc12score,doc13id,doc13selected,doc13score,Num Relevant Selected,Num NR Selected
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3RUIQRXJBG49KCHIJZ5QB44FVKLLLV,A1YSYI926BBOHW,2023-03-30T14:14:29,THURSDAY,1680200069000,1680200371000,302.0,5.033333333333333,284.847,0.0," What started world war 2"," History"," "," clueweb22-en0037-07-14899",false,-2.666015625 - 8.151447," clueweb22-en0028-92-12751",false,-3.1484375 - 8.318344," clueweb22-en0007-99-10297",false,-1.0615234375 - 8.237219," clueweb22-en0026-68-10900",false,-4.39453125 - 8.382154," clueweb22-en0029-49-16335",false,-4.24609375 - 8.157228," nr-clueweb22-en0033-00-03284",false,-1 - -1," clueweb22-en0044-86-16861",false,-2.45703125 - 8.279663," clueweb22-en0031-69-11523",false,-4.23828125 - 8.333039," clueweb22-en0023-41-16729",true,-2.244140625 - 8.175392," nr-clueweb22-en0013-86-01377",false,-1 - -1," clueweb22-en0029-03-00363",false,-2.578125 - 8.244331," random-clueweb09-en0003-33-30335",false,-2 - -2," clueweb22-en0004-98-02737",false,-2.859375 - 8.152157,1,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3R08VXYT7HBQGL4FJJBI1A3UY7LW7R,A23KAJRDVCVGOE,2023-03-30T14:20:49,THURSDAY,1680200449000,1680200515000,66.0,1.1,27.527,0.0," What are the most important things to teach children in school"," Education"," "," clueweb22-en0037-75-01079",false,-1.1748046875 - 13.14306," clueweb22-en0033-51-03014",false,-0.55126953125 - 13.237172," clueweb22-en0037-26-14079",false,-0.82666015625 - 12.982632," nr-clueweb22-en0027-90-18875",false,-1 - -1," clueweb22-en0003-16-07218",false,-1.326171875 - 13.173149," clueweb22-en0016-37-10598",false,-1.0205078125 - 13.031377," random-clueweb09-en0004-13-04016",false,-2 - -2," nr-clueweb22-en0020-69-07358",false,-1 - -1," clueweb22-en0045-11-01265",true,-2.494140625 - 13.00951," clueweb22-en0043-85-03014",true,-0.95751953125 - 13.212283," clueweb22-en0031-77-05072",false,-0.0176849365234375 - 13.119534," clueweb22-en0008-50-13846",false,-1.0986328125 - 13.131282," clueweb22-en0019-84-11727",false,-0.462890625 - 13.141982,2,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,33CID571099S48RTDT1QFIAYVYW3L1,A1SX8IVV82M0LW,2023-03-30T14:19:30,THURSDAY,1680200370000,1680200522000,152.0,2.533333333333333,13.869,0.0," nikkei 300 index year to date"," Economy &amp; Finance"," "," nr-clueweb22-en0000-57-03305",false,-1 - -1," clueweb22-en0001-53-11210",false,-2.47265625 - 13.69459," clueweb22-en0022-03-15853",false,-0.9501953125 - 13.99139," random-clueweb09-en0009-64-30845",false,-2 - -2," clueweb22-en0042-55-06531",false,-3.275390625 - 14.175603," clueweb22-en0011-66-00028",false,-3.1171875 - 14.430619," clueweb22-en0043-83-02393",false,-3.72265625 - 14.664904," clueweb22-en0033-34-02810",false,-4.62109375 - 14.030012," clueweb22-en0016-89-18572",false,-4.3671875 - 14.178666," clueweb22-en0031-98-10580",false,-3.1640625 - 14.60713," clueweb22-en0002-07-04698",false,-4.00390625 - 13.821504," clueweb22-en0031-78-02843",false,-1.5849609375 - 13.951585," nr-clueweb22-en0031-59-16609",false,-1 - -1,0,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3WSELTNVR8IG76YJVHIROHYLVLAAT7,A1E77HZO63E334,2023-03-30T14:19:06,THURSDAY,1680200346000,1680200585000,239.0,3.9833333333333334,23.133,0.0," usd to euro rate"," Economy &amp; Finance"," "," clueweb22-en0021-37-13813",true,-1.7119140625 - 11.8334255," clueweb22-en0013-09-15235",true,-1.8037109375 - 11.832945," clueweb22-en0044-75-07905",true,-1.9375 - 11.832945," clueweb22-en0025-20-08447",true,-1.529296875 - 11.832945," nr-clueweb22-en0037-34-03157",false,-1 - -1," clueweb22-en0000-74-10803",true,-1.5625 - 11.833605," clueweb22-en0036-80-04846",true,-1.509765625 - 11.663561," clueweb22-en0029-29-13132",true,-1.751953125 - 11.833125," clueweb22-en0009-73-14731",true,-1.90234375 - 11.743945," clueweb22-en0041-97-02703",true,-1.6455078125 - 11.832945," clueweb22-en0002-18-18488",true,-1.5927734375 - 11.832945," nr-clueweb22-en0037-47-04176",false,-1 - -1," random-clueweb09-enwp00-42-07293",false,-2 - -2,10,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3MAOD8E57VQU861S9VOTZQ3R7OXNXN,ASTY1XNJS7RSV,2023-03-30T14:24:31,THURSDAY,1680200671000,1680200757000,86.0,1.4333333333333333,40.52,0.0," stainless steel side by side refrigerator"," Shopping"," "," nr-clueweb22-en0026-43-01825",false,-1 - -1," random-clueweb09-en0005-85-21121",false,-2 - -2," clueweb22-en0018-75-12234",true,-3.71484375 - 16.306253," clueweb22-en0031-18-05752",false,-4.77734375 - 16.472008," clueweb22-en0005-45-07664",false,-4.15234375 - 16.270912," clueweb22-en0037-23-02399",false,-3.740234375 - 16.252695," clueweb22-en0033-77-08132",false,-5.0078125 - 16.41215," clueweb22-en0045-41-10924",false,-3.65625 - 16.280325," clueweb22-en0031-40-01646",false,-2.966796875 - 16.278717," nr-clueweb22-en0033-41-00978",false,-1 - -1," clueweb22-en0036-69-03647",false,-2.578125 - 16.315195," clueweb22-en0003-38-00165",false,-1.59765625 - 16.453636," clueweb22-en0039-55-03990",false,-2.45703125 - 16.30444,1,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3WQ3B2KGEDWKHWR2ZCYDDMZWLK4B1U,A2H1RXUC8XNNIW,2023-03-30T14:19:16,THURSDAY,1680200356000,1680200793000,437.0,7.283333333333333,22.454,0.0," Who was don pedro II"," History"," "," random-clueweb09-enwp00-42-07293",false,-2 - -2," clueweb22-en0042-72-09760",false,-3.4140625 - 13.470882," nr-clueweb22-en0030-76-00699",false,-1 - -1," clueweb22-en0028-58-19660",false,-3.212890625 - 13.390821," clueweb22-en0020-21-06906",false,-3.32421875 - 13.051022," nr-clueweb22-en0039-29-02448",false,-1 - -1," clueweb22-en0042-56-08797",false,-3.01953125 - 13.095293," clueweb22-en0006-49-09127",false,-2.310546875 - 13.005567," clueweb22-en0017-58-08440",false,-3.154296875 - 13.060006," clueweb22-en0026-38-09436",true,-3.0 - 13.420759," clueweb22-en0038-48-05726",false,-4.66796875 - 13.626442," clueweb22-en0032-66-02584",false,-2.435546875 - 13.097179," clueweb22-en0017-95-09096",false,-4.0390625 - 12.968147,1,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,32KTQ2V7RIVYPSYUUE3F68S9VVWM93,A17K7GPL0TSQUK,2023-03-30T14:21:57,THURSDAY,1680200517000,1680200870000,353.0,5.883333333333334,21.512,0.0," Where to buy a puppy"," Pets"," "," clueweb22-en0000-62-10878",true,-2.12109375 - 8.527599," clueweb22-en0033-00-18105",false,-3.25 - 8.494243," clueweb22-en0016-24-11212",true,-2.728515625 - 8.866767," clueweb22-en0004-71-03432",false,-2.85546875 - 8.550651," clueweb22-en0013-66-06476",true,-1.7900390625 - 8.473175," nr-clueweb22-en0032-95-08962",false,-1 - -1," clueweb22-en0030-09-00563",false,-1.515625 - 8.4652815," clueweb22-en0011-83-15270",false,-3.853515625 - 8.449853," clueweb22-en0043-50-09132",false,-2.1796875 - 8.601655," random-clueweb09-enwp03-08-12100",false,-2 - -2," nr-clueweb22-en0028-63-07394",false,-1 - -1," clueweb22-en0021-51-07104",true,-2.302734375 - 8.66995," clueweb22-en0015-06-01350",false,-4.92578125 - 8.46726,4,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,39OWYR0EPP77KJELG3RIAZ1R735YFX,A2CWJRAEFZ44HU,2023-03-30T14:23:15,THURSDAY,1680200595000,1680200978000,383.0,6.383333333333334,16.395,0.0," local dog trainer"," Pets"," "," random-clueweb09-en0008-13-05976",false,-2 - -2," clueweb22-en0033-87-07341",false,-2.234375 - 9.737876," clueweb22-en0039-52-11699",true,-2.65234375 - 9.579041," clueweb22-en0005-18-10944",true,-2.79296875 - 9.65999," clueweb22-en0001-95-08830",false,-6.32421875 - 9.572579," clueweb22-en0037-51-18923",true,-2.708984375 - 9.534242," clueweb22-en0011-60-07868",true,-2.453125 - 9.501236," nr-clueweb22-en0039-02-07525",false,-1 - -1," clueweb22-en0036-57-08425",true,-2.2578125 - 9.683115," clueweb22-en0018-65-05770",true,-1.8291015625 - 9.496092," nr-clueweb22-en0039-25-07966",false,-1 - -1," clueweb22-en0028-95-09242",true,-2.216796875 - 9.784648," clueweb22-en0030-37-08159",true,-2.009765625 - 9.493392,8,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,326O153BMNECGUJYPWKYFW6QDEKDEM,A1VMPZVVVZUCS4,2023-03-30T14:22:28,THURSDAY,1680200548000,1680201318000,770.0,12.833333333333334,12.257,0.0," amusement parks in michigan"," Recreation"," "," clueweb22-en0030-99-00325",false,-6.0859375 - 12.728719," nr-clueweb22-en0002-55-14471",false,-1 - -1," clueweb22-en0019-61-11973",true,-2.017578125 - 12.906342," clueweb22-en0014-90-07390",true,-1.1025390625 - 13.200698," random-clueweb09-en0000-87-03924",false,-2 - -2," nr-clueweb22-en0008-26-17875",false,-1 - -1," clueweb22-en0037-63-00165",false,-3.771484375 - 13.231564," clueweb22-en0004-34-05464",true,-0.017669677734375 - 12.797759," clueweb22-en0038-03-15627",true,-2.205078125 - 13.231408," clueweb22-en0016-52-14008",true,-1.046875 - 12.804664," clueweb22-en0010-57-19961",true,-0.1981201171875 - 13.898512," clueweb22-en0031-57-16028",false,-1.53515625 - 12.683381," clueweb22-en0024-37-02512",true,-1.0205078125 - 13.27328,7,0
3G5RUKN2FGJ1KQL0GDCEV3LJWNIN9U,3HVVDCPGTJ8H3OWMBNW7R3GSYCDYT5,A3RYI5HXC2MJLN,2023-03-30T14:24:22,THURSDAY,1680200662000,1680201690000,1028.0,17.133333333333333,884.61,0.0," ways to lower a1c"," Health &amp; Wellness"," "," clueweb22-en0010-48-01785",true,-1.654296875 - 11.999294," clueweb22-en0006-60-10544",true,-3.830078125 - 12.140644," clueweb22-en0028-59-01600",false,-4.28515625 - 12.1755905," clueweb22-en0006-25-12747",false,-4.2578125 - 12.445563," clueweb22-en0006-63-12198",false,-1.876953125 - 12.16247," nr-clueweb22-en0015-41-09581",false,-1 - -1," clueweb22-en0037-94-05310",false,-4.07421875 - 12.128858," random-clueweb09-en0002-82-08074",false,-2 - -2," nr-clueweb22-en0020-39-17710",false,-1 - -1," clueweb22-en0019-97-01566",false,-4.046875 - 12.028591," clueweb22-en0033-66-18602",true,-3.490234375 - 12.066639," clueweb22-en0001-10-06375",true,-3.279296875 - 12.089803," clueweb22-en0013-43-13576",false,-1.611328125 - 12.032881,4,0
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,37FMASSAYH7VH2N07JJJ5LGI2MDBIK,A1YSYI926BBOHW,2023-03-30T14:14:20,THURSDAY,1680200060000,1680200268000,208.0,3.466666666666667,181.259,0.0," how many calories are in a pizza"," Food &amp; Drink"," "," clueweb22-en0032-27-08552",true,-3.01171875 - 12.126065," clueweb22-en0029-07-02698",true,-2.74609375 - 12.124948," clueweb22-en0009-75-06481",true,-2.609375 - 12.062801," clueweb22-en0016-58-09410",true,-2.771484375 - 12.13191," clueweb22-en0024-81-10071",true,-2.359375 - 12.111767," clueweb22-en0011-44-09180",true,-2.478515625 - 12.103193," clueweb22-en0000-44-12622",true,-2.330078125 - 12.071504," clueweb22-en0003-75-11025",true,-2.330078125 - 12.081797," clueweb22-en0044-56-13796",true,-3.49609375 - 12.064674," random-clueweb09-en0007-29-30662",false,-2 - -2," nr-clueweb22-en0022-13-05814",false,-1 - -1," clueweb22-en0021-26-13766",true,-2.8359375 - 12.099178," nr-clueweb22-en0010-26-12949",false,-1 - -1,10,0
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,38JBBYETQTQZGY05WLJ5CSCK01QE49,A32GQGD6EUJGDJ,2023-03-30T14:16:24,THURSDAY,1680200184000,1680200307000,123.0,2.05,11.391,0.0," arts"," Health &amp; Wellness"," "," clueweb22-en0033-00-05469",false,-5.44140625 - 3.5785358," clueweb22-en0018-32-08177",false,-4.68359375 - 3.5805814," clueweb22-en0006-15-11237",false,-5.41015625 - 3.5807543," clueweb22-en0042-74-03686",false,-5.08984375 - 3.5880666," clueweb22-en0041-92-16880",false,-4.81640625 - 3.5780878," nr-clueweb22-en0016-98-11699",false,-1," clueweb22-en0025-40-04804",true,-5.578125 - 3.5837855," clueweb22-en0041-96-17860",true,-2.505859375 - 3.5777352," random-clueweb09-en0003-07-27095",false,-2 - -2," nr-clueweb22-en0021-26-12356",false,-1," clueweb22-en0016-98-11699",false,-3.484375 - -1," clueweb22-en0000-41-11027",false,-4.38671875 - 3.5774493," clueweb22-en0021-26-12356",false,-4.9375 - -1,2,0
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,3BF51CHDT0QU1K963L49LSJKB530HW,A2H1RXUC8XNNIW,2023-03-30T14:19:02,THURSDAY,1680200342000,1680200469000,127.0,2.1166666666666667,17.166,0.0," best food in brazil"," Food &amp; Drink"," "," clueweb22-en0032-09-13260",true,-1.4033203125 - 8.099782," clueweb22-en0026-45-01163",true,-1.439453125 - 7.7569833," clueweb22-en0014-39-17426",false,-2.224609375 - 7.9893575," clueweb22-en0008-16-18898",true,-2.404296875 - 7.877028," clueweb22-en0004-66-13539",false,-3.138671875 - 7.7695847," clueweb22-en0029-48-19660",false,-1.994140625 - 7.9960546," nr-clueweb22-en0004-81-09169",false,-1 - -1," clueweb22-en0019-59-13123",false,-1.8916015625 - 7.896767," clueweb22-en0005-87-03291",false,-3.236328125 - 7.8129644," nr-clueweb22-en0017-57-11312",false,-1 - -1," random-clueweb09-enwp03-08-12100",false,-2 - -2," clueweb22-en0001-53-12541",true,-1.177734375 - 7.895534," clueweb22-en0012-30-08950",false,-2.37890625 - 7.787921,4,0
3JMNNNO3C5KG709FN5OMHZQWJTD2W9,31LM9EDVOQ8TDMW3SR9S8HVCWQINJZ,A1SX8IVV82M0LW,2023-03-30T14:22:51,THURSDAY,1680200571000,1680200672000,101.0,1.6833333333333333,14.33,0.0," how to get rid of stains in ceramic sink"," Solve a problem"," "," clueweb22-en0027-30-11595",true,-3.146484375 - 18.87512," clueweb22-en0003-08-11058",false,-3.150390625 - 17.10609," clueweb22-en0016-12-02221",false,-3.1171875 - 18.280003," random-clueweb09-en0008-31-37861",false,-2 - -2," clueweb22-en0027-31-19715",false,-3.447265625 - 16.897663," nr-clueweb22-en0024-72-03413",false,-1 - -1," clueweb22-en0032-32-16005",true,-2.630859375 - 18.727482," clueweb22-en0032-89-19182",true,-2.37109375 - 17.492119," clueweb22-en0040-08-11165",true,-1.23828125 - 18.369858," nr-clueweb22-en0027-07-01143",false,-1 - -1," clueweb22-en0019-40-09241",false,-4.34765625 - 17.007893," clueweb22-en0038-60-17626",true,-2.1328125 - 17.223423," clueweb22-en0038-63-00717",false,-3.888671875 - 17.274166,5,0
