HITid,AssignmentId,WorkerId,Category,Query,Num Selected,Num NR Selected,Reject
3CVDZS289LG43IRD7YX6SKITFNCFMQ,324G5B4FB8OX8V3UQCIXUFUNBKA70C,AKA8TN8H8DQ6T, Home, things to make home better,1,0,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,3LQ8PUHQFQ858FQM7BTFRWJDBG5IH0,A12VDN3TJJCAQQ, History, First president of the USA,0,0,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,3QFUFYSY93VRMC01RW3BUAXHQJ5F4Y,A1HKLHGRRSSDQN, Health &amp; Wellness, What does B12 do for your body?,3,1,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,39OWYR0EPP77KJELG3RIAZ1OLK5YF3,A1BI34TAR8H9R0, History, World War 2,3,0,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,37W3JXSD6BO9V50G6S1IENNOGNYWY2,A3DTPGXKABAFEJ, Economy &amp; Finance, economy growth this year,6,1,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,34Q075JO12TJX9OS1W1OT53A8YG01E,APRZ7BR8C0ZMQ, Parenting, IVF costs,6,1,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,3S06PH7KSWKDWTPMD8PJ8CNT2NZD1U,A3GAQNTZ1V1VO, Nature, Birds of southeastern Pennsylvania,2,0,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,32RIADZISXK0QH5NXG3A19GWFAP4SY,A1Z8TF04ZG3VRE, Crafts &amp; Hobbies, what crafts can be done using newspaper ?,2,0,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,3PJUZCGDJBWJ43WQ0DTW1QRBP8998C,A14GKRTUEHBLBZ, Science, what is dark matter,5,0,a
37VHPF5VZGJIFH5ZMVXMFWWVY5V8CK,3WYP994K1C7B1QLAFAOEGTOBSM56YD,AKA8TN8H8DQ6T, History, French revaluation,1,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,3UOUJI6MTIU73WL16W0FDLVIT1BXUG,A12VDN3TJJCAQQ, Science, Biggest volcano in USA,0,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,3QUO65DNQZ4K9N7955DJU84PHXKOUG,A1HKLHGRRSSDQN, Science, How do killer t-cells work?,5,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,3VZLGYJEYQQOPVFBCJZNUDAXVJ4XZJ,A1BI34TAR8H9R0, Nature, Biggest forests,4,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,351SEKWQS5XASIBB6U8HS4BW0XDDMJ,A3DTPGXKABAFEJ, Technology, new mobile phone,4,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,378XPAWRUHTQYSI815JNAAW9YM2IAE,APRZ7BR8C0ZMQ, Crafts &amp; Hobbies, Pollinate Iris,0,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,35GCEFQ6IA4C9X8XSUSZNXLTOPMZ36,A3GAQNTZ1V1VO, History, Causes of the 1917 Russian Revolution,9,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,3VW6495TLOGDKAVGLTJ6ZK84RWHYYO,A1Z8TF04ZG3VRE, History," Of the kings who ruled India, who is considered best and why ?",3,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,3NQL1CS15WOWGG0BGIWMSL4A9FUYVU,A14GKRTUEHBLBZ, Sports, what country got most gold in the winter olympics,3,0,a
3M0556244W0AL0CDJZC65Z7TKDMFNQ,3PEIJLRY6Y9KV0A61WFGV9GFEI3WXX,AKA8TN8H8DQ6T, Economy &amp; Finance, oil prices,6,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,33PPO7FEC0VOWZLKLFAP0B4FJODDIN,A12VDN3TJJCAQQ, Food &amp; Drink, Thai food in columbus ohio,1,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3U5NZHP4LWIXP1DQK6JZ0TKPXUDPHW,A1HKLHGRRSSDQN, Politics, How does the house of lords work?,5,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3M0BCWMB80CDIX75W0NY6CPNVEDWBK,A1BI34TAR8H9R0, Entertainment, Best horror movies,2,1,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3PMBY0YE2CJLG6M3HP913CNUFYUC9J,A3DTPGXKABAFEJ, Politics, USA politics news,4,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3ZSY5X72N2RSTVFS1BIEPXH5AZMRON,A1JTIHM006U9WM, Food &amp; Drink, best italian restaurant new york,3,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3HFNH7HEMMU4PHJU0DG6FYYYNRWQG1,APRZ7BR8C0ZMQ, Home, Repair floor squeak,4,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3HMIGG0U4QMY544Y8PLC07K2YHAY86,A3GAQNTZ1V1VO, Spirituality, Conservative Christian denominations,3,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3ZY8KE4ISOJN7E9PP8FSFZ18A6XVQ8,A1Z8TF04ZG3VRE, Style, which city is the fashion capital of the world?,4,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,39RP059MEM9HDLDRSYHBXENWXD1BMC,A14GKRTUEHBLBZ, Parenting, is single child alright,1,0,a
3RKHNXPHH0CYWCO0HBFPZ7RS05WKUP,3CCZ6YKWRCZ0HLDO2FMTP6HKNI995B,AKA8TN8H8DQ6T, Pets, How to maintain fish tank,6,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3WOKGM4L76W4T1VT7YZZ51GI1820OB,A12VDN3TJJCAQQ, Recreation, Fishing charters cleveland ohio,6,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3VE8AYVF8RDS5DN33ZTOBMDMS528FZ,A1HKLHGRRSSDQN, Entertainment, Best documentaries,5,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3OLF68YTNEH6O1GI0XD27DJHIT3AF6,A1BI34TAR8H9R0, Health &amp; Wellness, Healthy diet,8,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,33IZTU6J86HROJTXHR5FYKDU847SXC,A3DTPGXKABAFEJ, Spirituality, yoga class,4,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3AAPLD8UCHXVHT6X1NSJ53LMMY8THH,APRZ7BR8C0ZMQ, Economy &amp; Finance, inflation hedge protection,4,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3DBQWDE4YBEL6NHI3P5Y77C4S755NL,A3GAQNTZ1V1VO, Technology, Basic computer programming for beginners,5,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3QY7M81QHC2ZLLAYU5SFDZ9WPIY7K0,A1Z8TF04ZG3VRE, Shopping, which sunglasses are best to buy?,9,1,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3OLQQLKKNX5PJGJQZS69IU10WGJEJB,A14GKRTUEHBLBZ, Food &amp; Drink, best beer in wisconsin,4,0,a
3VADEH0UIGDJSQTC5YPXGNV39IHPSF,3ZQIG0FLQJWSRB5B1HEY7OJUY7VWVU,AKA8TN8H8DQ6T, Food &amp; Drink, How to make beef wellington,6,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3C5W7UE9CK6OQOGSXU9TMBEOGF8XMO,A12VDN3TJJCAQQ, Nature, Wildlife areas near columbus ohio,4,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3VBEN272MPFG2XY7SH5BAYDZ5E8GS5,A1BI34TAR8H9R0, Arts, Banksy,3,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3P1L2B7AD65HQXKFWRLI3L8646SOLN,A1HKLHGRRSSDQN, Nature, List of Dog Breeds in the US,5,2,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3R6BYFZZPCSIKEOBB75GRLUFJECXFX,A3DTPGXKABAFEJ, Science, new discoveries in science,3,1,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3IHR8NYAMCH3DPPV5ZZG64BLSQYP4J,A1JTIHM006U9WM, Spirituality, purpose of life,4,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3LWJHTCVCH2YBHNZPTAOXDYMMCWQF2,APRZ7BR8C0ZMQ, Recreation, yellowstone park fees,4,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3TUI152ZZG37L2TRIUV38BUSL2O1QN,A3GAQNTZ1V1VO, Sports, 2003 MLB NL MVP,2,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3WMOAN2SRGD24HWX9GNBB5635VCNVF,A1Z8TF04ZG3VRE, Spirituality, which religion has highest follower world-wide ?,1,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3IO1LGZLKEDWMKUS26QKHG09Z7168Y,A14GKRTUEHBLBZ, Economy &amp; Finance, what buffet invests in,0,0,a
3RSBJ6YZFG6S3LCPKECJKO7YANRFO5,3NXNZ5RS1FDF4PR7Q81QNQVGEO497Q,AKA8TN8H8DQ6T, Sports, Cricket,6,0,a
