HITid,AssignmentId,WorkerId,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
39O6Z4JLY6D4TRC7LK4JLN1D6NIVXC,3180JW2OT9SPNXQXORD6E0VN1USJ5J,A38IPIPA3T3G4,1.62687E+12,1.62687E+12,551,9.183333333,62.682,0, TD jakes, , Spirituality, clueweb09-en0009-96-27495,FALSE, clueweb09-enwp00-23-11188,TRUE, clueweb09-en0011-25-28251,FALSE, clueweb09-en0004-73-14059,TRUE, nr-clueweb09-en0010-12-17784,FALSE, clueweb09-en0004-73-14089,TRUE, clueweb09-en0002-09-25204,TRUE, clueweb09-en0009-96-31761,FALSE, clueweb09-en0002-47-22292,TRUE, clueweb09-en0003-26-01607,FALSE, random-clueweb09-en0000-21-15033,FALSE, clueweb09-en0002-09-25205,TRUE, nr-clueweb09-en0010-12-17775,FALSE,6,0
39O6Z4JLY6D4TRC7LK4JLN1D6NIVXC,3KV0LJBBH714TSUGOV31XTS0X6DMR5,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,78,1.3,20.19,0, health benefits of coffee, , Health &amp; Wellness, clueweb09-en0000-73-28546,FALSE, clueweb09-en0004-62-22390,TRUE, clueweb09-en0008-98-40076,FALSE, nr-clueweb09-en0006-03-29750,FALSE, clueweb09-en0008-31-00018,FALSE, clueweb09-en0006-03-07357,FALSE, clueweb09-en0011-20-15080,FALSE, clueweb09-en0000-30-16481,TRUE, clueweb09-en0008-72-24897,FALSE, random-clueweb09-en0011-47-15958,FALSE, clueweb09-en0006-30-24611,FALSE, clueweb09-en0006-68-38089,TRUE, nr-clueweb09-en0007-43-15775,FALSE,3,0
39O6Z4JLY6D4TRC7LK4JLN1D6NIVXC,3A4TN5196PYEVC4MF1XTGTLIGJEHCO,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,47,0.783333333,7.903,0, cat treatment, , Pets, nr-clueweb09-en0002-80-24128,FALSE, clueweb09-en0004-11-24012,TRUE, clueweb09-en0010-66-00160,TRUE, random-clueweb09-en0009-64-30845,FALSE, clueweb09-en0010-81-07608,TRUE, clueweb09-en0005-82-30488,TRUE, clueweb09-en0000-03-28637,TRUE, clueweb09-en0006-06-42520,TRUE, clueweb09-en0000-07-05497,TRUE, clueweb09-en0005-44-29829,FALSE, clueweb09-en0010-81-07613,TRUE, clueweb09-en0006-92-20670,TRUE, nr-clueweb09-en0010-86-25744,TRUE,9,1
39O6Z4JLY6D4TRC7LK4JLN1D6NIVXC,3IQ1VMJRYY0XNRP5XBDAXHX6X3PA9T,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,64,1.066666667,31.506,0, flights to Tokyo, , Travel, clueweb09-en0004-72-13444,TRUE, clueweb09-en0005-51-21333,FALSE, clueweb09-en0005-51-21328,FALSE, clueweb09-en0001-14-16593,TRUE, clueweb09-en0006-13-26964,FALSE, clueweb09-en0005-92-15282,FALSE, clueweb09-en0007-56-07294,FALSE, clueweb09-en0000-13-03937,TRUE, clueweb09-enwp03-36-05456,FALSE, random-clueweb09-en0000-21-15033,FALSE, nr-clueweb09-en0008-48-37150,FALSE, clueweb09-en0001-28-23608,FALSE, nr-clueweb09-en0000-02-04418,TRUE,3,1
39O6Z4JLY6D4TRC7LK4JLN1D6NIVXC,31UV0MXWNVSTSM6R69S62ZGNOFPI5S,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,96,1.6,21.734,0, When is the next world cup ?, , Sports, clueweb09-en0004-88-15092,TRUE, nr-clueweb09-en0011-79-13317,FALSE, clueweb09-en0000-61-00853,FALSE, clueweb09-en0003-63-19461,FALSE, clueweb09-en0011-59-18841,TRUE, clueweb09-en0006-00-31900,FALSE, clueweb09-en0007-72-33038,FALSE, clueweb09-en0003-55-27864,FALSE, clueweb09-en0011-96-36787,FALSE, clueweb09-en0002-06-16509,TRUE, clueweb09-en0007-72-10252,FALSE, random-clueweb09-en0009-06-35915,FALSE, nr-clueweb09-en0003-63-13515,FALSE,3,0
34O39PNDLAO5NHSP747RVTLI2EHBRQ,3EICBYG649CAMIZC310ES61XTBEJCR,A38IPIPA3T3G4,1.62687E+12,1.62687E+12,370,6.166666667,91.22,0, covid relief payment, , Economy &amp; Finance, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0006-92-38860,FALSE, clueweb09-en0011-05-40239,FALSE, clueweb09-en0005-95-32246,FALSE, nr-clueweb09-en0011-05-30202,FALSE, clueweb09-en0007-53-14758,FALSE, clueweb09-en0007-53-14737,FALSE, clueweb09-en0006-67-19882,FALSE, clueweb09-en0009-99-12062,FALSE, clueweb09-en0006-60-12321,FALSE, clueweb09-en0005-65-03630,TRUE, clueweb09-en0007-08-19960,FALSE, nr-clueweb09-en0011-43-15987,FALSE,1,0
34O39PNDLAO5NHSP747RVTLI2EHBRQ,3WS1NTTKE3SANOI08VG9I774RF2F0T,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,97,1.616666667,69.969,0, us vice presidents, , Politics, clueweb09-en0004-83-00694,FALSE, clueweb09-enwp01-76-13745,TRUE, clueweb09-en0011-58-05873,FALSE, clueweb09-en0001-88-27803,FALSE, clueweb09-en0005-48-16117,FALSE, nr-clueweb09-en0011-30-32837,FALSE, clueweb09-en0011-15-05350,FALSE, random-clueweb09-en0003-33-30335,FALSE, clueweb09-en0000-05-07972,FALSE, clueweb09-en0006-86-06661,FALSE, clueweb09-en0009-41-22573,FALSE, clueweb09-en0001-88-27804,FALSE, nr-clueweb09-en0008-89-26749,FALSE,1,0
34O39PNDLAO5NHSP747RVTLI2EHBRQ,351SEKWQS5XASIBB6U8HS4BWI5QMD3,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,52,0.866666667,28.104,0, stock market, , Economy &amp; Finance, nr-clueweb09-en0000-06-30429,FALSE, clueweb09-en0011-18-18823,TRUE, clueweb09-en0000-59-12546,FALSE, clueweb09-en0009-32-04797,TRUE, clueweb09-en0001-81-33822,TRUE, clueweb09-en0011-18-18831,TRUE, clueweb09-en0000-59-12365,TRUE, clueweb09-en0001-35-11657,FALSE, clueweb09-en0003-43-34815,FALSE, clueweb09-en0002-77-18494,TRUE, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0009-32-04794,TRUE, nr-clueweb09-en0006-81-03957,TRUE,7,1
34O39PNDLAO5NHSP747RVTLI2EHBRQ,3ZV9H2YQQIN8F23SH78SOTRBPUL3WJ,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,48,0.8,15.683,0, Chicago architecture tours, , Travel, clueweb09-en0000-22-26363,TRUE, nr-clueweb09-en0011-19-30838,FALSE, clueweb09-en0006-31-25538,TRUE, clueweb09-en0001-05-27147,FALSE, random-clueweb09-en0002-82-08074,FALSE, clueweb09-en0001-05-27129,FALSE, clueweb09-en0002-02-17652,FALSE, clueweb09-en0006-31-25621,TRUE, clueweb09-en0004-50-17585,FALSE, clueweb09-en0000-22-26616,TRUE, clueweb09-en0005-74-28148,FALSE, clueweb09-en0010-45-36654,TRUE, nr-clueweb09-en0000-72-26137,FALSE,5,0
34O39PNDLAO5NHSP747RVTLI2EHBRQ,3HUTX6F6VZ3BPBY7ML3DOP9XGETO2O,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,62,1.033333333,25.612,0, How much is the Mona Lisa, , Arts, clueweb09-enwp01-48-01230,TRUE, clueweb09-en0001-76-13253,FALSE, clueweb09-en0011-10-30433,FALSE, clueweb09-en0003-38-04452,FALSE, clueweb09-en0008-40-37850,FALSE, clueweb09-enwp01-87-04176,FALSE, clueweb09-en0006-91-10293,FALSE, clueweb09-en0011-10-30425,FALSE, nr-clueweb09-en0007-44-33359,FALSE, clueweb09-en0001-67-26528,FALSE, random-clueweb09-enwp02-01-03342,FALSE, clueweb09-en0011-99-35314,FALSE, nr-clueweb09-en0007-44-33358,FALSE,1,0
3KG2UQJ0NN47CP2MXFN0HYB7NHTQNT,3A0EX8ZRND4H7225B15MR9A3OUOBY7,AOTSBJGYMR4N8,1.62687E+12,1.62687E+12,47,0.783333333,25.098,0, 1960 us election results, , Politics, clueweb09-enwp03-30-10813,TRUE, clueweb09-en0003-16-03448,FALSE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-en0008-01-08233,FALSE, clueweb09-en0006-57-07948,FALSE, clueweb09-en0005-56-25524,FALSE, clueweb09-enwp00-15-02461,TRUE, nr-clueweb09-enwp03-27-12000,FALSE, clueweb09-en0000-01-04877,FALSE, clueweb09-en0007-81-35608,FALSE, clueweb09-en0007-81-35644,FALSE, clueweb09-en0003-16-03450,FALSE, nr-clueweb09-enwp03-27-11999,FALSE,2,0
3KG2UQJ0NN47CP2MXFN0HYB7NHTQNT,3X4JMASXCRPKA76K3TUDZHGJCHAB07,A38IPIPA3T3G4,1.62688E+12,1.62688E+12,95,1.583333333,41.424,0, how to make a paper mosaic, , Crafts &amp; Hobbies, nr-clueweb09-en0000-63-09723,FALSE, clueweb09-en0003-07-05210,TRUE, clueweb09-en0009-03-31126,TRUE, clueweb09-en0010-92-32454,FALSE, clueweb09-en0011-90-12916,TRUE, random-clueweb09-enwp00-42-07293,FALSE, clueweb09-en0007-23-26012,FALSE, clueweb09-en0009-98-03769,FALSE, clueweb09-en0011-01-28795,FALSE, clueweb09-en0003-14-25094,FALSE, clueweb09-en0002-46-16267,FALSE, clueweb09-en0010-68-33481,TRUE, nr-clueweb09-en0005-49-02741,FALSE,4,0
3KG2UQJ0NN47CP2MXFN0HYB7NHTQNT,3OE22WJIGN4NUZKPKI5NJDZPE6FQU1,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,107,1.783333333,45.735,0, painting, , Crafts &amp; Hobbies, nr-clueweb09-en0002-84-13304,FALSE, clueweb09-en0007-70-12941,TRUE, clueweb09-en0000-21-17842,TRUE, random-clueweb09-enwp03-08-12100,FALSE, clueweb09-en0007-70-12955,FALSE, clueweb09-en0000-21-11286,TRUE, clueweb09-en0004-99-03819,TRUE, clueweb09-en0007-46-09459,TRUE, clueweb09-en0000-75-25887,TRUE, clueweb09-en0010-98-22454,TRUE, clueweb09-en0001-01-03787,TRUE, clueweb09-en0004-99-03833,FALSE, nr-clueweb09-en0004-01-22804,TRUE,8,1
3KG2UQJ0NN47CP2MXFN0HYB7NHTQNT,3180JW2OT9SPNXQXORD6E0VN1U1J5S,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,60,1,23.275,0, BYOB restaurants near me, , Food &amp; Drink, clueweb09-en0006-25-12104,TRUE, clueweb09-en0008-23-02989,FALSE, clueweb09-en0002-84-22718,FALSE, clueweb09-en0006-47-29168,TRUE, clueweb09-en0007-26-16520,FALSE, clueweb09-en0006-25-12109,FALSE, random-clueweb09-en0000-87-03924,FALSE, clueweb09-en0002-06-24397,FALSE, clueweb09-en0002-67-30158,TRUE, nr-clueweb09-en0001-69-26917,FALSE, clueweb09-en0002-94-13696,FALSE, clueweb09-en0000-55-29332,FALSE, nr-clueweb09-en0006-25-11300,FALSE,3,0
3KG2UQJ0NN47CP2MXFN0HYB7NHTQNT,3JMSRU9HQNAYABJKGHKSLICU9AEEVG,A1GTE149CRA7J6,1.62688E+12,1.62688E+12,74,1.233333333,42.033,0, Is there a cure for cancer yet ?, , Science, clueweb09-en0005-36-45012,TRUE, clueweb09-en0006-35-08384,TRUE, nr-clueweb09-en0000-51-12319,FALSE, clueweb09-en0000-06-30356,FALSE, clueweb09-en0010-39-11388,TRUE, clueweb09-en0000-33-02576,FALSE, clueweb09-en0005-18-25284,FALSE, clueweb09-en0008-55-22471,FALSE, clueweb09-en0002-28-33779,FALSE, random-clueweb09-en0009-64-30845,FALSE, clueweb09-en0007-34-34333,TRUE, clueweb09-en0002-41-28413,FALSE, nr-clueweb09-en0003-02-02521,FALSE,4,0
308KJXFUKVMDKM0P5FCQ0X2U8HTTAQ,3G0WWMR1U00AZ90GNHT15I7V6AKNQ4,AOTSBJGYMR4N8,1.62687E+12,1.62687E+12,51,0.85,20.338,0, best bird species for pets, , Pets, nr-clueweb09-en0002-07-18242,FALSE, clueweb09-en0000-32-26527,TRUE, clueweb09-en0000-40-18468,TRUE, clueweb09-en0005-78-19277,FALSE, clueweb09-en0003-10-08475,TRUE, clueweb09-en0003-70-06463,FALSE, clueweb09-en0000-40-18505,FALSE, clueweb09-en0005-78-19098,TRUE, random-clueweb09-en0003-07-27095,FALSE, clueweb09-en0003-70-06466,FALSE, clueweb09-en0001-98-19307,FALSE, clueweb09-en0006-85-26708,FALSE, nr-clueweb09-en0005-01-03455,FALSE,4,0
308KJXFUKVMDKM0P5FCQ0X2U8HTTAQ,3SBEHTYCWSJRUAGBHBX3DWEGJK7YI2,A6717SDXOR1OP,1.62687E+12,1.62687E+12,143,2.383333333,22.16,0, aids vaccine, , Science, clueweb09-en0008-67-13055,TRUE, clueweb09-en0008-67-13050,TRUE, clueweb09-en0000-97-24420,TRUE, clueweb09-en0006-52-12334,TRUE, nr-clueweb09-en0009-32-28426,TRUE, random-clueweb09-en0007-00-09110,FALSE, clueweb09-enwp00-17-11852,TRUE, clueweb09-enwp03-27-22246,TRUE, clueweb09-en0000-39-09375,TRUE, clueweb09-en0006-52-22610,TRUE, clueweb09-en0008-09-12218,TRUE, clueweb09-en0005-47-18625,TRUE, nr-clueweb09-en0009-32-28408,TRUE,10,2
308KJXFUKVMDKM0P5FCQ0X2U8HTTAQ,3MAOD8E57VQU861S9VOTZQ3O3D8NX2,A38IPIPA3T3G4,1.62688E+12,1.62688E+12,130,2.166666667,82.249,0, intel cores, , Technology, random-clueweb09-en0008-13-05976,FALSE, clueweb09-en0008-18-01276,TRUE, clueweb09-enwp00-88-22740,TRUE, nr-clueweb09-en0003-84-28677,FALSE, clueweb09-en0007-15-36699,TRUE, clueweb09-enwp01-07-00252,FALSE, clueweb09-en0008-08-33296,TRUE, clueweb09-en0002-30-09147,TRUE, clueweb09-en0011-07-21000,FALSE, clueweb09-en0006-26-01629,TRUE, clueweb09-en0007-15-38517,FALSE, clueweb09-en0000-40-20686,FALSE, nr-clueweb09-en0011-82-27146,FALSE,6,0
308KJXFUKVMDKM0P5FCQ0X2U8HTTAQ,3U0SRXB7CILABAFG0WI1A8H02WNNR6,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,242,4.033333333,6.773,0, tablet, , Technology, clueweb09-enwp01-90-06052,FALSE, nr-clueweb09-en0004-76-20883,TRUE, clueweb09-en0000-51-08098,TRUE, clueweb09-en0011-71-39715,TRUE, random-clueweb09-en0005-85-21121,FALSE, clueweb09-en0009-34-30058,TRUE, clueweb09-en0003-23-24199,FALSE, clueweb09-enwp03-04-21802,FALSE, clueweb09-en0010-53-12517,TRUE, clueweb09-en0009-17-32429,FALSE, clueweb09-en0010-63-06191,FALSE, clueweb09-en0007-58-11818,TRUE, nr-clueweb09-en0009-57-01787,TRUE,5,2
308KJXFUKVMDKM0P5FCQ0X2U8HTTAQ,3TU5ZICBRIHPW2DCHF4INLH0HFV8QB,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,74,1.233333333,27.571,0, hotels in Atlanta, , Travel, clueweb09-en0004-14-32671,TRUE, nr-clueweb09-en0005-03-06401,TRUE, random-clueweb09-en0009-77-38942,FALSE, clueweb09-en0010-85-30959,FALSE, clueweb09-en0005-03-05906,TRUE, clueweb09-en0006-95-09358,FALSE, clueweb09-en0007-51-30527,FALSE, clueweb09-en0008-67-07946,FALSE, clueweb09-en0000-39-24281,TRUE, clueweb09-en0002-12-01114,FALSE, clueweb09-en0007-89-22491,FALSE, clueweb09-en0001-07-02995,TRUE, nr-clueweb09-en0008-83-09894,TRUE,4,2
3R6RZGK0YJSTTW2HQGQL418M8TCVYI,3UWN2HHPU3LMCPFTFLI60IMWOY6SNZ,A38IPIPA3T3G4,1.62688E+12,1.62688E+12,128,2.133333333,73.625,0, play station 2, , Technology, clueweb09-en0002-06-06369,TRUE, clueweb09-en0010-01-22813,FALSE, clueweb09-en0002-10-16874,FALSE, clueweb09-en0002-09-20174,TRUE, nr-clueweb09-en0003-93-20891,TRUE, clueweb09-en0004-15-09814,FALSE, clueweb09-en0008-45-13203,TRUE, clueweb09-en0010-36-02706,FALSE, clueweb09-en0001-69-15327,FALSE, random-clueweb09-en0006-75-34429,FALSE, clueweb09-en0000-58-00858,TRUE, clueweb09-en0004-67-00113,FALSE, nr-clueweb09-en0003-55-04204,FALSE,4,1
3R6RZGK0YJSTTW2HQGQL418M8TCVYI,3XIQGXAUMHO55L95TO743THY3Y4X72,A2WPHVMLLEV5ZB,1.62688E+12,1.62688E+12,38,0.633333333,8.48,0, lady gaga, , Entertainment, clueweb09-enwp01-07-21725,TRUE, nr-clueweb09-en0000-81-17626,TRUE, random-clueweb09-en0002-63-12795,FALSE, clueweb09-enwp01-13-20998,TRUE, clueweb09-en0011-18-00040,TRUE, clueweb09-en0011-71-17877,TRUE, clueweb09-en0008-70-14519,TRUE, clueweb09-en0004-09-01982,TRUE, clueweb09-en0008-39-33464,TRUE, clueweb09-en0000-63-13158,TRUE, clueweb09-en0008-00-25248,TRUE, clueweb09-en0002-08-12278,TRUE, nr-clueweb09-en0009-98-05389,TRUE,10,2
3R6RZGK0YJSTTW2HQGQL418M8TCVYI,3TE3O85735OEMOQNEDKHIKE2R1Y2RW,AOTSBJGYMR4N8,1.62688E+12,1.62688E+12,58,0.966666667,12.714,0, travel guide to cairo, , Travel, clueweb09-en0003-62-17372,TRUE, random-clueweb09-en0002-82-08074,FALSE, clueweb09-en0011-14-25587,FALSE, clueweb09-en0006-58-05972,TRUE, clueweb09-en0003-12-32585,TRUE, clueweb09-en0009-44-14156,FALSE, clueweb09-en0003-62-17371,TRUE, nr-clueweb09-en0007-40-24333,TRUE, clueweb09-en0011-65-17379,TRUE, clueweb09-en0002-13-09099,FALSE, clueweb09-en0011-70-17541,TRUE, clueweb09-en0005-51-20672,FALSE, nr-clueweb09-en0007-40-24332,TRUE,6,2
3R6RZGK0YJSTTW2HQGQL418M8TCVYI,31T4R4OBOXWH2NYA2SBHPGWO2GM7CG,A2ZRL1ZWWXJ0L7,1.62688E+12,1.62688E+12,63,1.05,15.598,0, gaming laptops, , Technology, clueweb09-en0002-36-06213,FALSE, clueweb09-en0005-53-36802,FALSE, clueweb09-en0008-36-24649,TRUE, clueweb09-en0008-04-16281,FALSE, clueweb09-en0010-25-07202,TRUE, clueweb09-en0004-91-25272,FALSE, nr-clueweb09-en0008-00-05057,TRUE, random-clueweb09-en0003-07-27095,FALSE, clueweb09-en0001-89-21213,FALSE, clueweb09-en0002-36-06214,FALSE, clueweb09-en0004-80-02182,FALSE, clueweb09-en0010-09-34084,FALSE, nr-clueweb09-en0002-31-00608,FALSE,2,1
