HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Category,FilteredDocs,doc1id,doc1selected,doc1score,doc2id,doc2selected,doc2score,doc3id,doc3selected,doc3score,doc4id,doc4selected,doc4score,doc5id,doc5selected,doc5score,doc6id,doc6selected,doc6score,doc7id,doc7selected,doc7score,doc8id,doc8selected,doc8score,doc9id,doc9selected,doc9score,doc10id,doc10selected,doc10score,doc11id,doc11selected,doc11score,doc12id,doc12selected,doc12score,doc13id,doc13selected,doc13score,Num Relevant Selected,Num NR Selected
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3Z9WI9EOZ44WEAGA7EER4CYTOT7HKW,A1E77HZO63E334,2023-03-28T17:45:12,TUESDAY,1680039912000,1680040163000,251.0,4.183333333333334,38.55,0.0," art supply store chains in the US"," Arts"," "," clueweb22-en0025-16-08586",false,-1.84375 - 10.358516," clueweb22-en0018-21-05893",false,-2.2734375 - 10.327329," clueweb22-en0032-53-16809",false,-1.9921875 - 10.230151," random-clueweb09-en0008-31-37861",false,-2 - -2," clueweb22-en0022-40-03528",false,-2.16796875 - 10.667026," nr-clueweb22-en0027-18-04290",false,-1 - -1," clueweb22-en0016-72-14995",false,-2.466796875 - 10.233378," nr-clueweb22-en0024-78-06958",false,-1 - -1," clueweb22-en0007-54-00546",false,-2.224609375 - 10.349143," clueweb22-en0029-12-02002",false,-2.353515625 - 10.227105," clueweb22-en0020-29-13037",false,-2.16796875 - 10.241871," clueweb22-en0037-03-17736",false,-2.0625 - 11.234235," clueweb22-en0028-94-07496",false,-2.353515625 - 11.100725,0,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3RGU30DZTFONV4B3GQUSV26CQQ7MJC,A2H1RXUC8XNNIW,2023-03-28T17:48:10,TUESDAY,1680040090000,1680040199000,109.0,1.8166666666666667,24.297,0.0," what is the best deals of 2022"," Shopping"," "," clueweb22-en0036-17-17242",false,-1.763671875 - 6.88091," clueweb22-en0012-38-04569",false,-1.8916015625 - 6.9533234," clueweb22-en0031-79-14199",false,-1.8916015625 - 6.884206," clueweb22-en0043-01-12054",false,-2.40234375 - 6.9032927," random-clueweb09-enwp03-08-12100",false,-2 - -2," clueweb22-en0020-31-01875",false,-1.8916015625 - 6.863885," nr-clueweb22-en0031-67-10135",false,-1 - -1," clueweb22-en0033-09-05271",true,-2.40234375 - 6.935319," clueweb22-en0031-35-10962",false,-2.48046875 - 6.990812," clueweb22-en0032-67-12323",false,-2.5078125 - 6.8939543," nr-clueweb22-en0039-63-05478",false,-1 - -1," clueweb22-en0012-03-00102",false,-2.470703125 - 6.8546624," clueweb22-en0008-73-08124",false,-2.349609375 - 6.8936987,1,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3Z7VU45IP3XGZUUI5QEGZ46ZBDPZ12,A1LGGK1BGSZ1R7,2023-03-28T17:48:44,TUESDAY,1680040124000,1680040352000,228.0,3.8,68.294,0.0," Has a woman ever been Prime Minister of Canada"," Politics"," "," clueweb22-en0036-39-01807",false,-2.076171875 - 15.329149," clueweb22-en0025-19-05167",true,-1.8173828125 - 17.249872," clueweb22-en0012-21-09802",false,-2.21484375 - 14.7546," clueweb22-en0009-45-16934",false,-1.955078125 - 15.342317," clueweb22-en0001-48-04401",false,-2.59375 - 15.116712," nr-clueweb22-en0025-33-04801",false,-1 - -1," clueweb22-en0009-91-19053",true,-2.076171875 - 14.756747," random-clueweb09-en0011-47-15958",false,-2 - -2," clueweb22-en0020-20-11856",false,-2.076171875 - 14.868212," clueweb22-en0023-50-02458",false,-2.19921875 - 14.745468," clueweb22-en0004-35-01331",false,-2.076171875 - 14.781101," nr-clueweb22-en0014-71-02070",false,-1 - -1," clueweb22-en0023-05-03068",false,-2.076171875 - 15.255444,2,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3O7L7BFSHJ5TO5ZKHAL96TM349SEI4,A3UUH3632AI3ZX,2023-03-28T17:58:31,TUESDAY,1680040711000,1680040756000,45.0,0.75,15.84,0.0," who won the stanley cup in 2021"," Sports"," "," clueweb22-en0020-13-11639",false,-1.51171875 - 14.215134," clueweb22-en0036-03-01231",false,-1.51171875 - 14.323281," nr-clueweb22-en0007-75-09852",false,-1 - -1," clueweb22-en0033-04-14807",false,-1.51171875 - 14.544101," clueweb22-en0020-03-08129",false,-1.51171875 - 14.354229," clueweb22-en0008-42-00104",false,-2.0703125 - 14.695036," random-clueweb09-en0008-13-05976",false,-2 - -2," clueweb22-en0043-45-13265",false,-1.51171875 - 14.338296," clueweb22-en0012-80-18169",false,-2.0703125 - 14.253368," clueweb22-en0028-85-12945",false,-2.0703125 - 14.251472," clueweb22-en0000-39-16130",true,-1.51171875 - 14.364103," clueweb22-en0007-68-18772",false,-1.51171875 - 14.164031," nr-clueweb22-en0005-23-04827",false,-1 - -1,1,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3R6P78PK7PRHHXBMHHA1K39OS6NTGH,A2VO8C41JJIQY9,2023-03-28T17:56:47,TUESDAY,1680040607000,1680040782000,175.0,2.9166666666666665,23.924,0.0," how big is grand canyon"," Nature"," "," clueweb22-en0020-52-05715",false,-2.080078125 - 11.292088," clueweb22-en0033-03-14518",false,-2.87109375 - 11.44074," clueweb22-en0039-65-03398",false,-2.6796875 - 11.313781," clueweb22-en0003-28-15000",false,-2.6796875 - 11.156898," clueweb22-en0008-14-18399",true,-3.162109375 - 11.063802," nr-clueweb22-en0028-26-19599",false,-1 - -1," nr-clueweb22-en0006-02-16570",false,-1 - -1," random-clueweb09-en0008-13-05976",false,-2 - -2," clueweb22-en0023-03-07515",false,-2.6796875 - 11.13107," clueweb22-en0030-59-03219",false,-2.658203125 - 11.207331," clueweb22-en0045-73-00929",false,-2.87109375 - 11.162636," clueweb22-en0011-44-04950",false,-2.080078125 - 11.594646," clueweb22-en0026-07-14830",true,-2.080078125 - 11.45609,2,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,33JKGHPFYHAJEU2OVOMKO9NTZACMNG,A2CFI1X8OKYIL2,2023-03-28T17:48:17,TUESDAY,1680040097000,1680040788000,691.0,11.516666666666667,33.372,0.0," Is Yellowjackets coming back to Showtime for season 2"," Entertainment"," "," clueweb22-en0030-06-17670",true,-2.607421875 - 22.245697," clueweb22-en0014-29-01855",true,-2.18359375 - 21.703287," random-clueweb09-en0007-09-17000",false,-2 - -2," clueweb22-en0005-91-06546",true,-1.7373046875 - 21.487518," clueweb22-en0006-62-09404",false,-2.45703125 - 21.245419," nr-clueweb22-en0008-89-12545",false,-1 - -1," clueweb22-en0015-50-01515",true,-3.1875 - 22.511925," clueweb22-en0000-62-16152",true,-3.1875 - 21.741076," clueweb22-en0039-46-09507",false,-3.1875 - 21.2222," clueweb22-en0039-03-04158",true,-3.1875 - 21.785416," clueweb22-en0022-56-04834",false,-2.45703125 - 22.231619," clueweb22-en0018-27-00882",false,-2.45703125 - 21.391485," nr-clueweb22-en0018-92-02061",false,-1 - -1,6,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3PEIJLRY6Y9KV0A61WFGV9GIZQ0XW2,A1YSYI926BBOHW,2023-03-28T17:50:47,TUESDAY,1680040247000,1680040828000,581.0,9.683333333333334,549.738,0.0," what are the longest living animals"," Nature"," "," clueweb22-en0005-47-10861",true,-2.1328125 - 10.770331," clueweb22-en0038-01-06872",true,-2.34375 - 11.117837," clueweb22-en0027-90-15130",true,-2.1328125 - 11.197806," clueweb22-en0044-72-10393",true,-2.34375 - 10.803069," clueweb22-en0015-43-06780",true,-2.125 - 11.238784," nr-clueweb22-en0039-77-13012",false,-1 - -1," clueweb22-en0036-06-18869",true,-2.34375 - 10.868984," random-clueweb09-en0007-00-09110",false,-2 - -2," clueweb22-en0022-68-07700",true,-2.1328125 - 10.678288," nr-clueweb22-en0018-03-13064",false,-1 - -1," clueweb22-en0003-92-14209",true,-2.34375 - 11.007199," clueweb22-en0027-86-10622",true,-2.34375 - 11.199858," clueweb22-en0046-50-05919",true,-2.34375 - 10.776583,10,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3DEL4X4ELB1OK556GXX4G61YAY1XY2,A2615YW1YERQBO,2023-03-28T18:01:32,TUESDAY,1680040892000,1680040958000,66.0,1.1,17.635,0.0," Governor Jerry Brown"," Politics"," "," random-clueweb09-en0009-64-30845",false,-2 - -2," clueweb22-en0039-26-15248",true,-0.90966796875 - 11.538202," clueweb22-en0025-86-05322",false,-2.228515625 - 11.663313," nr-clueweb22-en0001-30-02051",false,-1 - -1," clueweb22-en0030-57-01321",false,-1.958984375 - 12.045668," clueweb22-en0017-02-05061",false,-1.5546875 - 11.751779," clueweb22-en0017-82-01506",false,-1.958984375 - 12.103287," clueweb22-en0012-82-07804",false,-2.40625 - 11.953435," clueweb22-en0027-81-03690",false,-3.39453125 - 11.959141," nr-clueweb22-en0016-34-09512",false,-1 - -1," clueweb22-en0015-28-18343",false,-1.5712890625 - 11.565218," clueweb22-en0038-82-02282",true,-1.5712890625 - 11.657726," clueweb22-en0041-33-19344",false,-1.5712890625 - 12.17865,2,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,31JLPPHS2ZA0ATUQQLHI7ZESPT1O3I,A2LMQ4497NMK3S,2023-03-28T17:56:38,TUESDAY,1680040598000,1680041252000,654.0,10.9,43.532,0.0," When was the first test flight of the space shuttle"," Any"," "," clueweb22-en0006-54-04882",false,-2.29296875 - 15.68516," clueweb22-en0043-74-03459",false,-2.609375 - 15.650684," random-clueweb09-en0007-29-30662",false,-2 - -2," clueweb22-en0018-54-07614",false,-2.466796875 - 15.674017," clueweb22-en0010-26-02469",false,-2.466796875 - 15.657921," clueweb22-en0023-40-19164",true,-2.033203125 - 15.7555275," clueweb22-en0009-53-09214",true,-2.29296875 - 15.716004," clueweb22-en0022-36-10136",false,-2.466796875 - 15.766593," nr-clueweb22-en0039-29-02448",false,-1 - -1," clueweb22-en0009-31-13880",false,-2.4765625 - 15.950014," nr-clueweb22-en0014-30-08384",false,-1 - -1," clueweb22-en0030-70-06906",false,-2.76171875 - 16.307343," clueweb22-en0040-19-01612",true,-2.474609375 - 15.8569765,3,0
3U18MJKL2Y23IOS3SXM5XTMR26XNCJ,3CFVK00FWQ1R1REBWVZOMLMI4FY6LP,A1FNNL4YJGBU8U,2023-03-28T17:54:25,TUESDAY,1680040465000,1680041408000,943.0,15.716666666666667,9.084,0.0," How to potty train a pitbull"," Pets"," "," clueweb22-en0005-09-19333",true,-2.908203125 - 15.463893," random-clueweb09-en0002-63-12795",false,-2 - -2," clueweb22-en0041-78-10656",true,-2.822265625 - 18.635883," clueweb22-en0000-67-08493",true,-2.13671875 - 14.555453," nr-clueweb22-en0017-53-04477",false,-1 - -1," clueweb22-en0029-51-07598",true,-2.390625 - 15.255007," clueweb22-en0023-15-13746",true,-2.13671875 - 18.401104," clueweb22-en0042-88-12167",true,-2.13671875 - 17.687489," clueweb22-en0006-21-16292",false,-2.13671875 - 14.195629," clueweb22-en0037-43-02961",true,-2.13671875 - 17.610067," nr-clueweb22-en0006-02-02310",false,-1 - -1," clueweb22-en0016-60-09915",false,-2.376953125 - 18.081888," clueweb22-en0031-20-17738",false,-2.357421875 - 15.186679,7,0
3K8CQCU3LIHCWMY89OM69NTUUMFWN1,3X4JMASXCRPKA76K3TUDZHGMFIXB05,A2CFI1X8OKYIL2,2023-03-28T17:47:09,TUESDAY,1680040029000,1680040177000,148.0,2.466666666666667,29.978,0.0," where can i adopt a pet near me"," Pets"," "," nr-clueweb22-en0004-91-00475",false,-1 - -1," random-clueweb09-en0002-63-12795",false,-2 - -2," clueweb22-en0008-01-13241",false,-2.109375 - 13.202641," clueweb22-en0021-35-08752",true,-2.111328125 - 13.459516," clueweb22-en0014-97-04658",false,-1.8505859375 - 13.471991," clueweb22-en0000-44-11066",false,-1.8505859375 - 13.83699," clueweb22-en0026-03-04607",false,-2.109375 - 13.747356," clueweb22-en0017-33-08393",true,-2.470703125 - 14.565539," clueweb22-en0008-00-10442",false,-2.109375 - 13.056486," clueweb22-en0007-02-17904",false,-2.109375 - 13.05844," clueweb22-en0033-30-19158",false,-2.341796875 - 13.227001," nr-clueweb22-en0025-26-14057",false,-1 - -1," clueweb22-en0015-86-04230",true,-2.232421875 - 13.347769,3,0
3K8CQCU3LIHCWMY89OM69NTUUMFWN1,3LYA37P8IV3MNXDO7M4VI1VVTG2BKA,A1E77HZO63E334,2023-03-28T17:45:14,TUESDAY,1680039914000,1680040234000,320.0,5.333333333333333,14.793,0.0," drinks available at Speedway"," Food &amp; Drink"," "," clueweb22-en0002-50-16615",false,-3.4765625 - 10.560203," clueweb22-en0002-55-01877",false,-3.4765625 - 10.560203," random-clueweb09-en0008-25-06683",false,-2 - -2," clueweb22-en0002-77-07707",false,-3.85546875 - 11.711232," clueweb22-en0004-47-08765",false,-2.939453125 - 10.461144," clueweb22-en0039-84-02695",false,-3.158203125 - 10.609695," nr-clueweb22-en0037-24-08738",false,-1 - -1," clueweb22-en0033-59-07683",false,-2.939453125 - 10.491035," clueweb22-en0023-31-05384",false,-3.43359375 - 11.087075," clueweb22-en0031-15-16261",false,-2.66015625 - 10.797037," nr-clueweb22-en0039-48-16019",false,-1 - -1," clueweb22-en0032-61-05770",false,-2.66015625 - 10.588456," clueweb22-en0011-36-17129",false,-2.9921875 - 10.516615,0,0
3K8CQCU3LIHCWMY89OM69NTUUMFWN1,37TD41K0AMP3LLI2QV9SK7SNSVHCS1,A195MOXRMNHRVT,2023-03-28T17:52:21,TUESDAY,1680040341000,1680040402000,61.0,1.0166666666666666,21.256,0.0," top environmental etfs"," Economy &amp; Finance"," "," clueweb22-en0000-82-02416",false,-1.6328125 - 10.391964," clueweb22-en0033-40-06507",true,-2.158203125 - 9.964793," clueweb22-en0006-70-03607",false,-1.998046875 - 10.00755," clueweb22-en0030-15-04326",false,-1.8017578125 - 10.006233," nr-clueweb22-en0019-12-14530",false,-1 - -1," random-clueweb09-en0005-85-21121",false,-2 - -2," clueweb22-en0032-75-07190",true,-2.158203125 - 10.128915," clueweb22-en0029-08-07449",true,-2.416015625 - 10.208269," clueweb22-en0030-49-09942",false,-2.416015625 - 9.934596," clueweb22-en0042-48-17082",false,-1.6328125 - 9.976165," clueweb22-en0012-13-15149",false,-2.158203125 - 9.920146," clueweb22-en0006-26-13498",false,-1.57421875 - 10.131555," nr-clueweb22-en0023-30-00508",false,-1 - -1,3,0
3K8CQCU3LIHCWMY89OM69NTUUMFWN1,30H4UDGLT7YJHFE1B3ZCSYSOZPDPMF,A1YSYI926BBOHW,2023-03-28T17:50:34,TUESDAY,1680040234000,1680040486000,252.0,4.2,12.644,0.0," what are the largest online retailers"," Shopping"," "," clueweb22-en0038-37-08336",false,-2.236328125 - 10.0653515," random-clueweb09-en0008-31-37861",false,-2 - -2," clueweb22-en0030-16-09812",false,-2.236328125 - 10.116812," clueweb22-en0001-24-14544",false,-2.09375 - 9.72551," clueweb22-en0012-63-02562",true,-2.236328125 - 9.719365," clueweb22-en0013-94-12266",false,-2.0390625 - 9.527297," clueweb22-en0004-60-08976",false,-2.236328125 - 9.932152," nr-clueweb22-en0025-19-09622",false,-1 - -1," nr-clueweb22-en0028-92-09831",false,-1 - -1," clueweb22-en0000-12-05356",false,-2.236328125 - 9.54887," clueweb22-en0011-12-11324",false,-2.2265625 - 9.872101," clueweb22-en0032-02-17320",false,-1.2900390625 - 9.700942," clueweb22-en0012-04-14225",false,-1.970703125 - 9.542885,1,0
