HITid,AssignmentId,WorkerId,Category,Query,Num Selected,Num NR Selected,Reject
3J06WJ78IR0CP27CL531X24T9IEVVA,3IAEQB9FMJ06XU5PAWE412DQKM7WDB,A2LMQ4497NMK3S," Sports"," What is the diameter of an NBA basketball",4,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3QILPRALQAB4T50K1NC1JRMYGJ6N85,A1AZGP16G9TURZ," Nature"," why do leaves turn color in autumn",7,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3N2BF7Y2VVAR4YGDSQR7JPQXECOMHL,ARI1EMAHUA9PO," Pets"," elk antlers dog",10,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,30JNVC0ORE0IPDE5KJYO0YA2ODKQHB,A173A97OFDAX9F," Economy &amp; Finance"," top 10 countries with highest median income",4,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3GFK2QRXXEXBTHQWVQWL3QPY75BW55,A18ZQRHLW5SN55," Pets"," what kind of wet cat food is the most nutrional",3,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3137ONMDKLLFSETPRML6LH9NQAJEGO,A2CWJRAEFZ44HU," Food &amp; Drink"," easy stir fry recipes",10,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3QRYMNZ7F3XNRPS84LNWANILUWTTN2,A19Z68L0RHQVWL," Any"," What grade is a 10 year old in",5,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3MTMREQS40Y8ZN2DQMN2B15KZJCWAB,A2MEQ412Q361P8," History"," when was the second world war started",3,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3BDCF01OG2ATKBOH2EUG5C6B43AYLT,A2H1RXUC8XNNIW," Shopping"," What is the best smartphone on the market in 2022",5,0,a
3J06WJ78IR0CP27CL531X24T9IEVVA,3ZY8KE4ISOJN7E9PP8FSFZ1BWSWVQ7,A8P514ZWZ5NGU," Food &amp; Drink"," how to make roast duck chines style",2,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,34S6N1K2Z0Z7YGYSSEQSJCB8E7WHLC,A1AZGP16G9TURZ," Crafts &amp; Hobbies"," how to knit a sweater",3,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,3HVVDCPGTJ8H3OWMBNW7R3GSYGVTYQ,A2CWJRAEFZ44HU," Economy &amp; Finance"," penny stock advice",9,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,3Q5ZZ9ZEVTV03GUEXNGFPAMCPY758Y,ARI1EMAHUA9PO," Recreation"," dog parks new jersey",2,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,35LDD5557FKI6OHLYBU4WH6P6TRKMM,A19Z68L0RHQVWL," Pets"," What do you fo for a sick cat",2,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,3XIQGXAUMHO55L95TO743TH17DBX7D,A173A97OFDAX9F," Economy &amp; Finance"," top 10 countries with highest GDP",5,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,3M1CVSFP65L3FQ6REDOWJCNYBIUAQK,A2H1RXUC8XNNIW," Sports"," Who is the best swimmer in 2022",0,1,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,3DHE4R9OC1RNXYH9Y2Q5JG0YT7T2GA,A2LMQ4497NMK3S," Science"," Which molecule is most abundant in Earths atmosphere",3,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,308Q0PEVBDTCT9839Z5NEFLSEQV9I1,A3FUTMLIR91OLE," Crafts &amp; Hobbies"," How much does it cost to start boxing",3,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,32AT8R96GQPZ7FZ2CMUSEDET098US6,A3IN9YBTU78SBS," Food &amp; Drink"," What beer is most popular in united states",5,0,a
3NBFJK3IPLYYHL8KVYI1297BQATOGC,3TU5ZICBRIHPW2DCHF4INLH3LUVQ8X,A8P514ZWZ5NGU," Nature"," What are the longest rivers in the world",4,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3Y9N9SS8L3R96W310C32W52TMTD3DC,A2LMQ4497NMK3S," Entertainment"," What is the highest grossing movie of all time",5,1,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3018Q3ZVON63RRLRRSDWO2X374VRA1,A3TUJHF9LW3M8N," Arts"," Who is the most famous artiest",1,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3IHR8NYAMCH3DPPV5ZZG64BOECC4PC,A3FUTMLIR91OLE," Entertainment"," Best unknown films",1,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3PJUZCGDJBWJ43WQ0DTW1QREBUQ98T,A2CWJRAEFZ44HU," Politics"," arkansas governor",7,1,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3E13VNJ1NSBU44585MQUZ939GE6I10,A1AZGP16G9TURZ," Any"," how far is earth from the sun",1,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3300DTYQT7X653N3UIQIFVDPWXSQEV,A2H1RXUC8XNNIW," Pets"," What a dog can eat",7,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3CPLWGV3MTF47AJU6FIFJNH90PQN9W,ARI1EMAHUA9PO," Food &amp; Drink"," rib tips recipe",4,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3B837J3LDTC7RN7L8SZN92R9TA3SRZ,A173A97OFDAX9F," Food &amp; Drink"," fish and chips",9,1,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3QIYRE09Y8XMI5GZ223M4HZQ2D2N1N,A3IN9YBTU78SBS," Science"," What is the Planck theory",6,0,a
34KYK9TV3VOHOWS2MT7WL3QF7M4BSF,3VA45EW49S340QGB3H3ZJ6ZVSN7O13,A8P514ZWZ5NGU," Pets"," how frequently should i bath my dog",4,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3C5W7UE9CK6OQOGSXU9TMBER225XMN,A1LGGK1BGSZ1R7," History"," What prompted the start of the First World War",3,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3WRFBPLXRF4IS8UEP6H5SAEN0XF3NU,A2LMQ4497NMK3S," Science"," What is an electron",4,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,36PW28KO44CEINGM5MTWPVYKSF6EAC,A2CWJRAEFZ44HU," Food &amp; Drink"," easy pasta recipes",10,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,379J5II41TWVE67Q2DIMY9EVMR5ELU,A3FUTMLIR91OLE," Health &amp; Wellness"," What are the benefits of fasting",4,1,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3X3OR7WPZ4GE55XZPAWM6ZI9BO7L82,A173A97OFDAX9F," Nature"," list of national parks in US",6,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3HSYG7LRBOENG0HIDZHOH4ELHOXKKI,A3IN9YBTU78SBS," Health &amp; Wellness"," How many hours of sleep is recommended",8,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3KAKFY4PGZIQE7JNSQ4DN2I6EYKI3S,A1AZGP16G9TURZ," Science"," how many elements are there",5,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3LRKMWOKBAXNOFCEOUEU4NG44XO2Z0,A2H1RXUC8XNNIW," Parenting"," How much a 4 year old can run",1,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3TK8OJTYM612728APV03FUB1RWAVPG,A8P514ZWZ5NGU," Science"," What is the speed of light",7,0,a
374UMBUHO951D1XNPT8H6SSJRQITCT,3TMSXRD2XBGC5ZPDU3U900CHVP6W1N,A2MEQ412Q361P8," History"," who started the world war one",5,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3WYP994K1C7B1QLAFAOEGTOEE8KY6K,A2LMQ4497NMK3S," Pets"," Which dog breeds are hypoallergenic",9,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3QHK8ZVMIRYX73V6SMGWX18AJUSBLR,A3FUTMLIR91OLE," History"," How long did it take to build the pyramids",4,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,392CY0QWG67BW32RS49WX7ACSYH4I0,A2CWJRAEFZ44HU," Entertainment"," celebrity weddings",6,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3V0Z7YWSI3G6FV74NXPRJH38GMIV2T,ARI1EMAHUA9PO," Pets"," best bully sticks for dogs",10,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3HFNH7HEMMU4PHJU0DG6FYY19D7QGC,A2H1RXUC8XNNIW," Crafts &amp; Hobbies"," How to build a boat",2,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,31N2WW6R9W664GHXRIYSK55EY6V3FP,A2MEQ412Q361P8," Sports"," which team has won the most number of fifa cups",5,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3R6BYFZZPCSIKEOBB75GRLUI51UXFH,A173A97OFDAX9F," Politics"," oldest senator",5,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3B1NLC6UG4CJP5IF001HFT8R4HMPGL,A3IN9YBTU78SBS," Sports"," Who has won most NFL superbowls",6,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,3Z7VU45IP3XGZUUI5QEGZ46ZCRAZ1G,A18ZQRHLW5SN55," Solve a problem"," How do I get seasonings to stick to my croutons",4,0,a
3FTID4TN9PEQXRQNCCOFHSAL01ELYQ,34S6N1K2Z0Z7YGYSSEQSJCB8E7YLHI,A8P514ZWZ5NGU," History"," what is the first civilization in the world",5,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3MX2NQ3YCEAQIHVM5VS75935G7G5X6,A3TUJHF9LW3M8N," Crafts &amp; Hobbies"," What is a good messfree craftf for a two year old",1,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3TU5ZICBRIHPW2DCHF4INLH3LUU8QE,ARI1EMAHUA9PO," Sports"," who won the 2021 super bowl",1,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3NQL1CS15WOWGG0BGIWMSL4DV1BVY8,A2LMQ4497NMK3S," Entertainment"," How many movies has adam sandler starred in",4,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,32VNZTT0ACKOP25AIR35BZB3FU04R4,A3FUTMLIR91OLE," Nature"," How many different animals are there over the world",2,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3KB8R4ZV1JNHLBH5HVJGK932ND7GBR,A19Z68L0RHQVWL," Shopping"," Cheap kids clothes onsale",2,1,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3PPTZCWALV04GYEZQ54V05E7K30ZQ9,A2CWJRAEFZ44HU," Recreation"," local soccer field",7,1,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3634BBTX0TALUJZGCL5FOB73HOQIF2,A173A97OFDAX9F," Entertainment"," 2022 oscar",9,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,3M0BCWMB80CDIX75W0NY6CPQH1WWB5,A2H1RXUC8XNNIW," Recreation"," Best parks in brazil",1,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,30H4UDGLT7YJHFE1B3ZCSYSO03YPMT,A3IN9YBTU78SBS," Home"," How to prepare home for winter",7,0,a
336OE47KJ60P4R7HBF8XJ4N7GRGVWK,388U7OUMFCH7QEN9ZQG3ZWLQYIM0RM,A8P514ZWZ5NGU," Sports"," Who is babe Ruth",1,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,39GHHAVOMK77REMXAMUW98PC5D64JC,A3FUTMLIR91OLE," Pets"," How many different breeds of dogs are there",5,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3CCZ6YKWRCZ0HLDO2FMTP6HN94P95R,A2CWJRAEFZ44HU," Home"," best couches",8,2,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3T3IWE1XGB38UM50KDFDEHDQZ7ETQN,A2LMQ4497NMK3S," Politics"," What is the term of a US congressperson",3,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3L4D84MIL4813QASPTEF3XYGAITHJC,ARI1EMAHUA9PO," History"," stonewall riot",8,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,32N49TQG3LYVKY280CI6PZM6SAAVA0,A2MEQ412Q361P8," Parenting"," which is the best parenting guide book to study",4,1,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3MB8LZR5BK9Y06Z0YZTPW4R06O2KLL,A3IN9YBTU78SBS," Sports"," Who scored most points in NBA history",7,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3X87C8JFVBR7FMSLVDAN4CH4XO1SQY,A2H1RXUC8XNNIW," Parenting"," Good teaching tools for a 9 year old",2,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3G0WWMR1U00AZ90GNHT15I7YAPUNQI,A8P514ZWZ5NGU," Any"," What is the best morning excercise",2,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3MHW492WW5TWMZBXXF8BYQH6MRZVMK,A336V1XSLAC5DT," Arts"," Who created art",1,0,a
3XU9MCX6WSSBZ4STOBEGU0IFRE8R25,3MHW492WW5TWMZBXXF8BYQH6MRYVMJ,A173A97OFDAX9F," Shopping"," aldi weekly ads",10,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,3Z3ZLGNNSNA3V5765Y9MW49S5823QH,A3TUJHF9LW3M8N," Shopping"," What is the largest department store in America",2,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,3F0BG9B9MU3U5QZFYKT6M7OA9J4Y7J,A2LMQ4497NMK3S," Nature"," Which species of tree is the tallest",6,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,3N2BF7Y2VVAR4YGDSQR7JPQXECNHMF,ARI1EMAHUA9PO," Sports"," nhl teams pennsylvania",3,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,34V1S5K3GXHW0PD27YWYHCVN5Z0967,A2CWJRAEFZ44HU," Health &amp; Wellness"," weight loss plans",9,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,33PPO7FEC0VOWZLKLFAP0B4I5BAIDR,A2H1RXUC8XNNIW," Recreation"," What are the best games of 2022",4,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,37Z929RLGEOK72KDCH4I9HSRHV1STD,A19Z68L0RHQVWL," Politics"," Who was the speaker of the house in 2020",3,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,3Z7EFSHGNEUBH241K5FFJF9F8O1XC5,A1AZGP16G9TURZ," Pets"," what is the most popular dog breed",5,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,336KAV9KYV8NJP29S8CBQG72Y3L2YA,A8P514ZWZ5NGU," History"," Who ruled most part of the world",2,1,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,3OE22WJIGN4NUZKPKI5NJDZSILNUQH,A3IN9YBTU78SBS," History"," Who is first president",4,0,a
36FFXPMSUD4CHH3VF40JN9JC5A6OHB,3FPRZHYEP3NV0D3NRX3W2R80M0HV33,A173A97OFDAX9F," Politics"," chicago mayor election",5,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3HMIGG0U4QMY544Y8PLC07K5K3AY86,A2LMQ4497NMK3S," Home"," How do I replace a toilet",3,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3MYYFCXHJ8NX0CWW2G9TCVXWDLP4G8,A2CWJRAEFZ44HU," Arts"," local museums",5,1,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,35GMH2SV3JX3KRANF5YEQQIPHWAOEL,ARI1EMAHUA9PO," Pets"," disposable litter box",8,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3AZHRG4CU90F7C27O0F7HYIAS4530K,A3TUJHF9LW3M8N," Parenting"," feed toddler for snack at 2",5,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,32Z9ZLUT1Q0F411P566KBTF29C3HOV,A2MEQ412Q361P8," Shopping"," what is best platform to shop branded cloths",1,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3SITXWYCN0PS7XCV65JK8V3XQ31XBY,A1AZGP16G9TURZ," Entertainment"," what is the highest rated movie of 2010",1,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3EJPLAJKERWB6GVFBWQXU0XGK2P6ZK,A3FUTMLIR91OLE," Food &amp; Drink"," How much water should you drink a day",10,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3NVC2EB65VFC47YSW8QG9QCU4HKY3G,A8P514ZWZ5NGU," Entertainment"," Most mystery movies to watch",4,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,3O7L7BFSHJ5TO5ZKHAL96TM35NBIEK,A173A97OFDAX9F," Any"," lebron james sneakers",7,0,a
3WPCIUYH2EOBIT31PP3SQYA1CQUTDT,35DR22AR5I0N428IRC4EQC5L2BQ3XF,A2H1RXUC8XNNIW," History"," Who is princess isabel of brazil",2,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3SPJ033426JNPL0HZTI3PXTJ0E4YJQ,A3TUJHF9LW3M8N," Parenting"," How do you reduce screen time",1,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3CP1TO84PYHPH1SPH67EFJ993YF25S,A2MEQ412Q361P8," Science"," what is the pH level of drinking water",7,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3OB0CAO74M5RYF5RBTFIDKD4NM0YHL,A2LMQ4497NMK3S," Any"," What is the city with the highest population",1,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,304SM51WA8KKBGQWCVDX9NM5BO0SBM,ARI1EMAHUA9PO," Any"," beer can chicken recipe",7,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3D4CH1LGEF9YXI28JB5KT38CZD3G9G,A1LGGK1BGSZ1R7," Nature"," Whats the most abundant tree type in North America",1,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3PMBY0YE2CJLG6M3HP913CNX1LB9CZ,A2CWJRAEFZ44HU," Shopping"," malls near me",10,1,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,34J10VATJKEIL8PPQ1G90ABHOQZQI4,A173A97OFDAX9F," Education"," usnews university ranking",7,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3RWE2M8QWMQMBGVH6JZMQCGGXLX0NY,A8P514ZWZ5NGU," Food &amp; Drink"," How to make beef wellington",7,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3Z4GS9HPN0QBQ63EBB369U4D5KW77S,A3FUTMLIR91OLE," Pets"," is it okay to get a cat and a dog",1,0,a
3XEIP58NM43Q2H0S8YQYVZJN6VILZH,3YDTZAI2W2W0WX6TKXOQ58TQBW7419,A2H1RXUC8XNNIW," Shopping"," Best bike in 2022",1,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3KXIR214I9W7LIOP31O4AR3V32J42O,A1LGGK1BGSZ1R7," Sports"," Which MLB pitcher has the most career strikeouts",4,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3KKG4CDWKNEIL29OOA3JKEB998U94M,A2CWJRAEFZ44HU," Entertainment"," new tv shows",6,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3IKZ72A5B9WD8KA791I7TJ3K3NLFNG,ARI1EMAHUA9PO," Recreation"," trout stream upstate new york",5,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3SITXWYCN0PS7XCV65JK8V3XQ32XBZ,A173A97OFDAX9F," Any"," Beijing Olympic games",1,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,33M4IA01QLHFN4TK225A8A818P5RX6,A2LMQ4497NMK3S," Pets"," How often does a dog need to get a rabies shot",3,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3B4YI393VECJS27YNHZSZCW5FCMSSN,A2H1RXUC8XNNIW," Health &amp; Wellness"," execices for a 15 year old",1,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3RJSC4XJ15AILRPB2J30WVGU60V50B,A3FUTMLIR91OLE," Sports"," Running vs sprinting",6,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3C5W7UE9CK6OQOGSXU9TMBER227MXE,A3IN9YBTU78SBS," Economy &amp; Finance"," What does inflation mean",10,1,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3VELCLL3GPZAUD3I4EK9WCQH0MH1FV,A2MEQ412Q361P8," Food &amp; Drink"," which food has the low calorie and good for diet",6,0,a
30F94FBDOV0I3W5HBTCMV8M195IBT4,3WYP994K1C7B1QLAFAOEGTOEE8MY6M,A8P514ZWZ5NGU," Pets"," What is best food for dogs to eat",7,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3CCZ6YKWRCZ0HLDO2FMTP6HN94O95Q,A1LGGK1BGSZ1R7," Shopping"," Which Canadian retailer has the lowest prices for electronics",2,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3NAPMVF0Z1V445685ZMBD3N5U4A277,A3FUTMLIR91OLE," Any"," Wheres the biggest volcano located",4,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3WQ3B2KGEDWKHWR2ZCYDDMZWLON1BB,A3TUJHF9LW3M8N," Parenting"," ways to stop tantrum",7,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,38YMOXR4MZF7CLQA096QVW3Y30K6WT,A17K7GPL0TSQUK," Spirituality"," Who is the antichrist",9,2,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3ZAK8W07I9UZ66FQ3KB8478A5HNU0H,A2CWJRAEFZ44HU," Nature"," local hot springs",8,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3Q8GYXHFEUI2FJKREZWKRWIVFPTC5C,ARI1EMAHUA9PO," Food &amp; Drink"," smoked brisket recipe",3,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3S0TNUHWKYYV7T97CTYYNMA42F5D8E,A2H1RXUC8XNNIW," History"," Who is Jair Bolsonaro",2,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3TVSS0C0E6GDEJ1MWMEJ66VCN8VWTU,A2LMQ4497NMK3S," Pets"," What is the optimal salinity for a salt water aquarium with clownfish",5,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3GS6S824SVDFJ6W2ZQS7X7PKYQANWL,A173A97OFDAX9F," Shopping"," nike air force sneakers",10,0,a
3QXFBUZ40OWTUQSHRKUA1FZ08WHGUH,3U5NZHP4LWIXP1DQK6JZ0TKSJHZPHK,A3IN9YBTU78SBS," Science"," What is newtons laws of motion",9,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3PPTZCWALV04GYEZQ54V05E7K30QZ0,A2LMQ4497NMK3S," Health &amp; Wellness"," What are signs of a stroke",9,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3X4MXAO0BL40Y4OUSX9O6RUUZNZRWD,ARI1EMAHUA9PO," Any"," deep fried turkey recipe",7,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3IQ1VMJRYY0XNRP5XBDAXHX91IQ9AX,A3FUTMLIR91OLE," Health &amp; Wellness"," How much should you exercise each week",5,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,369J354OFIQBFZ0AL4289THA9CUG64,A1AZGP16G9TURZ," Arts"," when was pablo picasso born",7,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3Z9WI9EOZ44WEAGA7EER4CYTP7SKHD,A3TUJHF9LW3M8N," Sports"," best basketball player of all time",0,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3LJ7UR74RMT3A4DIPKMO2F6TEXB4NG,A2CWJRAEFZ44HU," Parenting"," baby and me classes",9,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3JRJSWSMQM1EY2H1W7EM2NKEM5G3E7,A1LGGK1BGSZ1R7," Sports"," Which teams are considered The Original 6 in the NHL",5,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,3I0BTBYZA21GNFZVDL8X7SEN15ZY0K,A173A97OFDAX9F," Any"," 2008 Olympics games",6,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,34S9DKFK785J8BR2ERAVI4A09YAYNV,A2H1RXUC8XNNIW," Food &amp; Drink"," How to make a old fashion",2,0,a
3AFT28WXMJICDCEFLMI4NLKR5NLOI4,33TIN5LC09QYJ9N8DHRQ03FG49UY9X,A8P514ZWZ5NGU," Any"," How to make lawn neat and clean",2,0,a
3H781YYV7XYGAZH1LKECWGSMC2VTEM,3NC5L260MT2VQ5AJAGIK883PTXOFOT,A1AZGP16G9TURZ," Any"," how tall is the eiffel tower",4,0,a
3H781YYV7XYGAZH1LKECWGSMC2VTEM,3UN61F00H156LL9AWWMFGRHHFQUR5V,A2LMQ4497NMK3S," History"," When did the US enter WW1",4,0,a
3H781YYV7XYGAZH1LKECWGSMC2VTEM,3NL0RFNU0K322YSFS7U8ANPPK264KB,A336V1XSLAC5DT," Nature"," What is the name of the tallest grass on earth",3,0,a
3H781YYV7XYGAZH1LKECWGSMC2VTEM,3OVR4I9USUZOD1QA5CE5691YJ8Y4Q3,A3FUTMLIR91OLE," Food &amp; Drink"," Best high protein foods",9,0,a
3H781YYV7XYGAZH1LKECWGSMC2VTEM,3WSELTNVR8IG76YJVHIROHYLVPUATZ,A19Z68L0RHQVWL," Food &amp; Drink"," Is chocolate good with wine",4,0,a
