HITid,AssignmentId,WorkerId,Time,Query,Description,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected
3VP28W7DVR042PQWMNN00ME2M86ZFT,3FTYUGLFSZ1CKBQ5EVRVB20999ID5V,AQ5H9HKYEGCXA,333000, badmiton kits, badmiton kits under 3000, Sports, clueweb09-en0001-61-09427,FALSE, clueweb09-en0011-53-31426,TRUE, clueweb09-en0009-87-26435,FALSE, clueweb09-en0002-93-20850,FALSE, clueweb09-en0000-15-27460,FALSE, clueweb09-en0011-16-37303,FALSE, clueweb09-en0003-72-23713,TRUE, clueweb09-en0000-79-18311,FALSE, clueweb09-en0005-38-12426,FALSE, clueweb09-en0005-40-18554,TRUE
3VP28W7DVR042PQWMNN00ME2M86ZFT,3YOH7BII0EN1WBBUC3VVJDPY66LKVQ,A2S471GY7L1YUU,51000, what is needed for a relatioinship to work, i want to know what each person needs to have a healthy relationship, Relationships, clueweb09-en0010-57-37322,FALSE, clueweb09-en0010-57-37325,FALSE, clueweb09-en0001-81-22557,FALSE, clueweb09-en0004-32-08099,FALSE, clueweb09-en0010-29-23926,FALSE, clueweb09-en0004-32-07955,FALSE, clueweb09-en0011-51-18865,FALSE, clueweb09-en0008-75-33430,FALSE, clueweb09-en0003-00-33082,FALSE, clueweb09-en0001-90-08565,TRUE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3C44YUNSI65GDL8OYA09985Q09JDPH,APF4DODEF8HBC,90000, How photosynthesis works?, A detailed document about the steps of photosynthesis., Science, clueweb09-en0007-37-34375,FALSE, clueweb09-en0004-83-08359,FALSE, clueweb09-en0010-48-23983,FALSE, clueweb09-en0006-63-03581,FALSE, clueweb09-en0002-84-19307,FALSE, clueweb09-en0005-84-25939,FALSE, clueweb09-en0004-21-11151,FALSE, clueweb09-en0002-68-06314,FALSE, clueweb09-en0004-09-06479,FALSE, clueweb09-en0007-37-34389,TRUE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3SITXWYCN0PS7XCV65JK8V3TZNGBXW,A14N7TK3CEQVAE,100000, brazilian food, Gatronomie brazilian, Food &amp; Drink, clueweb09-en0006-16-01325,FALSE, clueweb09-en0005-16-29585,TRUE, clueweb09-en0005-16-29587,FALSE, clueweb09-en0005-96-34278,FALSE, clueweb09-en0005-79-20093,FALSE, clueweb09-en0005-47-01274,FALSE, clueweb09-en0005-96-34201,FALSE, clueweb09-en0000-24-16651,FALSE, clueweb09-en0004-36-14270,FALSE, clueweb09-en0009-45-02365,FALSE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,374TNBHA8GB4B84UUJ2CMY51NTAYQ0,A8JTK1LPYSPQ8,158000, High Blood pressure amoung women, This query intended to find the special treatments for individuals suffering from this matter., Health &amp; Wellness, clueweb09-en0007-87-00957,FALSE, clueweb09-en0009-19-21382,TRUE, clueweb09-en0005-00-17355,FALSE, clueweb09-en0008-95-30889,FALSE, clueweb09-en0003-19-13667,TRUE, clueweb09-en0003-49-24014,FALSE, clueweb09-en0002-55-21633,FALSE, clueweb09-en0006-68-30600,FALSE, clueweb09-en0000-47-11780,FALSE, clueweb09-en0009-55-00875,FALSE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3MYYFCXHJ8NX0CWW2G9TCVXSM544GS,A1MJVTR0PCKBWW,85000, what the latest news is on covid, find the latest information related to covid19, Health &amp; Wellness, clueweb09-en0006-92-38859,FALSE, clueweb09-en0009-34-28427,FALSE, clueweb09-en0009-34-28428,FALSE, clueweb09-en0005-66-15934,FALSE, clueweb09-en0005-66-15936,FALSE, clueweb09-enwp00-80-23214,FALSE, clueweb09-en0004-09-33833,FALSE, clueweb09-en0004-09-33826,FALSE, clueweb09-en0008-80-32201,FALSE, clueweb09-en0011-05-40239,FALSE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3NL0RFNU0K322YSFS7U8ANPLTMLK4B,A30US88GBGBG0V,48000, school starting back up," I was trying to figure outwith covid, when will school go back to being in person", Education, clueweb09-en0002-40-06130,FALSE, clueweb09-en0002-40-06129,FALSE, clueweb09-en0001-10-30737,FALSE, clueweb09-en0006-01-12444,FALSE, clueweb09-en0000-52-20932,FALSE, clueweb09-en0002-70-13730,FALSE, clueweb09-en0000-57-01052,FALSE, clueweb09-en0000-87-15754,FALSE, clueweb09-en0004-20-00127,FALSE, clueweb09-en0006-50-26510,FALSE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3IAEQB9FMJ06XU5PAWE412DMT6NDWD,AA5QJRKG3Y0V5,150000, england vs srilanka score, england playing aginst srilanka in test match what is the score and who played the game, Sports, clueweb09-en0003-43-34965,FALSE, clueweb09-en0007-15-14325,TRUE, clueweb09-en0007-15-14326,TRUE, clueweb09-en0001-17-36491,FALSE, clueweb09-en0001-68-01211,FALSE, clueweb09-en0003-43-34976,TRUE, clueweb09-en0004-96-07327,TRUE, clueweb09-en0006-84-02231,TRUE, clueweb09-en0006-84-02217,TRUE, clueweb09-en0010-92-00328,FALSE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3E7TUJ2EGH2VLYSHHL4CNI5BV51D9M,AQ5H9HKYEGCXA,708000, badmiton kits, badmiton kits with 4 star rating under 30$, Sports, clueweb09-en0001-61-09427,FALSE, clueweb09-en0011-53-31426,FALSE, clueweb09-en0009-87-26435,FALSE, clueweb09-en0002-93-20850,FALSE, clueweb09-en0000-15-27460,FALSE, clueweb09-en0000-74-01003,FALSE, clueweb09-en0003-72-23713,FALSE, clueweb09-en0000-79-18311,FALSE, clueweb09-en0005-40-18554,FALSE, clueweb09-en0005-38-12426,TRUE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,37TRT2X24V7RCD76P14JHMVEOP3JBI,A1YSJ6A0HH6GRG,95000, Healthy eating, The importance of having a healthy diet, Food &amp; Drink, clueweb09-en0008-97-06776,FALSE, clueweb09-en0006-17-38390,FALSE, clueweb09-en0002-98-02529,TRUE, clueweb09-en0011-46-18713,FALSE, clueweb09-en0000-47-16479,FALSE, clueweb09-en0006-57-28935,TRUE, clueweb09-en0008-33-35563,FALSE, clueweb09-en0010-96-16247,TRUE, clueweb09-en0002-67-15904,FALSE, clueweb09-en0006-66-44218,TRUE
3TX9T2ZCCDH6DBCRCCX04A02HBWWZO,3P4RDNWNDAM1ZLLCVBW039ZRJFOIJR,A134Q22BAI4RAT,171000, democrat vs republican, who did you vote for in this election, Politics, clueweb09-en0004-17-06175,FALSE, clueweb09-en0001-65-05469,FALSE, clueweb09-en0004-04-21211,TRUE, clueweb09-en0004-25-03529,FALSE, clueweb09-en0008-67-00831,FALSE, clueweb09-en0003-35-33129,FALSE, clueweb09-en0006-64-10641,FALSE, clueweb09-en0004-45-01922,FALSE, clueweb09-en0002-90-03181,FALSE, clueweb09-en0000-61-24135,FALSE
375VSR8FW0P15FV5DINUHBSLPWHRZG,3K9FOBBF2MZZ8CK3VCL5OW8093JLN8,A1MJVTR0PCKBWW,63000, government spending, info on how much financial trouble the country is in, Economy &amp; Finance, clueweb09-en0001-73-07738,FALSE, clueweb09-en0007-91-21387,TRUE, clueweb09-en0008-73-20384,FALSE, clueweb09-en0009-70-29767,TRUE, clueweb09-en0002-32-15040,FALSE, clueweb09-en0000-68-16251,FALSE, clueweb09-en0001-54-21691,FALSE, clueweb09-en0003-77-19976,FALSE, clueweb09-enwp01-39-17264,FALSE, clueweb09-en0010-61-21851,TRUE
375VSR8FW0P15FV5DINUHBSLPWHRZG,34MAJL3QP93W60K87129T18JI0X43I,A13YTGRLTS80MU,185000, How to make a woman happy?, I was disturbed to know what i can do to make a woman happy and i chose to go engine and search., Relationships, clueweb09-en0005-07-17004,FALSE, clueweb09-en0011-72-01203,TRUE, clueweb09-en0010-00-29898,FALSE, clueweb09-en0000-75-36476,FALSE, clueweb09-en0006-55-15249,FALSE, clueweb09-en0005-30-18619,FALSE, clueweb09-en0003-34-29409,FALSE, clueweb09-en0004-86-01751,FALSE, clueweb09-en0008-22-08952,FALSE, clueweb09-en0010-80-03042,TRUE
375VSR8FW0P15FV5DINUHBSLPWHRZG,3I0BTBYZA21GNFZVDL8X7SEJAPEY04,A1YSJ6A0HH6GRG,426000, The importance of spirituality in the corona virus pendemia, The importance of spirituality in the corona virus pendemia can help to combat the anxiety that this isolation causes, Spirituality, clueweb09-en0001-81-21086,FALSE, clueweb09-en0011-57-22195,FALSE, clueweb09-en0008-38-41308,FALSE, clueweb09-en0008-55-22804,TRUE, clueweb09-en0005-35-42591,FALSE, clueweb09-en0007-50-07816,TRUE, clueweb09-en0002-08-33412,FALSE, clueweb09-en0008-94-33398,FALSE, clueweb09-en0005-36-40956,FALSE, clueweb09-en0006-81-17217,TRUE
375VSR8FW0P15FV5DINUHBSLPWHRZG,3QL2OFSM9BY658QXIZS6LDIDFU8NCX,A1HID0W463XU7S,57000, Stranger  things  season 4, news related to release of new season in 2021, Entertainment, clueweb09-en0001-41-24346,FALSE, clueweb09-en0005-22-38021,FALSE, clueweb09-en0005-22-38022,FALSE, clueweb09-enwp01-96-05413,TRUE, clueweb09-en0006-46-28589,FALSE, clueweb09-en0002-65-24820,FALSE, clueweb09-en0002-98-20495,FALSE, clueweb09-en0011-56-14352,FALSE, clueweb09-en0003-02-31184,FALSE, clueweb09-enwp01-92-03914,FALSE
375VSR8FW0P15FV5DINUHBSLPWHRZG,33JKGHPFYHAJEU2OVOMKO9NP98CNMF,A3S48MJA5J93LZ,101000, order pizza online," I wanted to eat pizza without calling so i ordered online, it suggested me piza pizza and dominoes", Food &amp; Drink, clueweb09-en0006-38-27903,FALSE, clueweb09-en0005-94-06636,TRUE, clueweb09-en0005-94-06642,TRUE, clueweb09-en0000-38-06753,TRUE, clueweb09-en0009-02-31518,TRUE, clueweb09-en0005-48-30330,FALSE, clueweb09-en0001-97-22483,TRUE, clueweb09-en0004-62-03244,TRUE, clueweb09-en0007-67-21146,TRUE, clueweb09-en0001-02-22788,TRUE
375VSR8FW0P15FV5DINUHBSLPWHRZG,3RKNTXVS3REWQLJTGGHJG9MPOAQA4L,AQ5H9HKYEGCXA,936000, tesla car, Is tesla car worth buying, Technology, clueweb09-en0011-48-11733,FALSE, clueweb09-en0005-97-18527,TRUE, clueweb09-en0006-11-32764,FALSE, clueweb09-enwp03-15-23979,FALSE, clueweb09-en0000-46-10967,FALSE, clueweb09-enwp03-09-23612,TRUE, clueweb09-en0007-89-08516,FALSE, clueweb09-en0007-71-05401,FALSE, clueweb09-en0000-96-19987,FALSE, clueweb09-en0008-35-33311,FALSE
375VSR8FW0P15FV5DINUHBSLPWHRZG,3SB4CE2TJ0BNON730RJODKJNH5YAX3,ALFOK7VGGQF3N,78000, How to build a cage for a pair of pigeons, I need to build a cage for pigeons and love birds., Pets, clueweb09-en0011-53-38555,FALSE, clueweb09-en0005-24-35816,TRUE, clueweb09-en0009-31-37990,TRUE, clueweb09-en0011-53-38520,FALSE, clueweb09-en0005-24-35945,TRUE, clueweb09-en0010-29-04495,FALSE, clueweb09-en0000-12-09258,TRUE, clueweb09-en0011-91-22203,FALSE, clueweb09-en0007-58-06560,FALSE, clueweb09-en0001-63-16436,FALSE
375VSR8FW0P15FV5DINUHBSLPWHRZG,3UNH76FOCXLDQT622QVV5PLWDSKYMK,A2AWFOKTLG3N2D,81000, travel restrictions, what are the travel restrictions to california, Travel, clueweb09-en0006-39-13296,FALSE, clueweb09-en0008-82-27070,FALSE, clueweb09-en0011-33-19307,FALSE, clueweb09-en0005-26-19347,TRUE, clueweb09-en0003-36-05285,FALSE, clueweb09-en0011-24-25598,FALSE, clueweb09-en0003-38-18706,FALSE, clueweb09-en0004-39-38829,FALSE, clueweb09-en0005-93-36883,FALSE, clueweb09-en0006-43-21811,FALSE
