HITid,AssignmentId,WorkerId,Time of Day,Day of Week,Start Time,End Time,Time,Minutes,Input Time (s),Query Time (s),Query,Category,doc1id,doc1selected,doc2id,doc2selected,doc3id,doc3selected,doc4id,doc4selected,doc5id,doc5selected,doc6id,doc6selected,doc7id,doc7selected,doc8id,doc8selected,doc9id,doc9selected,doc10id,doc10selected,doc11id,doc11selected,doc12id,doc12selected,doc13id,doc13selected,Num Relevant Selected,Num NR Selected
3AJA9FLWTGEI7Z1MMJZE0RBC0QTFI1,30LSNF239ZB1TPN4OQQ84SDBS7T2IY,A2NAKIXS3DVGAA,2021-12-16T13:33:22,THURSDAY,1639679602000,1639680046000,444.0,7.4,7.429,0.0," What languages is the word pets found in?"," Pets"," clueweb09-en0000-97-09521",false," clueweb09-en0011-85-09661",false," random-clueweb09-en0003-33-30335",false," nr-clueweb09-en0005-86-11007",false," clueweb09-en0002-45-15905",false," clueweb09-en0011-21-07863",false," clueweb09-en0005-81-03159",false," clueweb09-en0006-89-29335",false," clueweb09-en0009-81-18787",false," clueweb09-en0003-10-22729",false," clueweb09-en0009-44-09239",false," clueweb09-en0008-88-00179",false," nr-clueweb09-en0001-84-30735",false,0,0
3AXFSPQOZUEE2ALS41KECSQCD5IFJD,3VHP9MDGRS0UHGDGKB9TD895O6EFCT,A2NAKIXS3DVGAA,2021-12-16T13:33:08,THURSDAY,1639679588000,1639679765000,177.0,2.95,10.218,0.0," What languages is the word entertainment found in?"," Entertainment"," random-clueweb09-en0002-86-03239",false," clueweb09-en0005-88-11849",false," clueweb09-en0008-35-12117",false," clueweb09-en0008-18-33131",false," clueweb09-en0000-71-23647",false," clueweb09-en0004-05-19911",false," nr-clueweb09-en0005-86-11007",false," clueweb09-enwp01-76-18905",false," nr-clueweb09-en0001-84-30735",false," clueweb09-enwp01-63-04508",false," clueweb09-en0000-97-09521",false," clueweb09-en0008-20-29874",false," clueweb09-en0003-55-30324",false,0,0
33Q5P9PUTT2XZD6MVLXZSGTZZQ3CZK,3RKNTXVS3REWQLJTGGHJG9MQZDK4AS,A2NAKIXS3DVGAA,2021-12-16T13:33:07,THURSDAY,1639679587000,1639679741000,154.0,2.566666666666667,47.57,0.0," What languages is the word style found in?"," Style"," nr-clueweb09-en0001-84-30735",false," clueweb09-en0006-30-18733",false," clueweb09-enwp02-17-00416",false," nr-clueweb09-en0005-86-11007",false," random-clueweb09-en0007-49-03198",false," clueweb09-en0008-36-00178",false," clueweb09-en0007-21-16455",false," clueweb09-en0005-86-23711",false," clueweb09-enwp02-05-04366",false," clueweb09-en0001-04-14831",false," clueweb09-en0006-85-30061",false," clueweb09-en0008-36-00190",false," clueweb09-en0009-84-09828",false,0,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3KYQYYSHY0NYSLWNJANUK8012OKDOF,A23KAJRDVCVGOE,2021-12-19T10:43:25,SUNDAY,1639928605000,1639928774000,169.0,2.816666666666667,12.922,0.0," Who holds the record for most blocks in a nba game"," Sports"," nr-clueweb09-en0003-68-29248",false," clueweb09-en0003-60-11810",false," clueweb09-en0009-04-09059",false," clueweb09-en0000-80-24462",false," clueweb09-en0009-34-19058",false," clueweb09-en0000-30-01027",false," clueweb09-en0003-57-24557",false," clueweb09-en0003-88-30581",false," clueweb09-en0009-04-09116",false," random-clueweb09-en0002-82-08074",false," nr-clueweb09-en0001-21-04039",false," clueweb09-en0007-63-21500",false," clueweb09-en0002-31-28456",false,0,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3OS46CRSLKFUXWQ5AZ1U9UKHHVUV67,A2CJFO19NY4T5R,2021-12-19T10:43:40,SUNDAY,1639928620000,1639928804000,184.0,3.066666666666667,16.227,0.0," How often should I exercise every day"," Health &amp; Wellness"," clueweb09-en0011-97-15720",false," random-clueweb09-en0004-13-04016",false," clueweb09-en0004-36-25788",false," clueweb09-en0011-00-37652",false," nr-clueweb09-en0004-69-17645",false," nr-clueweb09-en0010-66-13836",false," clueweb09-en0004-57-35293",true," clueweb09-en0011-60-26676",true," clueweb09-en0006-03-29758",false," clueweb09-en0004-76-10976",false," clueweb09-en0010-29-33407",false," clueweb09-en0004-76-10975",false," clueweb09-en0002-88-18390",true,3,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3UWN2HHPU3LMCPFTFLI60IMWDHRSNB,AQNCH42WD4ITI,2021-12-19T10:56:02,SUNDAY,1639929362000,1639929467000,105.0,1.75,22.52,0.0," all world cup winners"," Sports"," clueweb09-en0009-03-22271",false," clueweb09-en0004-81-28519",true," clueweb09-en0011-66-18235",true," clueweb09-en0008-03-25554",true," clueweb09-en0010-67-26867",true," clueweb09-enwp00-74-12197",false," clueweb09-en0009-87-03923",false," clueweb09-enwp00-69-17847",true," nr-clueweb09-enwp00-47-01488",false," clueweb09-en0001-29-11407",true," nr-clueweb09-en0009-88-06407",false," random-clueweb09-en0002-82-08074",false," clueweb09-en0000-49-00797",false,6,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3AWETUDC978RZ0QGDXZMR3NIEXWZI6,AOGXFLXT1BNE9,2021-12-19T10:52:37,SUNDAY,1639929157000,1639929527000,370.0,6.166666666666667,10.976,0.0," mushroom identification"," Nature"," nr-clueweb09-en0004-15-15408",false," clueweb09-en0004-56-03512",true," random-clueweb09-en0007-49-03198",false," clueweb09-enwp00-54-06502",false," clueweb09-en0002-32-16950",false," clueweb09-en0010-50-28798",false," clueweb09-en0010-50-28736",true," clueweb09-en0008-26-34635",false," clueweb09-en0002-91-21219",false," clueweb09-enwp01-72-01956",true," nr-clueweb09-en0003-03-14514",false," clueweb09-en0001-16-10160",false," clueweb09-en0010-65-16973",false,3,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,32RIADZISXK0QH5NXG3A19GWM0WS4G,A2QX3YJXAAHHVV,2021-12-19T11:00:32,SUNDAY,1639929632000,1639929724000,92.0,1.5333333333333334,22.504,0.0," How long should my kid play outdoors"," Parenting"," clueweb09-en0001-96-25139",false," clueweb09-en0011-50-29960",false," nr-clueweb09-en0003-52-21460",false," random-clueweb09-en0007-09-17000",false," clueweb09-en0005-73-08266",false," clueweb09-en0002-26-19139",false," nr-clueweb09-en0008-02-40981",false," clueweb09-en0005-95-32112",false," clueweb09-en0007-20-04986",false," clueweb09-en0002-93-10261",false," clueweb09-en0005-77-37869",false," clueweb09-en0010-30-23801",true," clueweb09-en0001-92-37726",true,2,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3QAPZX2QN9TQMU6OK012YODF7UJ209,A6YDORFZZXXPQ,2021-12-19T11:07:45,SUNDAY,1639930065000,1639930147000,82.0,1.3666666666666667,22.032,0.0," best song for rainy day"," Entertainment"," clueweb09-en0004-74-23853",false," clueweb09-en0008-87-23929",false," clueweb09-en0002-80-13053",false," clueweb09-enwp00-15-07213",false," nr-clueweb09-en0010-69-16231",false," clueweb09-en0010-88-26850",false," random-clueweb09-en0002-82-08074",false," clueweb09-enwp00-63-11260",false," clueweb09-en0006-73-23983",false," nr-clueweb09-en0000-66-00487",false," clueweb09-en0000-65-20707",false," clueweb09-en0008-34-27888",false," clueweb09-en0004-05-18527",false,0,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3Z9WI9EOZ44WEAGA7EER4CYQAB7KHF,A1VMPZVVVZUCS4,2021-12-19T11:09:12,SUNDAY,1639930152000,1639930288000,136.0,2.2666666666666666,20.603,0.0," birdwatching in oregon"," Crafts &amp; Hobbies"," clueweb09-en0010-87-13121",false," nr-clueweb09-en0004-37-01589",false," clueweb09-en0010-14-31211",false," clueweb09-en0000-59-34328",false," nr-clueweb09-en0000-83-09018",false," random-clueweb09-en0002-86-03239",false," clueweb09-en0004-97-14526",true," clueweb09-en0005-16-24339",true," clueweb09-en0010-87-08026",false," clueweb09-en0004-42-25161",false," clueweb09-en0005-16-24180",false," clueweb09-en0007-55-35511",false," clueweb09-en0011-99-13162",true,3,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3TE22NPXPGSHOW3C7F7S360Q8KW44O,A8B4AE3QMECV,2021-12-19T11:13:22,SUNDAY,1639930402000,1639930609000,207.0,3.45,177.73,0.0," stressful situation faced at work"," Solve a problem"," clueweb09-en0004-31-10942",false," clueweb09-en0008-75-20994",true," clueweb09-en0004-61-24549",false," nr-clueweb09-en0003-98-11288",false," random-clueweb09-en0008-13-05976",false," clueweb09-en0006-99-32499",false," nr-clueweb09-en0001-80-21588",false," clueweb09-en0001-06-31906",false," clueweb09-en0004-73-05143",true," clueweb09-en0008-00-37012",false," clueweb09-en0006-08-13385",true," clueweb09-en0010-05-28574",false," clueweb09-en0006-98-06373",false,3,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3QILPRALQAB4T50K1NC1JRMV1NR8NY,A3H6EW539UJPJF,2021-12-19T11:45:47,SUNDAY,1639932347000,1639932391000,44.0,0.7333333333333333,14.099,0.0," What type of lighting is best for eyes"," Home"," clueweb09-en0009-59-33680",false," nr-clueweb09-en0003-85-29638",false," clueweb09-en0011-26-42221",false," clueweb09-en0009-87-33313",false," clueweb09-en0003-09-00601",false," clueweb09-en0008-49-21950",false," clueweb09-en0011-51-19022",false," clueweb09-en0000-68-14618",false," clueweb09-en0005-90-15176",false," clueweb09-en0009-15-09510",false," nr-clueweb09-en0000-16-09008",false," random-clueweb09-en0006-75-34429",false," clueweb09-en0004-62-22313",false,0,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,36NEMU28XKT91OB2NPD7KS0HE5SWMB,A1U9BOHKFRUNCU,2021-12-19T12:35:03,SUNDAY,1639935303000,1639935486000,183.0,3.05,107.037,0.0," Economy  Finance news from 2009"," Economy &amp; Finance"," clueweb09-en0000-90-14620",false," random-clueweb09-en0000-21-15033",false," clueweb09-en0009-91-32674",false," clueweb09-en0000-90-14469",true," clueweb09-en0009-91-32663",false," nr-clueweb09-en0004-72-15014",true," clueweb09-en0008-22-06113",true," clueweb09-en0004-92-29543",true," clueweb09-en0010-61-20957",false," nr-clueweb09-en0004-04-16389",false," clueweb09-en0010-61-20811",false," clueweb09-en0008-17-15915",false," clueweb09-en0009-98-00467",true,4,1
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3SUWZRL0M3TDVL4JF9CK9QWVH1BE66,A2XS49LRNX8PD4,2021-12-19T12:55:17,SUNDAY,1639936517000,1639936557000,40.0,0.6666666666666666,16.795,0.0," When was the first year the PGA Tour started"," Sports"," nr-clueweb09-en0004-99-27465",false," clueweb09-en0008-30-05131",false," clueweb09-en0010-91-05922",false," random-clueweb09-en0004-13-04016",false," clueweb09-en0006-96-15455",false," clueweb09-en0009-19-22394",false," nr-clueweb09-en0005-34-00743",false," clueweb09-en0009-65-04075",false," clueweb09-en0007-13-20825",false," clueweb09-en0010-91-06129",false," clueweb09-en0007-09-14086",false," clueweb09-en0011-49-09649",false," clueweb09-enwp01-62-19276",true,1,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3JAOYWH7VNKEJAG9U2206VDHGZJ9LY,A4PAQ2IJ39F1E,2021-12-19T12:48:28,SUNDAY,1639936108000,1639936687000,579.0,9.65,108.603,0.0," why pluto is not a planet anymore"," Science"," nr-clueweb09-en0003-67-03012",false," clueweb09-en0008-52-35172",true," random-clueweb09-en0008-25-06683",false," clueweb09-en0003-47-07641",true," clueweb09-en0006-74-21347",false," clueweb09-en0000-46-26603",true," clueweb09-en0008-53-23066",false," clueweb09-en0010-38-30592",false," clueweb09-en0006-96-24288",true," clueweb09-en0008-30-02815",false," nr-clueweb09-en0002-75-20847",false," clueweb09-en0005-95-18838",true," clueweb09-en0010-29-08285",true,6,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,39U1BHVTDQ7GNLZYM23H19KCAKX3TG,A1EGQAMPW9N5FT,2021-12-19T13:03:59,SUNDAY,1639937039000,1639937105000,66.0,1.1,45.557,0.0," how to fix a leaking tap"," Home"," clueweb09-en0009-58-25007",false," nr-clueweb09-en0009-76-08977",false," clueweb09-en0007-98-34816",false," clueweb09-en0007-58-02748",false," clueweb09-en0009-58-25144",false," clueweb09-en0008-52-32328",false," random-clueweb09-en0009-06-35915",false," clueweb09-en0007-08-15787",false," clueweb09-en0008-88-23975",false," clueweb09-en0008-22-23859",false," nr-clueweb09-en0011-58-19095",false," clueweb09-en0002-35-04361",false," clueweb09-en0003-59-09661",false,0,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3U088ZLJVP9CYA4VYKQ9MVT4B2W0W9,ARI1EMAHUA9PO,2021-12-19T13:12:49,SUNDAY,1639937569000,1639937636000,67.0,1.1166666666666667,41.404,0.0," how to snake a drain"," Home"," nr-clueweb09-en0003-09-27521",false," clueweb09-enwp01-71-03875",false," clueweb09-en0002-33-16676",true," clueweb09-en0002-05-34541",true," random-clueweb09-en0011-47-15958",false," clueweb09-en0000-41-08455",true," clueweb09-enwp01-61-03683",false," clueweb09-en0004-88-30567",false," clueweb09-en0007-99-37945",true," clueweb09-en0008-20-26231",true," clueweb09-en0008-20-26323",false," clueweb09-en0003-93-19820",false," nr-clueweb09-en0004-02-33466",false,5,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3H7Z272LXCNZBXWGBRYXSLDWL34PLC,AT0COJ1G23ZB0,2021-12-19T13:18:53,SUNDAY,1639937933000,1639937976000,43.0,0.7166666666666667,14.081,0.0," autism in toddlers"," Parenting"," nr-clueweb09-en0002-62-09742",false," clueweb09-en0008-84-35285",false," random-clueweb09-en0008-13-05976",false," clueweb09-en0008-21-14139",true," clueweb09-en0000-30-09770",false," clueweb09-en0008-21-14141",true," clueweb09-en0001-60-24490",false," nr-clueweb09-en0004-10-03295",true," clueweb09-en0004-73-25468",false," clueweb09-en0005-23-23820",true," clueweb09-en0005-10-06356",false," clueweb09-en0000-68-16255",false," clueweb09-en0009-97-06660",false,3,1
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3OXV7EAXLJ6ALNOMQPVOQZSYQCO367,A1WY3YGT618GC0,2021-12-19T13:21:52,SUNDAY,1639938112000,1639938171000,59.0,0.9833333333333333,19.319,0.0," easy potato soup recipe"," Food &amp; Drink"," nr-clueweb09-en0000-54-09809",false," nr-clueweb09-en0000-65-12926",false," clueweb09-en0003-37-18287",true," clueweb09-en0009-03-38611",true," clueweb09-en0000-21-14750",false," clueweb09-en0004-95-07444",false," clueweb09-en0007-42-39236",true," clueweb09-en0000-67-11154",true," clueweb09-en0010-32-13823",false," clueweb09-en0004-95-07432",false," clueweb09-en0002-41-01938",true," random-clueweb09-en0007-29-30662",false," clueweb09-en0007-33-32721",true,6,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,33NF62TLXOIS5GB0VEHCGPE5N4XKJ8,A2XQ3CFB5HT2ZQ,2021-12-19T13:46:57,SUNDAY,1639939617000,1639939995000,378.0,6.3,18.143,0.0," What is a stencil"," Arts"," clueweb09-en0011-03-05529",false," clueweb09-en0010-42-16966",true," clueweb09-en0005-73-10173",false," clueweb09-enwp01-91-06432",true," clueweb09-en0006-65-16863",true," random-clueweb09-en0007-09-17000",false," nr-clueweb09-en0006-34-24756",false," clueweb09-en0009-65-32223",false," clueweb09-en0006-57-21457",false," nr-clueweb09-en0011-16-34728",true," clueweb09-en0005-66-24695",false," clueweb09-en0009-76-27023",false," clueweb09-en0002-47-13046",false,3,1
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3GDTJDAPVZRYBNFKPMX16CXVWYZ8MI,A24H4D0R8B7LBM,2021-12-19T13:53:19,SUNDAY,1639939999000,1639940093000,94.0,1.5666666666666667,41.65,0.0," help breastfeeding latch"," Parenting"," clueweb09-en0000-29-22462",false," clueweb09-en0004-52-30405",true," clueweb09-en0005-78-16510",false," clueweb09-en0010-81-15841",false," clueweb09-en0000-29-22442",true," clueweb09-en0010-81-15850",false," clueweb09-en0005-10-11938",false," clueweb09-en0007-29-24904",true," nr-clueweb09-en0003-66-07463",false," clueweb09-en0008-10-35242",false," nr-clueweb09-en0002-80-22721",false," random-clueweb09-en0007-00-09110",false," clueweb09-en0005-31-11227",false,3,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3TY7ZAOG5K0L3AAE9676YKZ9OVT0KJ,A1J0L6BLD1SESR,2021-12-19T13:53:53,SUNDAY,1639940033000,1639940368000,335.0,5.583333333333333,47.496,0.0," best bowling shoes"," Recreation"," clueweb09-en0000-35-19629",false," clueweb09-en0007-19-34439",true," random-clueweb09-en0008-13-05976",false," clueweb09-en0004-38-36930",true," nr-clueweb09-en0011-26-12040",false," clueweb09-en0004-38-36963",false," clueweb09-en0005-94-25392",true," clueweb09-en0010-36-01689",true," clueweb09-en0005-72-24912",false," clueweb09-en0004-69-15826",false," clueweb09-en0008-29-04649",false," clueweb09-en0010-18-05009",false," nr-clueweb09-en0004-31-10777",false,4,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3BWI6RSP7LPWZLIOYJHCF4WRCC67E9,A3GAQNTZ1V1VO,2021-12-19T14:10:47,SUNDAY,1639941047000,1639941086000,39.0,0.65,16.879,0.0," John McCain policy positions"," Politics"," clueweb09-en0004-35-13715",true," clueweb09-enwp00-56-02811",true," clueweb09-en0010-39-03321",true," nr-clueweb09-en0007-89-37854",false," clueweb09-en0009-55-00846",true," clueweb09-en0009-81-00400",true," clueweb09-en0001-45-23723",true," random-clueweb09-en0000-87-03924",false," clueweb09-en0011-96-04728",true," clueweb09-en0002-89-17214",false," clueweb09-enwp01-36-04020",true," clueweb09-en0009-37-16323",false," nr-clueweb09-en0003-94-25116",false,8,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3ZSY5X72N2RSTVFS1BIEPXH5HQFOR2,A3PIU3R3IE6VDW,2021-12-19T15:23:59,SUNDAY,1639945439000,1639945481000,42.0,0.7,19.293,0.0," Goldfish illnesses"," Pets"," nr-clueweb09-en0011-13-02381",false," random-clueweb09-en0000-21-15033",false," clueweb09-en0002-90-09017",false," clueweb09-en0008-96-32992",false," clueweb09-enwp00-24-22207",false," clueweb09-en0005-98-16408",false," nr-clueweb09-en0000-08-15698",false," clueweb09-en0004-05-35276",false," clueweb09-en0005-98-16398",false," clueweb09-en0005-79-35112",false," clueweb09-enwp00-30-21956",false," clueweb09-en0000-06-09906",false," clueweb09-en0008-96-33025",false,0,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,3A4NIXBJ7BFTQUZ3JB65BHJ1GYFMLZ,A29BEG9V308LIZ,2021-12-19T15:58:47,SUNDAY,1639947527000,1639947736000,209.0,3.4833333333333334,28.718,0.0," Recipe for carbonara"," Food &amp; Drink"," clueweb09-en0010-53-33732",false," clueweb09-en0008-77-22245",false," clueweb09-en0001-73-06628",true," random-clueweb09-en0002-63-12795",false," clueweb09-en0008-62-40732",true," clueweb09-en0009-45-16001",false," nr-clueweb09-en0008-46-08134",false," clueweb09-en0002-19-04844",true," nr-clueweb09-en0009-04-21351",false," clueweb09-en0007-58-02865",true," clueweb09-en0007-50-17980",false," clueweb09-en0004-29-22283",false," clueweb09-en0000-84-26171",false,4,0
3VGZ74AYUKWX8WBH5T9A79DTO4KCGE,34QN5IT0T471898D0HA38FQITVH08I,AFIK3VBMMX6G6,2021-12-19T16:09:58,SUNDAY,1639948198000,1639948258000,60.0,1.0,33.82,0.0," Can house cats survive in wild"," Nature"," clueweb09-en0005-07-32879",false," clueweb09-en0007-34-03105",true," clueweb09-en0006-64-18911",false," nr-clueweb09-en0002-21-18386",false," clueweb09-en0010-73-05756",false," nr-clueweb09-en0006-76-08671",false," clueweb09-en0005-45-11365",false," clueweb09-en0010-73-05750",false," clueweb09-en0000-26-08363",false," random-clueweb09-en0008-13-05976",false," clueweb09-en0006-08-28335",false," clueweb09-en0005-81-12897",false," clueweb09-en0007-10-37580",false,1,0
