hitId,queryNum,topicNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5,workerId
66,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," While there is little evidence of adverse health or cognitive effects due to DHA deficiency in adult vegetarians or vegans, fetal and breast milk levels remain a concern. EPA and DHA supplementation has been shown to reduce platelet aggregation in vegetarians, but a direct link to cardiovascular morbidity and mortality, which is already lower for vegetarians, has yet to be determined.",CAR_c65570f6faabeb40d16fbb4acd2521324770ebf0,0," Melina taught nutrition at the University of British Columbia from 1965-68 and did research with Thomas L. Perry on the inborn error of metabolism homocystinuria. She taught nutrition at the University of British Columbia in 1973-74. Between 1975 and 1978, she was a nutritionist with the health department of the government of British Columbia in Kelowna. Between 1978 and 1981 she lived in India and Nepal; becoming vegetarian in 1978 and becoming vegan in 1993. A motivation for her dietary choices was learning about the cruelty involved in the factory farming of animals, including boar-bashing of pigs (hitting them on the snout with a baseball bat or iron bar to force them into transport trucks), the debeaking of chickens, and the dragging off transport trucks of downer cows and calves. She returned to teach nutrition at the University of British Columbia, at Vancouver's Langara College and at Seattle's Bastyr University. She became increasingly interested in the topic of vegetarian nutrition and foods and began teaching popular classes in vegetarian cooking and nutrition that received national media attention (CBC National News, Maclean's magazine). She received the Clintec award for leadership in dietetics. Melina was co-author of the American Dietetic Association's (ADA's ) and Dietitians of Canadas joint 2003 Position Paper on Vegetarian Diets.  She is a member of Dietitians of Canada, College of Dietitians of British Columbia, the Academy of Nutrition and Dietetics (formerly the American Dietetic Association), the Washington State Dietetics Association, and the International Vegetarian Union. In 2012-2013, she was sponsored by Dietitians of Canada to do a cross Canada tour, speaking to dietitians groups in Halifax, Ottawa, Toronto, Winnipeg, and Vancouver on two topics: An Update on Vegetarian, Vegan and Raw Nutrition and The Effective treatment of Type 2 Diabetes with Vegan Diets. She has designed continuing education courses for health professionals for the Academy of Nutrition and Dietetics.",CAR_c6fa666eb3281e7de1e70a8adbf04b2d2fee0e2f,0," Signal integrity or SI is a set of measures of the quality of an electrical signal.  In digital electronics, a stream of binary values is represented by a voltage (or current) waveform.  However, digital signals are fundamentally analog in nature, and all signals are subject to effects such as noise, distortion, and loss. Over short distances and at low bit rates, a simple conductor can transmit this with sufficient fidelity. At high bit rates and over longer distances or through various mediums, various effects can degrade the electrical signal to the point where errors occur and the system or device fails.  Signal integrity engineering is the task of analyzing and mitigating these effects. It is an important activity at all levels of electronics packaging and assembly, from internal connections of an integrated circuit (IC), through the package, the printed circuit board (PCB), the backplane, and inter-system connections.  While there are some common themes at these various levels, there are also practical considerations, in particular the interconnect flight time versus the bit period, that cause substantial differences in the approach to signal integrity for on-chip connections versus chip-to-chip connections.",CAR_c7f7621412ecb4ae91fd215b985804b4b2a1169e,0," Non-dairy milks that are fortified with calcium, such as soymilk and almond milk can also contribute a significant amount of calcium in the diet.  The calcium found in broccoli, bok choy, and kale have also been found to have calcium that is well absorbed in the body.  Though the calcium content per serving is lower in these vegetables than a glass of milk, the absorption of the calcium into the body is higher.  Other  foods that contain calcium include calcium-set tofu, blackstrap molasses, turnip greens, mustard greens, soybeans, tempeh, almonds, okra, dried figs, and tahini. Though calcium can be found in Spinach, swiss chard, beans and beet greens, they are generally not considered to be a good source since the calcium binds to oxalic acid and is poorly absorbed into the body.  Phytic acid found in nuts, seeds, and beans may also impact calcium absorption rates.  See the National Institutes of Health Office of Dietary Supplements for calcium needs for various ages, the Vegetarian Resource Group and the Vegetarian Nutrition Calcium Fact Sheet from the Academy of Nutrition and Dietetics  for more specifics on how to obtain adequate calcium intake on a vegetarian or vegan diet.",CAR_c89eecd3c9b361b9b99c48c9f124da21f165894b,0," The effect also seems to be limited to a certain aspect of morality. Horberg et al. found that disgust plays a role in the development and intensification of moral judgments of purity in particular.  In other words, the feeling of disgust is often associated with a feeling that some image of what is pure has been violated. For example, a vegetarian might feel disgust after seeing another person eating meat because heshe has a view of vegetarianism as the pure state-of-being. When this state-of-being is violated, the vegetarian feels disgust. Furthermore, disgust appears to be uniquely associated with purity judgments, not with what is justunjust or what is harmfulcaregiving, while other emotions such as fear, anger, and sadness are unrelated to moral judgments of purity.",CAR_c8c028d41c04d974074e1e807e0def23e1ae9e6f,0,
67,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," Viva! Health, formerly The Vegetarian and Vegan Foundation (VVF), founded by Juliet Gellatley (along with Viva!), is a science-based health and nutrition charity. Viva! Health monitors and interprets the growing body of research linking diet and health. Viva! Health helps the public, health professionals and the food industry make informed choices about diet by providing information and advice about healthy eating. Viva! Health also runs health and education campaigns, presents school talks, cookery demonstrations, contributes to the magazine Viva!life and produces a wide variety of materials, including the free online Vegetarian Recipe Club. Viva! Health also answers nutritional queries from the public, industry and health sector and publishes diet and health-related stories regularly in national, regional and specialist press. The majority of diseases that kill most Westerners prematurely can be prevented by consuming a plant-based diet  Viva! Health explains why and provides information and advice about healthy eating.",CAR_d2fa6b03194e3e98a076848758b670781587dab0,0," Early studies of modeling effects investigated food intake alone versus in the presence of others who either ate either a very small amount (1 cracker) or a larger amount (20-40 crackers). Findings were consistent, with individuals consuming more when paired with a high-consumption companion than a low-consumption companion, whereas eating alone was associated with an intermediate amount of intake. Research manipulating eating social norms within real-life actual friendships has also demonstrated modeling effects, as individuals ate less in the company of friends who had been instructed to restrict their intake versus those who had not been given these instructions. Furthermore, these modeling effects have been reported across a range of diverse demographics, affecting both normal-weight and overweight individuals,  as well as both dieters and non-dieters. Finally, regardless of whether individuals are very hungry or very full, modeling effects remain very strong, suggesting that modeling may trump signals of hunger or satiety sent from the gut.",CAR_e16da256c48f823a23cf7ab7533acc1de87c3ce0,0," In the study, musculoskeletal side effects were more common under lebrikizumab than under placebo (13.2% versus 5.4%). Other side effects were comparable in both groups: infections overall 48.1% versus 49.1%, upper airway infections 12.3% versus 14.3%, and severe side effects overall 3.8% (treatment) versus 5.3% (placebo).",CAR_e2dfdd99bd5c5cb47047d908abecb2eb07baccba,0," Vegetarians may avoid the negative health effects of processed red meat: A 1999 meta-study of five studies comparing vegetarian and non-vegetarian mortality rates in Western countries found that in comparison with regular meat eaters, mortality from ischemic heart disease was 34% lower in people who ate fish but not meat (pescetarians), 34% lower in ovo-lacto vegetarians, 26% lower in vegans and 20% lower in occasional meat eaters. A 2010 study found that heart disease is not linked with unprocessed red meat.",CAR_071d075dcc425e84461971cc5dcdad9a617854dd,0," To further support the argument, George claims that the research on plant-based nutrition was done almost entirely on men to support the statement that one does not need to eat animal products for good health. In Georges opinion, the potential health risks brought by a vegetarianvegan diet are rare for Western adult males, for whom the ideal is best suited. Also, the nutritional evidence suggests that the best candidates for vegetarianism, and for veganism in particular, are young, healthy adult males because they do not have the nutritional stress from feeding a rapidly growing fetus nor are they unduly stressed by their own growth requirements, as most of their growth is accomplished. In general, good health can be achieved and maintained on a vegetarianvegan diet by privileged people who are adult 20-50-year-old male, non-allergic, healthy, well-educated, middle or upper class individual or upper class female unable to bear children. Everyone else who does not fall into the category of those privileged people is physiologically barred from both maintaining health and being fully moral of not consuming animals.",CAR_e8f6e6898b7b881e29a3358664f92d50bb0941ba,0,
68,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," A Health food restaurant is a restaurant that serves primarily, or exclusively, health foods, which may include vegetarian, vegan, raw, macrobiotic, organic, and low-fat menu options.",CAR_ea4050ae94ac839d63bbc1748852cc09860db719,0," This is a list of vegetarian and vegan restaurants. Vegetarian cuisine refers to food that meets vegetarian standards by not including meat and animal tissue products. For lacto-ovo vegetarianism (the most common type of vegetarianism in the Western world), eggs and dairy products such as milk and cheese are permitted. For lacto vegetarianism, the earliest known type of vegetarianism (recorded in India), dairy products such as milk and cheese are permitted. The strictest forms of vegetarianism are veganism, raw veganism, and fruitarianism, which exclude all animal products, including dairy products as well as honey, and even some refined sugars if filtered and whitened with bone char.",CAR_ef1d6e8ef8347ed659fc6ad3c7a223b63401976a,0," Through evidences from several nutritional studies that prove the health benefits of a vegetarianvegan diet, Donovan explicitly proclaims that yes, feminists should be vegetarians one year after the publication of Georges article Should Feminists be Vegetarians? in 1994. Donovan quotes Nutritional Consequences of Vegetarianism that with appropriate attention to nutritional needs, the health consequences of vegetarianism itself are neutral and in some respects may even be positive. Based on nutritional studies done in 1994, she also quotes that infant, children, adolescents, and pregnant women have special needs vegan diets can safely be used by these groups if foods, and in some instances, supplements, are selected which provide a healthful and nutritionally adequate diet In many cases, vegan diets offer health benefits. Donovan also claims that most non-Western diets are largely vegetarian and meat-eating, as a Western norm, is imposed on non-Western countries through Western cultural imperialism. Moreover, according to Lucas, in the West, nearly all of the available flesh, milk products, and eggs are the output of cruel, violet, and wasteful practices. By extension, purchasing and consuming any animal products directly supports cruelty. Such evidences disproving the potential biological and environmental harm caused by vegetarianism accentuates the necessity of adopting a vegetarianvegan diet while being a feminist. According to Donovan, feminism must take a stand against animal suffering and exploitation, including human consumption of meat.",CAR_f4d6f9711c1891b3e1b194718fec5b82f1c74028,0," A possible mechanism of the parietal lobes involvement in recognition memory may be differential activation for recollected versus familiar memories, and old versus new stimuli. This region of the brain shows greater activation during segments of recognition tasks containing primarily old stimuli, versus primarily new stimuli.  A dissociation between the dorsal and ventral parietal regions has been demonstrated, with the ventral region experiencing more activation for recollected items, and the dorsal region experiencing more activation for familiar items.",CAR_f66b4baf5763e665dfa1956e79c6a39bcc8fddf8,0," Vegetarianism may be adopted for various reasons.  Many people object to eating meat out of respect for sentient life. Such ethical motivations have been codified under various religious beliefs, as well as animal rights advocacy. Other motivations for vegetarianism are health-related, political, environmental, cultural, aesthetic, economic, or personal preference. There are variations of the diet as well: an ovo-vegetarian diet includes eggs but not dairy products, a lacto-vegetarian diet includes dairy products but not eggs, and an ovo-lacto vegetarian diet includes both eggs and dairy products. A vegan diet excludes all animal products, including eggs, dairy, and honey. Some vegans also avoid other animal products such as beeswax, leather or silk clothing, and goose-fat shoe polish.",CAR_fa94a7a69f0dda22b8a80a006cd8ca73da855a45,0,
69,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," Decisions on PBS listing are generally made on a health economics perspective, using cost-effectiveness analysis.  Cost-effectiveness analysis evaluates the cost and health effects of one technology versus the cost and health effects of another technology, which is usually standard of care. A new technology whose incremental health benefit justifies its additional expense is deemed to be cost-effective and thus reimbursed by PBAC.  Drugs that provide little health benefit at considerable additional expense, such as the PDE5 inhibitors (e.g. sildenafil) and certain expensive cancer chemotherapy drugs are not listed on the basis of poor cost-effectiveness. The principles that are applied during the evaluation of drugs for PBS listing are described in the PBAC Guidelines.",CAR_fafd37b36a5bc4b535422de727394ccd281456b6,0," As mentioned in the Vegetarian Society (Singapore) (VSS) Newsletter in November 2014, Miss Singapore World 2013, Maria-Anna Weiling Zenieris is working together with VeganBurg on the Meat Free Monday campaign, which is an international campaign that encourages people to go vegan or vegetarian on Mondays to improve their health and the health of the planet.",CAR_fef7102dc233c989443dfc9bcbcdfe9bc77d5710,0," Past studies on red and processed meat's potential health effects have been chalked up to well, people who eat a lot of that stuff lead unhealthy lifestyles to begin with..Same thinking goes for vegetarians, who are known to live longer than meat-eaters, but who also generally lead healthier lifestyles.ast studies on red and processed meat's potential health effects have been chalked up to well, people who eat a lot of that stuff lead unhealthy lifestyles to begin with..",MARCO_1006946,0," Vegetarians can get all the B12 they need from these foods, while vegans need to supplement. . 1  The Vegetarian and Vegan Guide to a Low-Carb Diet  Lose Weight Fast, Diet Plans, & 16 8 diet  7-Day Diet Plans, Healthy Meals-June 17, 2015  These foods are also rich in vitamin B12, which is not found in plant foods. also use Whole Foods brand vitamin B12 500 mcg in a sublingualchewable tablet with 100 tablets per bottle at $6-7 a bottle (have to get chewable since my partner cant swallow pills very well). It does have magnesium stearate but the bottle indicates the supplement is vegetarian.",MARCO_1026812,0," Nonviolence, for many, involves a respect and reverence for all sentient, and perhaps even non-sentient, beings. This might include abolitionism against animals as property, the practice of not eating animal products or by-products (vegetarianism or veganism), spiritual practices of non-harm to all beings, and caring for the rights of all beings. Mohandas Gandhi, James Bevel, and other nonviolent proponents advocated vegetarianism as part of their nonviolent philosophy. Buddhists extend this respect for life to animals, plants, and even minerals, while Jainism extend this respect for life to animals, plants and even microorganisms.",CAR_092bd055fe28d668f9efb8ee25d4cb97835c51e7,0,
70,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," Prudent vegans will include sources of vitamin B12 in their diets. Vitamin B12 is especially important in pregnancy and lactation and for infants and children. A number of vegan products have been fortified with vitamin B12.One brand of nutritional yeast, Red Star T-6635+, has been tested and shown to contain active vitamin B12. This brand of yeast is often labeled as Vegetarian Support Formula with or without T-6635+ in parentheses following this name.rom Simply Vegan 5th Edition. Summary: The requirement for vitamin B12 is very low, but it is essential. Non-animal sources include Red Star Vegetarian Support Formula or T-6635+ nutritional yeast (a little less than 1 Tablespoon supplies the adult RDA) and vitamin B12 fortified soy milk.",MARCO_1026816,0," The Different Kinds of Vegetarians. There are different kinds of vegetarians, depending on what they eat. The definition of a vegetarian thats most widely accepted by fellow vegetarians is a person who eats no meat, fish, or poultry. A vegetarian consistently avoids all flesh foods, as well as byproducts of meat, fish, and poultry.",MARCO_1266081,0," How being vegetarian does more harm to the environment than eating meat. It is a claim that could put a dent in the green credentials of vegetarians: Meat-free diets can be bad for the planet. Environmental activists and vegetarians have long taken pleasure in telling those who enjoy a steak that livestock farming is a major source of harmful greenhouse gases.",MARCO_1386144,0," Food. Vitamin B12 is naturally found in animal products, including fish, meat, poultry, eggs, milk, and milk products. Vitamin B12 is generally not present in plant foods, but fortified breakfast cereals are a readily available source of vitamin B12 with high bioavailability for vegetarians  5, 13-15 .Some nutritional yeast products also contain vitamin B12.any ready-to-eat breakfast cereals are fortified with vitamin B12. 1  Includes lean meats, poultry, fish, beans, eggs, and nuts. 2  Fish and red meat are excellent sources of vitamin B12. 3  Is low in saturated fats, trans fats, cholesterol, salt (sodium), and added sugars. 4  Stays within your daily calorie needs.",MARCO_1420951,0," Therefore, being a vegetarian negatively affects the probability of being in the first category of food expenses ($0 to $300). This is consistent with our hypothesis that vegetarians tend to have larger food bills than non-vegetarian consumers.",MARCO_1593465,0,
71,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," Research also has shown that a vegan or vegetarian diet may lower your risk of getting type 2 diabetes. And a 2011 study found that vegetarians had lower triglycerides, glucose levels, blood pressure, and body mass index (BMI).",MARCO_1603756,0," Food. Vitamin B12 is naturally found in animal products, including fish, meat, poultry, eggs, milk, and milk products. Vitamin B12 is generally not present in plant foods, but fortified breakfast cereals are a readily available source of vitamin B12 with high bioavailability for vegetarians  5, 13-15 .Some nutritional yeast products also contain vitamin B12.itamin B12 is generally not present in plant foods, but fortified breakfast cereals are a readily available source of vitamin B12 with high bioavailability for vegetarians  5, 13-15 . Some nutritional yeast products also contain vitamin B12.",MARCO_1609882,0," When you eat a vegetarian meal, you don't eat meat, poultry, or fish. You may eat eggs or dairy. If it's a vegan meal, you'll skip anything that comes from animals, including milk, cheese, and eggs.lthough zinc is found in many vegetarian foods, it is not as well absorbed as meat-based zinc. Eating plenty of zinc-rich foods can help you maximize the amount your body absorbs. Good sources include milk, cheese, whole-grain breads, nuts, soy foods, and legumes, such as chickpeas.",MARCO_1649258,0," Shares & Saves. Save. http:www.sxc.huphoto1025577. Being a vegetarian doesn't mean limiting yourself or drastically changing your diet and vitamin intake. Vegetarians can still eat carbohydrate-based, protein-based and mineral-based foods. Eating a variety of foods will help you stay healthy.hares & Saves. Save. http:www.sxc.huphoto1025577. Being a vegetarian doesn't mean limiting yourself or drastically changing your diet and vitamin intake. Vegetarians can still eat carbohydrate-based, protein-based and mineral-based foods. Eating a variety of foods will help you stay healthy.",MARCO_1649264,0," 1 Pernicious anemia, which makes it hard for your body to absorb vitamin B12. 2  Surgery that removed part of your stomach or small intestine, including weight loss surgery. 3  Conditions affecting the small intestine, such as Crohn's disease, celiac disease, bacterial growth, or a parasite.ou can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs.",MARCO_1655041,0,
72,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," In the first chapter, Deckers abstracts from some of the deeper questions associated with this topic by focusing on the narrow global health impacts, ignoring the question how nonhuman organisms ought or ought not to be treated when human beings make decisions about what to eat. The chapter reveals that, in many situations, omnivorous and vegetarian diets produce more narrowly defined negative global health impacts than vegan diets. The survey is limited mainly to how different diets impact on zoonoses, as well as to how they impact on land, water, fossil fuels, and atmospheric resources. It is also argued that omnivorous and vegetarian diets result in significant negative health impacts upon the lives of those who work in the farm animal sector, for example on those who work in slaughterhouses.",CAR_0ee7b11294c97a906b5cc8727ae562d9781d5d9e,0," You can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs.Babies born to mothers who are vegetarians may also not get enough vitamin B12.ou can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs.",MARCO_1655045,0," A vegan follows a strict vegetarian diet and avoids eating animals foods and consuming dairy products. That can be a healthy alternative to a diet high in fatty animal products. To follow the vegan diet properly, you need to know exactly what foods to avoid. A vegan diet is not necessarily healthier than a regular diet, and a nutritionist can guide you in developing a nutritious vegan meal plan. Meat and Eggs Vegans cannot eat any type of meat, poultry or eggs.",MARCO_1766017,0," Veganism is a type of vegetarian diet that excludes meat, eggs, dairy products and all other animal-derived ingredients. Many vegans also do not eat foods that are processed using animal products, such as refined white sugar and some wines. Vegan refers to either a person who follows this way of eating or to the diet itself. That is, the word vegan can be an adjective used to describe a food item, as in, This curry is vegan, or, it can be used as a noun, as in, Vegans like cookies, too.. See also: Types of Vegetarians. Easy Vegan Recipes.",MARCO_1807197,0," You can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs.Babies born to mothers who are vegetarians may also not get enough vitamin B12.ou can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs. Babies born to mothers who are vegetarians may also not get enough vitamin B12.",MARCO_1860966,0,
73,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," Vitamin B12 deficiency can happen if you have certain conditions, such as: 1  Atrophic gastritis, in which your stomach lining has thinned. 2  Pernicious anemia, which makes it hard for your body to absorb vitamin B12. 3  Surgery that removed part of your stomach or small intestine, including weight loss surgery.ou can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs. Babies born to mothers who are vegetarians may also not get enough vitamin B12.",MARCO_1860970,0," These glandular thyroid products contain trace amounts of thyroid hormones, and many health care providers believe they can be used safely to support optimal thyroid function. Ridges in your nails can also be warning signs of a vitamin B12 problem.Diet, age, and drugs are all common culprits behind a B12 deficiency. Since meat is the primary source of vitamin B12 for most of us, strict vegetarians are at a higher risk for a B12 deficiency.hese glandular thyroid products contain trace amounts of thyroid hormones, and many health care providers believe they can be used safely to support optimal thyroid function. Ridges in your nails can also be warning signs of a vitamin B12 problem.",MARCO_1958115,0," What is a Vegan? Vegetarians do not eat meat, fish, or poultry. Vegans, in addition to being vegetarian, do not use other animal products and by-products such as eggs, dairy products, honey, leather, fur, silk, wool, cosmetics, and soaps derived from animal products. People choose to be vegan for health, environmental, andor ethical reasons.",MARCO_1958541,0," Meat gets a bad rap: Eating too much is associated with increased risk of cardiovascular disease and cancer. But according to the Harvard School of Public Health, this depends largely on the types of meat you choose, and some are far healthier than others. Meat serves as a good source of protein. Just make wise choices when deciding what to put on your plate.",MARCO_2204298,0," pH versus temperature graphs. The figure above shows the effect on the electrode signal at various temperatures. The isothermal point of a pH electrode is defined as the intersection point of different temperature lines, see the figure.",MARCO_2299656,0,
74,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," Researchers have also found that adding just one hour of sleep a night can boost your health rather drastically. Here, they set out to determine the health effects of sleeping 6.5 hours versus 7.5 hours a night. During the study, groups of volunteers slept either 6.5 hours or 7.5 hours a night for one week.ere, they set out to determine the health effects of sleeping 6.5 hours versus 7.5 hours a night. During the study, groups of volunteers slept either 6.5 hours or 7.5 hours a night for one week.",MARCO_2328270,0," Rates of adverse effects are based on a comparison versus placebo in people with heart failure. Most common side effects include dizziness (17% vs 9% ), low blood pressure (7% vs 2%), and diarrhea (5% vs 4%). Less common side effects include joint pain, fatigue, and back pain (all 3% vs 2%).",CAR_0ff25bb9ca3bb4336624271bc6a401e7830e6f1c,0," The Different Kinds of Vegetarians. There are different kinds of vegetarians, depending on what they eat. The definition of a vegetarian thats most widely accepted by fellow vegetarians is a person who eats no meat, fish, or poultry. A vegetarian consistently avoids all flesh foods, as well as byproducts of meat, fish, and poultry. Of course, vegetarian diets vary in the extent to which they exclude animal products:",MARCO_2395066,0," A vegetarian diet can be perfectly healthy; in fact, a vegetarian or vegan diet can improve digestion and skin tone, give you more energy and help you lose weight. But many vegetarians and vegans don't realize that their diets could be lacking in vital nutrients, vitamins and minerals. If you follow a vegetarian diet, you could be at risk of developing health problems including chronic fatigue, lowered immune response and even malnutrition.",MARCO_2428017,0," In terms of health risks from eating a vegetarian or vegan diet, most people think of vitamin B12 deficiency, as vitamin B12 (cobalamin) is present in natural form only in animal sources of food, such as meat, fish, dairy products, and eggs.",MARCO_2487144,0,
75,39_8,39,8," What does it mean to be a vegan?<br/>What is the environmental argument for being a vegan?<br/>Do you need milk for strong bones?<br/>What are other good sources of calcium besides milk?<br/>If you don't eat any meat, at all, is it bad for you?<br/>What are good sources of vitamin B12?<br/>Does being vegan help you lose weight?<br/><span>What about the health effects of being vegan versus being vegetarian?</span>"," You can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs. Babies born to mothers who are vegetarians may also not get enough vitamin B12. Pernicious anemia, which makes it hard for your body to absorb vitamin B12. 2  Surgery that removed part of your stomach or small intestine, including weight loss surgery. 3  Conditions affecting the small intestine, such as Crohn's disease, celiac disease, bacterial growth, or a parasite.",MARCO_2495490,0," Vitamin B12 does a lot of things for your body. It helps make your DNA and your red blood cells, for examples. Since your body doesn't make vitamin B12, you'll need to get it from animal-based foods or from supplements, and it needs to be consumed on a regular basis.ou can also get vitamin B12 deficiency if you're a vegan (meaning you don't eat any animal products, including meat, milk, cheese, and eggs) or a vegetarian who doesn't eat enough eggs or dairy products to meet your vitamin B12 needs. Babies born to mothers who are vegetarians may also not get enough vitamin B12.",MARCO_2646264,0," Vegetarians have much lower sperm counts. A diet rich in fruit and vegetables may harm fertility, say researchers at Loma Linda University Medical School. Vegetarians and vegans may be harming their chance of having children after a study found that men who do not eat meat have significantly reduced sperm counts.",MARCO_2819597,0," Food. Vitamin B12 is naturally found in animal products, including fish, meat, poultry, eggs, milk, and milk products. Vitamin B12 is generally not present in plant foods, but fortified breakfast cereals are a readily available source of vitamin B12 with high bioavailability for vegetarians  5, 13-15 .Some nutritional yeast products also contain vitamin B12.ood. Vitamin B12 is naturally found in animal products, including fish, meat, poultry, eggs, milk, and milk products. Vitamin B12 is generally not present in plant foods, but fortified breakfast cereals are a readily available source of vitamin B12 with high bioavailability for vegetarians  5, 13-15 .",MARCO_282253,0," Other sources of vitamin B12 are vitamin B12 fortified soy milk, vitamin B12 fortified meat analogues (food made from wheat gluten or soybeans to resemble meat, poultry, or fish), vitamin B12-fortified energy bars, and vitamin B12 supplements.There are vitamin supplements that do not contain animal products. number of vegan products have been fortified with vitamin B12. One brand of nutritional yeast, Red Star T-6635+, has been tested and shown to contain active vitamin B12. This brand of yeast is often labeled as Vegetarian Support Formula with or without T-6635+ in parentheses following this name.",MARCO_2836321,0,
