queryNum,subQueryNum,query,text1,document1,score1,text2,document2,score2,text3,document3,score3,text4,document4,score4,text5,document5,score5
54_6,6," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/><span>What is the best time to visit the reflecting pools?</span>"," Swimming pool removal cost varies based on a lot of factors. Typically residential pool removals could cost as low as $6000 or as high as $15,000. Some of the factors that determine the pool removal cost are.The best way to find out the cost to remove your pool is to call a pool removal contractor, have them visit your pool and get a quote. Most of them give free quotes.ome of the factors that determine the pool removal cost are. The best way to find out the cost to remove your pool is to call a pool removal contractor, have them visit your pool and get a quote. Most of them give free quotes.",MARCO_3962184,0," A great list of things to do when you visit Washington, D.C. 1  Visit the Capitol Building. 2  Look at the Washington Monument. 3  Tour The White House. 4  Visit the Hirshhorn Museum and Sculpture Garden. 5  Explore flight at the Smithsonian National Air and Space Museum.",MARCO_4083277,0," Shocking your pool at the correct time can make a big difference to your pool. If you shock your swimming pool mid day in the middle of the direct sun the swimming pool shock will burn out of the pool faster. The best time to shock the swimming pool is after the sun goes down. Shocking the pool after the direct sunlight has passed over the pool is the best time to shock your pool.",MARCO_4323864,0," The association offers a variety of activities in its two clubhouses with swimming pools, tennis courts, bocce courts, card rooms, billiard tables, exercise equipment and monthly events and shows. To our residents, thank you for making The Pines of Delray North your home. To our visitors, please feel free to visit the public areas of our website to learn more about our community and how you can make it your home.",MARCO_4915356,0," 1 The fiberglass bump up the costs to $20,000 without installation. 2  There are also concrete and gunite pools that require around $20,000 to $50,000 to install. 3  Most in-ground pools will also demand some sort of surrounding patio installation as well as a need for fencing (as required by law in many areas of the world). Most pools begin with the liner, and they can be made from vinyl or fiberglass. 2  The vinyl is the least expensive with a standard cost of roughly $18,000. 3  The fiberglass bump up the costs to $20,000 without installation. 4  There are also concrete and gunite pools that require around $20,000 to $50,000 to install.",MARCO_5698571,0
54_6,6," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/><span>What is the best time to visit the reflecting pools?</span>"," The Lincoln Memorial Reflecting Pool is the largest of the many reflecting pools in Washington, D.C. , United States. It is a long and large rectangular pool located on the National Mall, directly east of the Lincoln Memorial, with the Washington Monument to the east of the reflecting pool. Part of the iconic image of Washington, the reflecting pool hosts many of the 24 million visitors a year who visit the National Mall.",MARCO_603448,0," Tourist walk past the Reflecting Pool in front of the Lincoln Memorial that is full of algae after recently being filled with water, on Sept. 26, in Washington, DC.",MARCO_6069669,0," Lincoln Memorial Reflecting Pool. Location: Between World II Memorial and Lincoln Memorial.  Pedestrian access is limited to either the North Elm Walk or the South Elm Walk, depending on the phase of work.",MARCO_6107950,0," Our recommendations. Kay Cliffe, from our supplier Skedaddle, discusses her best time to visit Denmark, and what to be wary of: If you want to experience Denmark by bike the best time of year to visit is in the warmer summer months! This is when you ll have the most opportunity for sunshine.isitDenmark shares their own favourite time to visit the country: Autumn is a great season for local produce and a great time to try Nordic food made with locally sourced ingredients. This is celebrated in the two major food festivals Copenhagen Cooking and Aarhus Food Festival.",MARCO_6210138,0," Blue Crystal. In lighter shades, blue crystals are tempered with subtlety. The color of shallow pools of water reflecting the sky, light blue crystals help us reflect, ponder, question, and relax in our acceptance of the life we have.Use light blue crystals when you need to develop patience, reconcile differences, or seek forgiveness.n lighter shades, blue crystals are tempered with subtlety. The color of shallow pools of water reflecting the sky, light blue crystals help us reflect, ponder, question, and relax in our acceptance of the life we have.",MARCO_6379339,0
54_6,6," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/><span>What is the best time to visit the reflecting pools?</span>"," Question: When is the Best Time to Visit Las Vegas. If you are thinking about when the best time to go to Las Vegas is you need to know that the right time is entirely up to you and your personal likes and dislikes.Wow, what a revelation.f you are thinking about when the best time to go to Las Vegas is you need to know that the right time is entirely up to you and your personal likes and dislikes.",MARCO_6547350,0," Best and worst time to go to Washington, D.C. The best time to visit Washington, D.C., is in September after Labor Day, as both temperatures and tourist crowds decrease from their respective summer peaks. The worst time to visit unfortunately coincides with one of the area's biggest draws, the Cherry Blossom Festival at the end of March to early April.",MARCO_6904108,1," Reviews on Free museum in Washington, DC - Smithsonian National Museum of Natural History, International Spy Museum, Newseum, National Gallery of Art, National Museum of African American History and Culture, Hirshhorn Museum & Sculpture Garden,",MARCO_7227209,0," Above ground pools reflect our average cost above. As opposed to inground swimming pools, above ground options do not require any excavation, which is a big percentage of the overall pool installation. Furthermore, the materials needed for above ground pools are far cheaper than that of inground pools. Overall, the costs of an above ground pool is typically a third of the price of an inground pool, and they shouldnt cost more than $6,000 to purchase and professionally install. Inground Pool Installation Cost. Time to deepen your pockets.",MARCO_7398852,0," Phoenix Pool Builder & Pool Service Company. At Shasta Pools & Spas, we know your lifestyle is unique. We understand that no two people or backyards are alike, and that is why we create innovative pools and spas that reflect your own personality and desires. We know that building a pool or spa in Arizona can be an intimidating project, but were dedicated to making it an enjoyable experience.",MARCO_7967199,0
54_6,6," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/><span>What is the best time to visit the reflecting pools?</span>"," The newest Smithsonian museum, the National Museum of African American History and Culture (NMAAHC), has an automated counting system that counts visitors (and staff) as they enter the museum. Visit numbers are compiled on a calendar-year basis. Since 2001, the total visits to the Smithsonian have also reflected the number of visits to the National Zoo. Numbers are rounded to the nearest thousand or tenth of a million (M), depending on volume.",MARCO_8295800,0," Museum Hours . Daily 10 AM to 5 PM Closed Thanksgiving and Christmas Day. Hours subject to change. Museum Guide. To prepare for a visit to the Museum, download or print a copy of our guide. (PDF)",MARCO_8638855,0," The Best Museums In D.C. That Aren't On The National Mall. There's no question that D.C. is a museum town. Situated just off the National Mall, dozens of free Smithsonian Museumssuch as the National Air & Space Museum, the Museum of Natural History, and othersattract millions of visitors to D.C. every year.",MARCO_8757858,0," The cost of a gunite pool, as mentioned, the price can vary depending on what you want in a pool. Gunite would be considerably higher in cost compared to fiberglass pools. Though Fiberglass pools are nonporous, while Gunite is. Meaning that gunite pools are more prone to algae.",MARCO_902210,0," Visiting the Lincoln Memorial. The memorial built to honor the 16th president is a must-see for every visitor to the nations capital. The experience. The grand Lincoln Memorial towers over the Reflecting Pool, anchoring the western end of the National Mall.",MARCO_1262632,0
54_7,7," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/><span>Are there any famous foods?</span>"," Germany is famous for its beer, food, Cinderella-esque castles and ties to World War II. Germany also has a number of structures and historical figures that played a significant role in... Germany is famous for its beer, food, Cinderella-esque castles and ties to World War II. Germany also has a number of structures and historical figures that played a significant role in history. Germany is widely famous for its annual drinking event, Oktoberfest. Oktoberfest is the largest festival in the world during which people gather to enjoy beer, wine and German culture. Germany produces many well-known beers, including Beck's and the popular beer, stein.",MARCO_1345629,0," Traditional food in Colombia An overview The traditional food in Colombia is characterized by a combination of indigenous people and European recipes.The cuisine of Colombia uses much fruits and meat, along many other ingredients, such as its famous coffee.he traditional food in Colombia is characterized by a combination of indigenous people and European recipes. The cuisine of Colombia uses much fruits and meat, along many other ingredients, such as its famous coffee.",MARCO_1436721,0," Best Restaurants in Washington DC. Menus, Photos, Ratings and Reviews for Best Restaurants in Washington DC Zomato is the best way to discover great places to eat in your city. Our easy-to-use app shows you all the restaurants and nightlife options in your city, along with menus, photos, and reviews. Share your food journey with the world, Checkin at Restaurants, Bars & Cafes and follow other foodies for personalized recommendations.",MARCO_1767303,0,"  just now. 1  actually any thing you eat that is burt black is charcoal. The most famous thing that people eat is marsh mellows burned black. 2  It is safe to eat the food cooked on the grill. However, be careful not to breathe in the fumes from the grill, or use the grill in an enclosed place. A charcoal grill will create carbon monoxide. it's safe as long as you're doing it outside.",MARCO_1783226,0," Some fast foods are high in calories and low in nutritional value, while other fast foods, such as salads, may be low in calories and high in nutritional value.. Foods commonly considered junk foods include salted snack foods, gum, candy, sweet desserts, fried fast food, and sugary carbonated beverages.Many foods such as hamburgers, pizza, and tacos can be considered either healthy or junk food depending on their ingredients and preparation methods.ome fast foods are high in calories and low in nutritional value, while other fast foods, such as salads, may be low in calories and high in nutritional value.. Foods commonly considered junk foods include salted snack foods, gum, candy, sweet desserts, fried fast food, and sugary carbonated beverages.",MARCO_2041642,0
54_7,7," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/><span>Are there any famous foods?</span>"," Distance to cities nearby Washington, DC and Williamsburg, VA. 1  Distance from Washington, DC to Pentagon, DC. 2  Distance from Washington, DC to Adelphi, MD. 3  Distance from Washington, DC to Accokeek, MD. 4  Distance from Washington, DC to Adamstown, MD. 5  Distance from Williamsburg, VA to Washington, DC. There are miles from Williamsburg to Washington and miles by car. Williamsburg and Washington are far apart (by car). This is the best Williamsburg, VA-Washington, DC route.",MARCO_2337780,0," Its a great symbiotic relationship. As a result, quite a few celebrities own fast food franchises  especially current or retired athletes. Venus Williams  Venus Williams (pictured below) owns four Jamba Juice locations throughout the Washington, D.C. area.",MARCO_2567054,0," France has given the world fabulous food, amazing artists, memorable monuments and so much more! Here we touch on just some of the things that France is most famous for; 1  Gourmet food  French cuisine is lauded across the world and for good reason. 2  France has the highest number of Michelin starred restaurants. 3  Specialities include croissants, brie cheese and jambon (local hams).",MARCO_2709419,0," Cheese is a food made from milk. Italy is the source of many delicious foods -- pizza, pasta, salami, biscotti.... Food in its commonest sense is a non-countable noun, with all the effects of that. It's already a plural. You would eat some food not a food.You would say less food not fewer foods. However, there is a less common usage where a food means a type of food: Cheese is a food made from milk. ... and in this form, you can pluralise it ...ou would say less food not fewer foods. However, there is a less common usage where a food means a type of food: Cheese is a food made from milk. ... and in this form, you can pluralise it ...",MARCO_292062,0," See All. Birch & Barley is a ground-breaking Washington DC restaurant dedicated to an unparalleled collection of 555 artisanal beers. Located on 14th Street near Logan Circle, the restaurant delivers a completely unique food and beer experience celebrating a full spectrum of styles, traditions, regions and flavors.",MARCO_3159072,0
54_7,7," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/><span>Are there any famous foods?</span>"," Washington D.C. is a city rich in history. From free museums to historical monuments, theres no shortage in free things to do. Washington D.C. serves up a wide variety of special events that run throughout the year.From Abraham Lincolns Birthday to the White House Easter Egg Roll, Washington D.C. has a lot to offer any time of the year.But when is the best time to visit Washington D.C.? The answer depends on your preferences.rom free museums to historical monuments, theres no shortage in free things to do. Washington D.C. serves up a wide variety of special events that run throughout the year.",MARCO_3536405,0," A great list of things to do when you visit Washington, D.C. 1  Visit the Capitol Building. 2  Look at the Washington Monument. 3  Tour The White House. 4  Visit the Hirshhorn Museum and Sculpture Garden. 5  Explore flight at the Smithsonian National Air and Space Museum.",MARCO_4083277,0," 10 Metro Stops for Top DC Attractions. Washington DC offers some of the greatest monuments, memorials, museums, and famous buildings that America has to offer. If youre visiting the nations capital, chances are pretty good that youre looking forward to take it all in.",MARCO_4222336,0," Famous french food is created using ingredients renowned for being the Food of France. Specialities the french call their own!! France is full of Famous Foods, creating food delicacies is in french history. That's why French Food is respected all over the world. Some of the world's most expensive and famous foods come from France. Their rareness and the techniques used to make them, are sometimes very time consuming and questionable.",MARCO_4505256,0," Garbure is a Famous Traditional French Recipe from the South-West of France. Fruit Tart 'Tarte aux Fruits' is a famous french food found in bakeries all over France. This recipe is Traditional to the Region of Provence.amous French Food. Famous french food is created using ingredients renowned for being the Food of France. Specialities the french call their own!! France is full of Famous Foods, creating food delicacies is in french history.",MARCO_4788168,0
54_7,7," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/><span>Are there any famous foods?</span>"," Famous French Food. Famous french food is created using ingredients renowned for being the Food of France. Specialities the french call their own!! France is full of Famous Foods, creating food delicacies is in french history. That's why French Food is respected all over the world. Some of the world's most expensive and famous foods come from France. Their rareness and the techniques used to make them, are sometimes very time consuming and questionable. From Provincial French Cooking to Nouvelle Cuisine the ingredients can remain the same, made famous by just presenting them differently.",MARCO_4935280,0," Whole Foods Cakes Prices, Designs & Ordering Process. Whole Foods Cakes generally cost between $12.99 and $132.99 based on the size and shape. Famous for using natural ingredients, Whole Foods bakes cakes that are ideal for adult celebrations like birthdays, weddings, holidays and more.",MARCO_5123692,0," Pretty much all Asian foods are famous in Australia. If you go to Sydney, you will notice that every second restaurant is Thai. And there is pretty good representation by Vietnamese, Chinese, Korean and Indian as well. Melbourne on the other hand has had all of its Kebab places replaced by Japanese Sushi bars.",MARCO_5755214,0," Waffles, fries, chocolate, beertheres more to Belgium than junk food. Here are 10 traditional Belgian dishes you should try when you visit. Waffles, fries, chocolate, beer Belgium may be famous for its junk food, but there's far more to its national cuisine than that.Ahead of the Eat!Brussels food festival, taking place in the capital September 1114, we've picked 10 lesser-known Belgian dishes that are pleasure filled, not pound heavy.affles, fries, chocolate, beer Belgium may be famous for its junk food, but there's far more to its national cuisine than that. Ahead of the Eat! Brussels food festival, taking place in the capital September 1114, we've picked 10 lesser-known Belgian dishes that are pleasure filled, not pound heavy.",MARCO_5988244,0," Colorado does not have any famous foods but it is a healthy state so they eat green vegetable's. Game meats are popular in Colorado-elk, moose, boar, etc.ood in Italy is very regional-- what's famous depends on where you are. The most famous export comes from Naples, and that is pizza. From the North there is polenta and panne  tone, from Sicily there's cannoli.",MARCO_6178614,0
54_7,7," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/><span>Are there any famous foods?</span>"," While this isn't a list of all female chefs, it does include all the most famous women in the kitchen-from Italian female chefs to others with shows on a food channel, heads of notable restaurants, and any famous woman chef whipping up amazing food in kitchens all over the world.Z. G Options.rom Food Network female chefs to other famous women cooks, this list includes the likes of Sophie Grigson to Jennifer Paterson and more.",MARCO_6756870,0," Common processed foods that are energy dense are packaged snack foods, frosted cakes with filling, cookies and candies. Traditional fast foods such as cheeseburgers, fried chicken, and French fries and bakery items such as doughnuts are famous for their energy density.f you choose low energy dense foods, the same 20 bites will deliver fewer calories but the same sense of satisfaction. Energy dense foods are often processed foods. Food processors need products that ship well, have a long shelf life, are easy to prepare and entice with an intense taste.",MARCO_6913318,0," 4. Mix wet food with human food. If your dog is hooked on human foods, then you can start the conversion to dry food by giving your dog wet food that is the same brand as the dry food that you want him to eat. Mix some of the wet food in with the human food that your dog likes to eat.f you are trying to switch your dog from one brand of food to another, begin by mixing a small amount of the new food in with the old food. Over the a course of one to two weeks feed more and more of the new food and less and less of the old food until it is only eating the new food.",MARCO_7549232,0," These popular, admission-free museums are paid for by federal tax dollars and would be closed during a shutdown. They include the National Air and Space Museum, the National Museum of American History, the new National Museum of African American History and Culture and the National Zoo, which is famous for its pandas.",MARCO_783478,0," Check back for new Restaurant Week promotions at the start of the next cycle! Named the coolest city in America, Bon Appetit's 2016 Restaurant City of Year, Zagat's Hottest Food City of 2016, and earning it's very own Michelin Guide, DC is known for its restaurants. Experience 250 of them with Metropolitan Washington Restaurant Week.",MARCO_8448694,0
54_7,7," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/><span>Are there any famous foods?</span>"," Foods are the most common causes. Famous foods for causing gas and then possible subsequent bloating include fatty foods, which are known for causing slowdowns in the digestion process, starchy substances and sugary foods.",MARCO_8541410,0," Museums After Hours: D.C.s Best Kept Secret. If you like visiting the capitals museums by day, youll love what they offer after five. Washington, D.C. is home to over 50 museums, making it the perfect destination for visitors looking to soak up history, science and culture. The Smithsonian museums alone draw over 30 million visitors each year. But many out-of-towners don't know that some of the area's best museum offerings happen after regular hours. Over the last few years, more and more D.C. museums have begun opening their doors after five for thematic events, musical performances, special curator-led tours and, of course, cocktails and mingling.",MARCO_8757859,0," Germany is famous for its beer, food, Cinderella-esque castles and ties to World War II. Germany also has a number of structures and historical figures that played a significant role in... Germany is famous for its beer, food, Cinderella-esque castles and ties to World War II. Germany also has a number of structures and historical figures that played a significant role in history. Germany is widely famous for its annual drinking event, Oktoberfest. Oktoberfest is the largest festival in the world during which people gather to enjoy beer, wine and German culture. Germany produces many well-known beers, including Beck's and the popular beer, stein.",MARCO_1345629,0," Traditional food in Colombia An overview The traditional food in Colombia is characterized by a combination of indigenous people and European recipes.The cuisine of Colombia uses much fruits and meat, along many other ingredients, such as its famous coffee.he traditional food in Colombia is characterized by a combination of indigenous people and European recipes. The cuisine of Colombia uses much fruits and meat, along many other ingredients, such as its famous coffee.",MARCO_1436721,0," Best Restaurants in Washington DC. Menus, Photos, Ratings and Reviews for Best Restaurants in Washington DC Zomato is the best way to discover great places to eat in your city. Our easy-to-use app shows you all the restaurants and nightlife options in your city, along with menus, photos, and reviews. Share your food journey with the world, Checkin at Restaurants, Bars & Cafes and follow other foodies for personalized recommendations.",MARCO_1767303,0
54_8,8," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/>Are there any famous foods?<br/><span>What is a DC half smoke?</span>"," Cigar Hunter: On Bill Clintons big night, lets smoke his big Gurkha. WASHINGTON: This 27 May 1993 file photo shows US President Bill Clinton as he chews on a cigar in the Oval Office of the White House in Washington, DC as he waits for the results of a debate in the US House of Representatives.",MARCO_1122324,0," What is 'Trap & Paint'? Trap & Paint is a new social event in Washington DC that merges the traphouse with the existing wine and paint party culture. But because we do things different here at The Museum, we have added our own twist. DJ 59, our in-house DJ, will have a playlist full of Gucci Mane, TI, Jeezy, 2 Chainz, UGK & More! Well stage the store as a trap house for one night. Come ready to paint and ball out!",MARCO_1750038,0," Fly from New York to Washington, DC. Seeing the country's capital is just a short flight away because nonstop flights from New York to Washington, D.C., take less than 2 hours. The atmosphere in Washington is completely different, and many of the top attractions relate to the nation's history.",MARCO_2043053,0," Does Smoking Cause Lung Cancer. die from lung cancer and other smoking related diseases than they die from aids, drug abuse, car accidents and homicide, combined. Cigarette smoking is a danger to our life and health.It is the leading known cause of lung cancer.oes Smoking Cause Lung Cancer. die from lung cancer and other smoking related diseases than they die from aids, drug abuse, car accidents and homicide, combined. Cigarette smoking is a danger to our life and health.",MARCO_2583485,0," History, science, art and culture live at these free attractions in Washington, DC. Museums farther than the eye can see. Collectively called the Smithsonian Institution, the world-renowned museum and research complex consists of 17 museums and galleries in Washington, DC, as well as the National Zoo.",MARCO_288157,0
54_8,8," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/>Are there any famous foods?<br/><span>What is a DC half smoke?</span>"," Many of Washington, DCs attractions are open almost every day of the year and you can visit them at your leisure. There are a few places however that require reservations, tickets and advance planning. Find out how to visit these popular Washington, DC attractions.The Washington Monument-Take the elevator to the top of the Washington Monument and see one of the best aerial views of Washington, DC.Free time assigned tickets are required. The monument opens daily at 9:00 a.m., and tours begin every half hour until 4:30 p.m.Go to the kiosk on the Washington Monument grounds at 15th Street and Madison Drive. Advance tickets are available for $1.50 service fee.here are a few places however that require reservations, tickets and advance planning. Find out how to visit these popular Washington, DC attractions. The Washington Monument-Take the elevator to the top of the Washington Monument and see one of the best aerial views of Washington, DC.",MARCO_3057010,0," (ReutersAnthony Bolante) In Washington, DC, the high was short-lived. Just five days after pot became legal in the US capital, city lawmakers voted for strict limits on marijuana use, outlawing smoking in all public spaces, including inside private clubs, bars, hotels, and restaurants.",MARCO_338941,0," Best Answer: Half and half is basically half heavy cream half milk. If you have heavy cream and need half and half....just add equal amounts of milk to the cream. If the recipe calls for heavy cream and all you have is half and half....depending what its for...half and half can work almost as well as heavy cream. Heavy cream is very thick. Where are half and half may take a little longer too cook down.",MARCO_3686938,0," A great list of things to do when you visit Washington, D.C. 1  Visit the Capitol Building. 2  Look at the Washington Monument. 3  Tour The White House. 4  Visit the Hirshhorn Museum and Sculpture Garden. 5  Explore flight at the Smithsonian National Air and Space Museum.",MARCO_4083277,0," Direct flight time from Washington, DC to Dallas, TX. Flying time between Washington Dulles International Airport, Washington, DC, United States and DallasFort Worth International Airport, Dallas, TX, United States. One stop & 1+ stop flight time between Washington, DC & Dallas, TX.",MARCO_4608962,0
54_8,8," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/>Are there any famous foods?<br/><span>What is a DC half smoke?</span>"," Consisting of a moiety, or half (12, 50%). a half bushel; a half hour; a half dollar; a half view. Consisting of some indefinite portion resembling a half; approximately a half, whether more or less; partial; imperfect. a half dream; half knowledge.",MARCO_4918248,0," Preheat the oven to 325 degrees Fahrenheit. Place the ham in a large, shallow roasting pan and cover it with foil. Put it in the preheated oven. Roast a whole, raw or cured bone-in ham for 18 to 20 minutes per lb..Roast a half, raw or cured, bone-in ham for 22 to 25 minutes per lb..Roast a whole, bone-in smoked ham for 15 to 18 minutes per lb. and a half, bone-in smoked ham for 18 to 24 minutes per lb..oast a whole, raw or cured bone-in ham for 18 to 20 minutes per lb.. Roast a half, raw or cured, bone-in ham for 22 to 25 minutes per lb.. Roast a whole, bone-in smoked ham for 15 to 18 minutes per lb. and a half, bone-in smoked ham for 18 to 24 minutes per lb..",MARCO_5579851,0," 'W here there's smoke, there's flavor!' This is a well-known expression in the smoking meat circles. Another popular tag line is 'low and slow'. One more popular one is the 'smoke ring'. Each of these expressions say a little bit about what smoking meat is all about, tasty flavorful meat with unmatched tenderness.In this method of grilling, also called smoker cooking or smoke roasting, the heat is as far as it can be from the food.The food is cooked with indirect heat. The fire can be all the way at the bottom level with the meat at the top in a vertical setup, with a level of smoking wood and water in between.ne more popular one is the 'smoke ring'. Each of these expressions say a little bit about what smoking meat is all about, tasty flavorful meat with unmatched tenderness. In this method of grilling, also called smoker cooking or smoke roasting, the heat is as far as it can be from the food.",MARCO_6211915,0," Its almost impossible to find out what that half life is, which means that it is very difficult to use it to calculate how long it will take for all of the THC to leave your body. The amount of marijuana that youve smoked also determines how long THC will stay in your system for.f you smoke marijuana on a regular basis it will stay in your system for as long as 45 days, and if you smoke marijuana at a constant pace, it can stay in the body for 90 days, Marijuana is fat soluble.",MARCO_6364202,0," We know that when you smoke a cigarette you are absorbing about 1 mg of nicotine. If you smoke a half pack per day, your are taking in about 10 mg of nicotine per day. Pack per day smokers are taking in about 20 mg of nicotine per day. Those with a two-pack habit are taking in 40 mg per day and so on and so forth.",MARCO_6548330,0
54_8,8," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/>Are there any famous foods?<br/><span>What is a DC half smoke?</span>"," Washington, DC Area Hotels - Enjoy it All, From the White House to National Mall! 1  From its patriotic landmarks and national monuments to its world-class museums, shopping districts, universities, festivals, theaters, and eclectic neighborhoods, Washington D.C. is filled with sights, sounds and symbols that inspire millions.",MARCO_6800735,0," The DC output available from a half-wave rectifier is not satisfactory to make a general power supply. However it can be used for some applications like battery charging. Half Wave Rectifier with Capacitor Filter Output of half wave rectifier is not a constant DC voltage. You can observe from the output diagram that its a pulsating dc voltage with ac ripples. In real life applications, we need a power supply with smooth wave forms. In other words, we desire a DC power supply with constant output voltage.",MARCO_6964651,0," You can get down there in about 7 hours with no traffic. I can't imagine any pitfalls really. It's not a long drive by any means. You can always take Amtrak down there (about 8 hours) if you prefer. DC is an awesome city!! Best of all, most of the National Mall museums are free to go to other than the Air & Space Museum. The Spy Museum has an admission fee of around $18 and is pretty neat as well.",MARCO_7384200,0," What is the latitude and longitude of Washington DC? Why is Washington DC called Washington DC? Because the city of Washington is in the federal District of Columbia as opposed to any state, and to differentiate it from Washington state.",MARCO_7688675,0," Both museums are open 10 a.m. to 5:30 p.m. and are free; (202) 357-2700. In an encore to a popular summer event, the city's top restaurants will offer three-course prix fixe lunches at $20.04 and dinners at $30.04 from Jan. 12 to 18 as part of DC Restaurant Week. The lunches are a wonderful way to sample classic Washington restaurants, but diners should make reservations early.",MARCO_7807189,0
54_8,8," What is worth seeing in Washington D.C.?<br/>Which Smithsonian museums are the most popular?<br/>Why is the National Air and Space Museum important?<br/>Is the Spy Museum free?<br/>What is there to do in DC after the museums close?<br/>What is the best time to visit the reflecting pools?<br/>Are there any famous foods?<br/><span>What is a DC half smoke?</span>"," Monuments and memorials, eclectic neighborhoods, true local flavor  Washington, DC is a place unlike any other. Its your home away from home with free museums and Americas front yard. Plan your trip to the nations capital by checking out all the things to do, places to eat and ways to stay. Well see you soon.",MARCO_835784,0," Where to eat in Washington, DC. The best pizza in Washington, DC. The best brunch in DC. Whether your weekend plans involve visiting the best museums in DC, exploring the town while on one of many cool Washington, DC tours or working through your best Washington DC attractions bucket list, youll need to make some time for a proper DC brunch.",MARCO_8650650,0," Washington, DC Weather Report: All Seasons Considered. While it's always good to be prepared for the weather by checking the forecast, keep in mind that Washington, DC, offers plenty to do in all weather. With a full array of museums ranging from the popular National Air and Space Museum to International Spy Museum you can stay entertained indoors indefinitely.",MARCO_8759405,0," It is smoke, wrap, then smoke. This simply means that you smoke the bare meat for half the total smoking time, smoke in foil for a third of the smoking time and remove the foil and smoke bare for half of the 'foil-wrap' time.",MARCO_929778,0," Cigar Hunter: On Bill Clintons big night, lets smoke his big Gurkha. WASHINGTON: This 27 May 1993 file photo shows US President Bill Clinton as he chews on a cigar in the Oval Office of the White House in Washington, DC as he waits for the results of a debate in the US House of Representatives.",MARCO_1122324,0
